Drug1,Drug2,Prob,SimilaritySource,Method
DB08874,C0018681,0.1592,UMLS,LapRLS
DB00284,C0042963,0.1592,UMLS,LapRLS
DB00851,C0011603,0.1592,UMLS,LapRLS
DB08964,C0015230,0.1592,UMLS,LapRLS
DB01213,C0016927,0.1592,UMLS,LapRLS
DB00669,C0917801,0.1592,UMLS,LapRLS
DB01008,C0027066,0.1591,UMLS,LapRLS
DB06698,C0268621,0.1591,HPO,GIP
DB00998,C0027497,0.1591,HPO,LapRLS
DB01156,C0002792,0.1591,HPO,LapRLS
DB00444,C0004093,0.1591,UMLS,LapRLS
DB00710,C0009676,0.1591,HPO,LapRLS
DB13868,C0015967,0.1591,UMLS,LapRLS
DB01267,C0013404,0.1591,UMLS,LapRLS
DB06237,C0027497,0.1591,UMLS,LapRLS
DB00310,C0262365,0.1591,UMLS,LapRLS
DB00316,C0024902,0.1591,UMLS,LapRLS
DB01008,C0497156,0.1591,UMLS,LapRLS
DB04896,C0004093,0.1591,UMLS,LapRLS
DB00410,C0011991,0.1591,UMLS,LapRLS
DB06261,C0009763,0.159,UMLS,LapRLS
DB00201,C0000737,0.159,UMLS,LapRLS
DB00715,C0877225,0.159,UMLS,LapRLS
DB00296,C0151464,0.159,UMLS,LapRLS
DB00633,C0025312,0.159,HPO,GIP
DB00373,C0034194,0.159,HPO,GIP
DB01080,C0085593,0.159,UMLS,LapRLS
DB00316,C0020580,0.159,HPO,LapRLS
DB00458,C0004604,0.159,UMLS,LapRLS
DB06698,C0151736,0.159,UMLS,LapRLS
DB06791,C0004093,0.159,UMLS,LapRLS
DB01019,C0004936,0.159,UMLS,LapRLS
DB00583,C0022650,0.159,UMLS,LapRLS
DB00335,C0003862,0.159,UMLS,LapRLS
DB06151,C0003873,0.1589,HPO,LapRLS
DB00244,C1442903,0.1589,HPO,GIP
DB11180,C0010692,0.1589,UMLS,LapRLS
DB00753,C0022346,0.1589,HPO,LapRLS
DB00736,C1443060,0.1589,UMLS,LapRLS
DB00401,C0042963,0.1589,UMLS,LapRLS
DB00989,C0750151,0.1589,UMLS,LapRLS
DB01077,C0042963,0.1589,UMLS,LapRLS
DB00538,C0042963,0.1589,UMLS,LapRLS
DB00448,C0019158,0.1589,HPO,LapRLS
DB00478,C0023218,0.1589,UMLS,LapRLS
DB00431,C0022346,0.1589,UMLS,LapRLS
DB06825,C0085593,0.1589,UMLS,LapRLS
DB06148,C0012833,0.1589,UMLS,LapRLS
DB00727,C0237849,0.1589,HPO,LapRLS
DB00459,C0042963,0.1589,HPO,LapRLS
DB00828,C0403632,0.1589,UMLS,LapRLS
DB01011,C0026987,0.1588,HPO,GIP
DB00125,C1442903,0.1588,HPO,GIP
DB01012,C0025312,0.1588,HPO,GIP
DB00597,C0026848,0.1588,HPO,LapRLS
DB00458,C0008031,0.1588,HPO,LapRLS
DB00230,C1384666,0.1588,UMLS,LapRLS
DB06698,C0042075,0.1588,UMLS,LapRLS
DB00316,C0034882,0.1588,UMLS,LapRLS
DB00727,C0037199,0.1588,UMLS,LapRLS
DB00234,C0004093,0.1588,UMLS,LapRLS
DB00337,C0019158,0.1588,UMLS,LapRLS
DB00855,C0151723,0.1588,HPO,LapRLS
DB00316,C0231856,0.1588,HPO,LapRLS
DB00431,C0267596,0.1587,UMLS,LapRLS
DB00297,C0003862,0.1587,UMLS,LapRLS
DB01008,C0020625,0.1587,UMLS,LapRLS
DB01005,C0546817,0.1587,HPO,LapRLS
DB09265,C0015230,0.1587,UMLS,LapRLS
DB09080,C0027497,0.1587,UMLS,LapRLS
DB06698,C0152227,0.1587,HPO,LapRLS
DB04106,C0012833,0.1587,UMLS,LapRLS
DB00828,C0016655,0.1587,UMLS,LapRLS
DB01019,C2830004,0.1586,UMLS,LapRLS
DB00640,C0004604,0.1586,UMLS,LapRLS
DB00828,C0020580,0.1586,UMLS,LapRLS
DB00531,C0040034,0.1586,UMLS,LapRLS
DB06817,C0042963,0.1586,UMLS,LapRLS
DB00503,C0033774,0.1586,UMLS,LapRLS
DB01019,C0034065,0.1586,UMLS,LapRLS
DB00458,C0039231,0.1586,UMLS,LapRLS
DB06151,C0004134,0.1586,UMLS,LapRLS
DB00215,C0017650,0.1586,UMLS,LapRLS
DB05528,C0012833,0.1586,UMLS,LapRLS
DB00753,C0026946,0.1586,UMLS,LapRLS
DB01005,C0311468,0.1586,UMLS,LapRLS
DB06698,C0043096,0.1585,UMLS,LapRLS
DB00594,C0947912,0.1585,HPO,GIP
DB08864,C0854706,0.1585,UMLS,LapRLS
DB00491,C0004093,0.1585,UMLS,LapRLS
DB01233,C0018916,0.1585,HPO,GIP
DB00215,C0027947,0.1585,UMLS,LapRLS
DB00847,C0854706,0.1585,UMLS,LapRLS
DB00215,C0155866,0.1585,UMLS,LapRLS
DB09040,C0004093,0.1585,UMLS,LapRLS
DB01416,C0027947,0.1585,UMLS,LapRLS
DB00472,C0022107,0.1585,UMLS,LapRLS
DB00182,C3665386,0.1585,UMLS,LapRLS
DB01019,C0042029,0.1585,UMLS,LapRLS
DB00182,C0010692,0.1585,UMLS,LapRLS
DB00125,C0242350,0.1585,HPO,LapRLS
DB00478,C0040046,0.1585,HPO,LapRLS
DB06261,C0020676,0.1585,HPO,LapRLS
DB01367,C0020649,0.1585,HPO,LapRLS
DB04572,C0151836,0.1584,UMLS,LapRLS
DB01215,C0003123,0.1584,UMLS,LapRLS
DB00720,C0027339,0.1584,UMLS,LapRLS
DB01005,C0392699,0.1584,HPO,LapRLS
DB00248,C0151735,0.1584,UMLS,LapRLS
DB00431,C0026827,0.1584,UMLS,LapRLS
DB00484,C0853225,0.1584,UMLS,LapRLS
DB08964,C2711227,0.1584,HPO,GIP
DB00215,C0018979,0.1584,UMLS,LapRLS
DB00934,C0000737,0.1584,UMLS,LapRLS
DB00746,C0338480,0.1583,HPO,GIP
DB00313,C0026827,0.1583,HPO,GIP
DB00130,C0009319,0.1583,UMLS,LapRLS
DB00783,C0152159,0.1583,UMLS,LapRLS
DB01359,C0008031,0.1583,HPO,LapRLS
DB06151,C1456784,0.1583,UMLS,LapRLS
DB00953,C0004604,0.1583,UMLS,LapRLS
DB11180,C0028738,0.1583,UMLS,LapRLS
DB00659,C0151798,0.1583,UMLS,LapRLS
DB00859,C0041657,0.1583,UMLS,LapRLS
DB00338,C0026836,0.1583,UMLS,LapRLS
DB00586,C0019079,0.1583,UMLS,LapRLS
DB00256,C0011603,0.1583,UMLS,LapRLS
DB00727,C0024141,0.1582,HPO,GIP
DB00876,C0018681,0.1582,UMLS,LapRLS
DB00178,C0000737,0.1582,HPO,LapRLS
DB01236,C0020433,0.1582,UMLS,LapRLS
DB00641,C0854706,0.1582,UMLS,LapRLS
DB06825,C0015967,0.1582,UMLS,LapRLS
DB01059,C0039070,0.1582,UMLS,LapRLS
DB00996,C0003811,0.1582,UMLS,LapRLS
DB00757,C0011603,0.1582,UMLS,LapRLS
DB01280,C0033774,0.1582,UMLS,LapRLS
DB00828,C0035304,0.1582,HPO,LapRLS
DB00268,C0917801,0.1582,HPO,LapRLS
DB12091,C0026836,0.1581,UMLS,LapRLS
DB00332,C0004093,0.1581,UMLS,LapRLS
DB00627,C1704272,0.1581,HPO,GIP
DB00658,C0006625,0.1581,HPO,GIP
DB00480,C0221242,0.1581,UMLS,LapRLS
DB00615,C0012833,0.1581,UMLS,LapRLS
DB00130,C0020676,0.1581,HPO,LapRLS
DB09076,C0002792,0.1581,HPO,LapRLS
DB06261,C0038358,0.1581,UMLS,LapRLS
DB00659,C0021141,0.158,UMLS,LapRLS
DB11180,C0031542,0.158,UMLS,LapRLS
DB00256,C0015967,0.158,UMLS,LapRLS
DB01043,C0149745,0.158,HPO,LapRLS
DB11180,C0028734,0.158,UMLS,LapRLS
DB05528,C0011991,0.158,HPO,LapRLS
DB00597,C0008350,0.158,HPO,LapRLS
DB01080,C0018021,0.158,HPO,LapRLS
DB00313,C0020676,0.158,HPO,LapRLS
DB00338,C0013604,0.158,UMLS,LapRLS
DB01008,C0235969,0.158,UMLS,LapRLS
DB11180,C0017152,0.1579,UMLS,LapRLS
DB08916,C0000737,0.1579,UMLS,LapRLS
DB00720,C0038362,0.1579,UMLS,LapRLS
DB01416,C0033774,0.1579,UMLS,LapRLS
DB00996,C0038587,0.1579,UMLS,LapRLS
DB01043,C0151766,0.1579,UMLS,LapRLS
DB00855,C0520888,0.1579,HPO,LapRLS
DB01005,C0242350,0.1579,HPO,GIP
DB00915,C0020580,0.1579,UMLS,LapRLS
DB00380,C0376358,0.1578,HPO,GIP
DB01066,C0018681,0.1578,UMLS,LapRLS
DB01044,C0013395,0.1578,UMLS,LapRLS
DB01196,C0012833,0.1578,UMLS,LapRLS
DB00753,C0002453,0.1578,UMLS,LapRLS
DB00611,C0027497,0.1578,HPO,LapRLS
DB00346,C0015967,0.1578,UMLS,LapRLS
DB00313,C0022346,0.1578,UMLS,LapRLS
DB01177,C0687713,0.1578,UMLS,LapRLS
DB00862,C0011603,0.1578,UMLS,LapRLS
DB00859,C3665347,0.1577,HPO,LapRLS
DB00478,C0031350,0.1577,UMLS,LapRLS
DB01628,C0018681,0.1577,UMLS,LapRLS
DB01044,C0015230,0.1577,HPO,LapRLS
DB00182,C0019270,0.1577,UMLS,LapRLS
DB01416,C0011603,0.1577,UMLS,LapRLS
DB01189,C0858867,0.1577,HPO,LapRLS
DB00749,C0027497,0.1577,UMLS,LapRLS
DB06243,C1704272,0.1577,HPO,GIP
DB01080,C0013595,0.1577,HPO,GIP
DB00203,C2939447,0.1577,UMLS,LapRLS
DB00395,C0266011,0.1576,HPO,GIP
DB00996,C0023052,0.1576,HPO,LapRLS
DB00859,C0030193,0.1576,UMLS,LapRLS
DB00215,C2129214,0.1576,UMLS,LapRLS
DB00006,C0151905,0.1576,UMLS,LapRLS
DB08896,C0015672,0.1576,UMLS,LapRLS
DB04871,C0033774,0.1576,UMLS,LapRLS
DB00316,C0002994,0.1576,UMLS,LapRLS
DB00432,C0010200,0.1576,UMLS,LapRLS
DB00862,C0004093,0.1576,UMLS,LapRLS
DB00316,C0023066,0.1576,HPO,LapRLS
DB01023,C0012833,0.1576,UMLS,LapRLS
DB11180,C0428977,0.1575,UMLS,LapRLS
DB00572,C0033774,0.1575,HPO,LapRLS
DB01118,C0018681,0.1575,UMLS,LapRLS
DB05271,C0034212,0.1575,HPO,GIP
DB00478,C0043096,0.1575,UMLS,LapRLS
DB00666,C0012833,0.1575,UMLS,LapRLS
DB00235,C0012833,0.1575,UMLS,LapRLS
DB01101,C0853986,0.1575,UMLS,LapRLS
DB06261,C0151849,0.1574,UMLS,LapRLS
DB01019,C0151603,0.1574,HPO,LapRLS
DB00910,C0007102,0.1574,HPO,GIP
DB00285,C0152032,0.1574,UMLS,LapRLS
DB01019,C0013428,0.1574,HPO,LapRLS
DB00804,C0234632,0.1574,HPO,LapRLS
DB00297,C0917801,0.1574,UMLS,LapRLS
DB06594,C0015672,0.1574,UMLS,LapRLS
DB01267,C2939447,0.1574,UMLS,LapRLS
DB00338,C0019079,0.1574,UMLS,LapRLS
DB00130,C0026848,0.1574,UMLS,LapRLS
DB00753,C0043144,0.1574,HPO,LapRLS
DB00313,C0037763,0.1573,UMLS,LapRLS
DB00230,C0853336,0.1573,UMLS,LapRLS
DB00531,C0042571,0.1573,UMLS,LapRLS
DB01180,C0011603,0.1573,UMLS,LapRLS
DB00539,C0018681,0.1573,UMLS,LapRLS
DB00996,C0221242,0.1573,UMLS,LapRLS
DB00478,C0027932,0.1573,UMLS,LapRLS
DB09059,C0018681,0.1573,HPO,LapRLS
DB00316,C0151766,0.1573,UMLS,LapRLS
DB00720,C0034628,0.1573,HPO,GIP
DB00859,C0018621,0.1573,HPO,GIP
DB00125,C0008325,0.1572,HPO,LapRLS
DB01149,C0018681,0.1572,HPO,LapRLS
DB06261,C0338831,0.1572,HPO,LapRLS
DB00182,C0004134,0.1572,UMLS,LapRLS
DB06698,C0006840,0.1572,UMLS,LapRLS
DB00493,C0033774,0.1572,UMLS,LapRLS
DB00862,C0042963,0.1572,UMLS,LapRLS
DB00404,C0030193,0.1572,HPO,LapRLS
DB00742,C0013595,0.1571,HPO,GIP
DB06243,C0687713,0.1571,UMLS,LapRLS
DB00184,C0004093,0.1571,UMLS,LapRLS
DB06217,C0004093,0.1571,UMLS,LapRLS
DB00216,C0018979,0.1571,UMLS,LapRLS
DB04572,C0014457,0.1571,UMLS,LapRLS
DB01019,C0085632,0.1571,UMLS,LapRLS
DB06261,C0018926,0.1571,UMLS,LapRLS
DB00398,C0151905,0.1571,UMLS,LapRLS
DB00787,C0013604,0.1571,UMLS,LapRLS
DB00915,C0017601,0.1571,HPO,LapRLS
DB00828,C0302809,0.1571,HPO,LapRLS
DB01043,C0026961,0.1571,HPO,LapRLS
DB00720,C0004134,0.1571,UMLS,LapRLS
DB00316,C1384666,0.157,UMLS,LapRLS
DB00859,C0085631,0.157,HPO,LapRLS
DB00915,C0027066,0.157,UMLS,LapRLS
DB00915,C0010692,0.157,HPO,LapRLS
DB01012,C0043352,0.157,HPO,LapRLS
DB00478,C0018802,0.157,HPO,LapRLS
DB00299,C0015967,0.157,HPO,LapRLS
DB00659,C0026837,0.157,HPO,LapRLS
DB00720,C0013595,0.157,UMLS,LapRLS
DB01359,C2830004,0.157,UMLS,LapRLS
DB01250,C0002871,0.157,UMLS,LapRLS
DB00877,C0231218,0.157,UMLS,LapRLS
DB00828,C0000833,0.157,UMLS,LapRLS
DB01008,C1167965,0.157,UMLS,LapRLS
DB00355,C0018681,0.157,UMLS,LapRLS
DB00524,C0027497,0.157,UMLS,LapRLS
DB00285,C0344232,0.1569,HPO,LapRLS
DB00969,C0000737,0.1569,UMLS,LapRLS
DB00491,C0151735,0.1569,UMLS,LapRLS
DB00130,C0338831,0.1569,HPO,LapRLS
DB01359,C0043352,0.1569,HPO,LapRLS
DB00996,C0003873,0.1569,HPO,LapRLS
DB08881,C0000737,0.1569,HPO,LapRLS
DB00299,C0917801,0.1569,HPO,LapRLS
DB00515,C0031154,0.1569,HPO,LapRLS
DB01204,C0854706,0.1569,UMLS,LapRLS
DB06290,C0042963,0.1569,UMLS,LapRLS
DB01188,C0018681,0.1569,UMLS,LapRLS
DB00485,C0854706,0.1569,UMLS,LapRLS
DB00952,C0013395,0.1569,UMLS,LapRLS
DB00659,C0013362,0.1569,UMLS,LapRLS
DB06151,C2225524,0.1568,HPO,LapRLS
DB00659,C0522055,0.1568,HPO,LapRLS
DB06261,C0035304,0.1568,HPO,LapRLS
DB00313,C0017574,0.1568,HPO,LapRLS
DB00130,C0023530,0.1568,UMLS,LapRLS
DB00215,C0277890,0.1568,UMLS,LapRLS
DB00130,C0011849,0.1568,UMLS,LapRLS
DB00431,C0242350,0.1568,UMLS,LapRLS
DB00519,C0035078,0.1568,UMLS,LapRLS
DB00125,C0030305,0.1568,UMLS,LapRLS
DB00130,C0014868,0.1568,UMLS,LapRLS
DB00597,C0151798,0.1567,UMLS,LapRLS
DB00316,C0027796,0.1567,UMLS,LapRLS
DB00611,C0004093,0.1567,UMLS,LapRLS
DB00828,C0020438,0.1567,HPO,GIP
DB00230,C0029132,0.1567,UMLS,LapRLS
DB00401,C0948594,0.1567,UMLS,LapRLS
DB00753,C0162119,0.1567,HPO,LapRLS
DB00753,C0234458,0.1567,UMLS,LapRLS
DB00583,C0233471,0.1567,UMLS,LapRLS
DB06230,C0854706,0.1567,UMLS,LapRLS
DB00544,C0018965,0.1567,HPO,LapRLS
DB00297,C0008031,0.1567,UMLS,LapRLS
DB11180,C0232849,0.1567,UMLS,LapRLS
DB00431,C0022408,0.1566,HPO,LapRLS
DB00828,C0020433,0.1566,UMLS,LapRLS
DB01043,C0233414,0.1566,UMLS,LapRLS
DB06261,C0030193,0.1566,UMLS,LapRLS
DB00952,C0020538,0.1566,UMLS,LapRLS
DB00289,C1443060,0.1566,UMLS,LapRLS
DB06594,C0011991,0.1566,UMLS,LapRLS
DB00204,C0033774,0.1566,UMLS,LapRLS
DB11641,C0004093,0.1566,UMLS,LapRLS
DB06261,C0026946,0.1566,UMLS,LapRLS
DB00203,C0000737,0.1566,UMLS,LapRLS
DB00215,C0013336,0.1566,UMLS,LapRLS
DB06774,C0018681,0.1565,HPO,LapRLS
DB11180,C0000833,0.1565,UMLS,LapRLS
DB00986,C0000737,0.1565,UMLS,LapRLS
DB00493,C0687713,0.1565,UMLS,LapRLS
DB00734,C0744131,0.1565,UMLS,LapRLS
DB00915,C0853225,0.1565,UMLS,LapRLS
DB08873,C0003123,0.1565,UMLS,LapRLS
DB00917,C0027497,0.1565,UMLS,LapRLS
DB01008,C0151878,0.1565,UMLS,LapRLS
DB01044,C0687713,0.1565,UMLS,LapRLS
DB00597,C0003962,0.1565,HPO,LapRLS
DB00313,C0008350,0.1565,HPO,LapRLS
DB00215,C0013144,0.1565,UMLS,LapRLS
DB01400,C0376358,0.1565,HPO,GIP
DB06213,C0015967,0.1565,UMLS,LapRLS
DB00215,C0574785,0.1565,UMLS,LapRLS
DB00316,C0086439,0.1564,UMLS,LapRLS
DB00448,C0948594,0.1564,UMLS,LapRLS
DB06287,C0917801,0.1564,UMLS,LapRLS
DB08896,C0038826,0.1564,UMLS,LapRLS
DB01345,C0020649,0.1564,UMLS,LapRLS
DB00443,C0018681,0.1564,HPO,LapRLS
DB00720,C0026827,0.1564,HPO,GIP
DB00437,C0009088,0.1564,HPO,GIP
DB00316,C0018800,0.1564,HPO,LapRLS
DB00916,C0017086,0.1563,HPO,GIP
DB11180,C0008350,0.1563,HPO,LapRLS
DB00204,C0042963,0.1563,UMLS,LapRLS
DB01551,C0015967,0.1563,UMLS,LapRLS
DB01248,C0033774,0.1563,UMLS,LapRLS
DB00644,C0015967,0.1563,UMLS,LapRLS
DB01236,C0000833,0.1563,UMLS,LapRLS
DB06151,C0023530,0.1563,UMLS,LapRLS
DB00215,C0600104,0.1563,UMLS,LapRLS
DB01126,C0018681,0.1563,UMLS,LapRLS
DB00182,C0085636,0.1563,UMLS,LapRLS
DB01080,C0243026,0.1563,UMLS,LapRLS
DB00753,C0025160,0.1563,HPO,LapRLS
DB01019,C0010200,0.1563,HPO,LapRLS
DB04572,C0152227,0.1562,HPO,LapRLS
DB00828,C0029191,0.1562,HPO,GIP
DB00478,C0029408,0.1562,HPO,LapRLS
DB06698,C0017574,0.1562,HPO,LapRLS
DB01080,C0003537,0.1562,HPO,LapRLS
DB00986,C0027497,0.1562,HPO,LapRLS
DB06261,C0151889,0.1562,HPO,LapRLS
DB00583,C0162830,0.1562,UMLS,LapRLS
DB06813,C0015230,0.1562,UMLS,LapRLS
DB00478,C0012569,0.1562,UMLS,LapRLS
DB00182,C0016204,0.1562,UMLS,LapRLS
DB08828,C0000737,0.1562,UMLS,LapRLS
DB01236,C0038362,0.1562,UMLS,LapRLS
DB00478,C0018524,0.1562,UMLS,LapRLS
DB05271,C0015230,0.1562,UMLS,LapRLS
DB00535,C0018681,0.1562,UMLS,LapRLS
DB00715,C3160858,0.1562,UMLS,LapRLS
DB11180,C0017160,0.1562,UMLS,LapRLS
DB00950,C0009806,0.1562,UMLS,LapRLS
DB00692,C0085702,0.1561,HPO,GIP
DB00555,C0853986,0.1561,UMLS,LapRLS
DB00753,C0003578,0.1561,UMLS,LapRLS
DB00227,C0030193,0.1561,UMLS,LapRLS
DB00429,C0015230,0.1561,UMLS,LapRLS
DB00316,C0017160,0.1561,UMLS,LapRLS
DB00187,C0030252,0.1561,UMLS,LapRLS
DB01004,C0013404,0.1561,UMLS,LapRLS
DB00215,C0237020,0.1561,UMLS,LapRLS
DB01410,C0010200,0.1561,UMLS,LapRLS
DB00346,C0013404,0.1561,UMLS,LapRLS
DB00811,C0151905,0.1561,UMLS,LapRLS
DB08897,C0687713,0.1561,UMLS,LapRLS
DB06704,C0011603,0.1561,UMLS,LapRLS
DB06212,C0151735,0.1561,UMLS,LapRLS
DB00431,C0497156,0.1561,HPO,LapRLS
DB04572,C0020615,0.1561,HPO,LapRLS
DB01019,C0029456,0.1561,HPO,LapRLS
DB01213,C0003578,0.1561,HPO,LapRLS
DB00363,C0000737,0.156,HPO,LapRLS
DB00828,C0085702,0.156,HPO,LapRLS
DB00964,C0040822,0.156,HPO,LapRLS
DB00624,C0019079,0.156,UMLS,LapRLS
DB01080,C0021053,0.156,UMLS,LapRLS
DB00125,C0017574,0.156,HPO,GIP
DB06698,C0013491,0.156,UMLS,LapRLS
DB00659,C0042514,0.156,UMLS,LapRLS
DB00408,C0009806,0.156,UMLS,LapRLS
DB00727,C0030252,0.156,UMLS,LapRLS
DB01236,C0004238,0.156,UMLS,LapRLS
DB00230,C0541900,0.156,UMLS,LapRLS
DB00859,C0151836,0.156,UMLS,LapRLS
DB00597,C0018965,0.156,UMLS,LapRLS
DB00458,C0042571,0.1559,UMLS,LapRLS
DB00419,C0018418,0.1559,HPO,GIP
DB00897,C0085631,0.1559,UMLS,LapRLS
DB01340,C0042963,0.1559,UMLS,LapRLS
DB00457,C0011603,0.1559,UMLS,LapRLS
DB01236,C0149745,0.1559,UMLS,LapRLS
DB00727,C0004096,0.1559,UMLS,LapRLS
DB00230,C0023434,0.1559,UMLS,LapRLS
DB00544,C0040822,0.1559,HPO,LapRLS
DB01236,C0035309,0.1559,HPO,LapRLS
DB00859,C0026827,0.1559,HPO,LapRLS
DB01149,C0015967,0.1559,UMLS,LapRLS
DB00583,C0178298,0.1558,UMLS,LapRLS
DB11180,C0149745,0.1558,UMLS,LapRLS
DB00753,C0878544,0.1558,HPO,LapRLS
DB08912,C0239940,0.1558,UMLS,LapRLS
DB06436,C0011991,0.1558,UMLS,LapRLS
DB00130,C0011206,0.1558,UMLS,LapRLS
DB08932,C0027497,0.1558,UMLS,LapRLS
DB00431,C0011606,0.1558,HPO,LapRLS
DB00727,C0018790,0.1557,UMLS,LapRLS
DB00106,C0000737,0.1557,UMLS,LapRLS
DB00182,C0026827,0.1557,UMLS,LapRLS
DB01184,C0042963,0.1557,UMLS,LapRLS
DB00560,C0014457,0.1557,UMLS,LapRLS
DB06769,C0854706,0.1557,UMLS,LapRLS
DB00316,C0003873,0.1557,UMLS,LapRLS
DB00431,C0018800,0.1557,HPO,LapRLS
DB00720,C0043144,0.1557,HPO,LapRLS
DB06261,C0013595,0.1557,UMLS,LapRLS
DB00125,C0156312,0.1557,HPO,GIP
DB00989,C0151735,0.1556,UMLS,LapRLS
DB00182,C0016658,0.1556,UMLS,LapRLS
DB00006,C0549150,0.1556,UMLS,LapRLS
DB00478,C0013404,0.1556,UMLS,LapRLS
DB09041,C0015230,0.1556,HPO,LapRLS
DB00597,C0002994,0.1556,UMLS,LapRLS
DB01416,C0015967,0.1556,UMLS,LapRLS
DB01233,C0000737,0.1556,UMLS,LapRLS
DB00851,C0012833,0.1556,UMLS,LapRLS
DB06698,C0149745,0.1556,UMLS,LapRLS
DB00659,C0016658,0.1556,UMLS,LapRLS
DB11180,C0020598,0.1556,HPO,LapRLS
DB01008,C0027339,0.1556,UMLS,LapRLS
DB00254,C0033774,0.1556,UMLS,LapRLS
DB00583,C0162429,0.1556,HPO,LapRLS
DB00316,C0235063,0.1556,HPO,LapRLS
DB00715,C0018418,0.1556,UMLS,LapRLS
DB00583,C0013384,0.1555,UMLS,LapRLS
DB00331,C1442903,0.1555,HPO,GIP
DB00746,C0266011,0.1555,HPO,GIP
DB01008,C0235439,0.1555,HPO,GIP
DB05271,C0011603,0.1555,UMLS,LapRLS
DB11180,C0035078,0.1555,UMLS,LapRLS
DB00705,C0011991,0.1555,UMLS,LapRLS
DB00215,C0233479,0.1555,UMLS,LapRLS
DB08871,C0000737,0.1555,UMLS,LapRLS
DB00720,C0085584,0.1555,HPO,LapRLS
DB00315,C0042963,0.1555,HPO,LapRLS
DB00460,C0042963,0.1555,UMLS,LapRLS
DB04106,C0027497,0.1555,UMLS,LapRLS
DB00316,C0013491,0.1555,UMLS,LapRLS
DB00775,C0042963,0.1554,UMLS,LapRLS
DB06202,C0042963,0.1554,UMLS,LapRLS
DB00554,C0004093,0.1554,UMLS,LapRLS
DB00182,C0028738,0.1554,UMLS,LapRLS
DB00658,C0015256,0.1554,UMLS,LapRLS
DB06261,C0042024,0.1554,HPO,LapRLS
DB11180,C0151883,0.1554,UMLS,LapRLS
DB00720,C0001807,0.1554,UMLS,LapRLS
DB09265,C0000737,0.1554,UMLS,LapRLS
DB04572,C0027430,0.1554,HPO,GIP
DB00181,C0019209,0.1554,HPO,GIP
DB01186,C0015672,0.1554,UMLS,LapRLS
DB00432,C0033774,0.1554,UMLS,LapRLS
DB00264,C0017178,0.1554,UMLS,LapRLS
DB00431,C0013491,0.1553,UMLS,LapRLS
DB00597,C0151517,0.1553,HPO,LapRLS
DB00855,C0021843,0.1553,HPO,LapRLS
DB00313,C0038454,0.1553,HPO,LapRLS
DB04572,C0948089,0.1553,UMLS,LapRLS
DB00742,C0476273,0.1553,UMLS,LapRLS
DB01043,C0021053,0.1553,UMLS,LapRLS
DB00230,C0009938,0.1553,UMLS,LapRLS
DB06791,C0033774,0.1553,UMLS,LapRLS
DB00659,C0004238,0.1553,UMLS,LapRLS
DB08869,C0085593,0.1553,UMLS,LapRLS
DB01250,C0010200,0.1552,UMLS,LapRLS
DB01008,C0035243,0.1552,HPO,LapRLS
DB00939,C0546956,0.1552,HPO,GIP
DB00380,C0018418,0.1552,HPO,GIP
DB00185,C0085702,0.1552,HPO,GIP
DB06826,C0266011,0.1552,HPO,GIP
DB00316,C0018021,0.1552,UMLS,LapRLS
DB00130,C1145670,0.1552,HPO,LapRLS
DB00193,C0019079,0.1552,UMLS,LapRLS
DB06698,C0020615,0.1552,HPO,LapRLS
DB06698,C0020578,0.1552,HPO,LapRLS
DB09110,C0031154,0.1552,HPO,LapRLS
DB06151,C0025222,0.1552,UMLS,LapRLS
DB09487,C0011603,0.1552,UMLS,LapRLS
DB00619,C0262365,0.1552,UMLS,LapRLS
DB01120,C0026827,0.1551,HPO,GIP
DB09220,C0018621,0.1551,HPO,GIP
DB01018,C0546956,0.1551,HPO,GIP
DB00828,C0038325,0.1551,UMLS,LapRLS
DB00130,C0017152,0.1551,UMLS,LapRLS
DB06795,C0015967,0.1551,HPO,LapRLS
DB00273,C0740651,0.1551,HPO,LapRLS
DB01189,C1142305,0.155,HPO,LapRLS
DB00308,C2939447,0.155,UMLS,LapRLS
DB01118,C0011603,0.155,UMLS,LapRLS
DB00659,C0241934,0.155,UMLS,LapRLS
DB00727,C0025222,0.155,UMLS,LapRLS
DB00859,C0002871,0.155,UMLS,LapRLS
DB00859,C0233471,0.155,UMLS,LapRLS
DB08816,C0011603,0.155,UMLS,LapRLS
DB09134,C0018681,0.155,UMLS,LapRLS
DB06716,C0546956,0.155,HPO,GIP
DB00775,C0033893,0.155,HPO,GIP
DB01240,C0018418,0.155,HPO,GIP
DB00659,C0014534,0.1549,HPO,LapRLS
DB01012,C0853945,0.1549,HPO,GIP
DB00429,C0003962,0.1549,HPO,GIP
DB06217,C0042963,0.1549,UMLS,LapRLS
DB00915,C0002994,0.1549,HPO,LapRLS
DB00829,C0027497,0.1549,UMLS,LapRLS
DB00859,C0020651,0.1549,UMLS,LapRLS
DB01213,C0858867,0.1549,UMLS,LapRLS
DB00869,C0011603,0.1549,UMLS,LapRLS
DB01213,C0392699,0.1549,UMLS,LapRLS
DB01202,C0003855,0.1549,HPO,GIP
DB01080,C0033860,0.1549,HPO,LapRLS
DB00915,C0000731,0.1549,UMLS,LapRLS
DB00431,C0027932,0.1548,UMLS,LapRLS
DB00624,C0085593,0.1548,UMLS,LapRLS
DB00396,C0011603,0.1548,UMLS,LapRLS
DB00197,C0004093,0.1548,UMLS,LapRLS
