Drug1,Drug2,Prob,Method
DB01036,C0026987,0.1202,GIP
DB00738,C0027059,0.1201,GIP
DB00996,C0042143,0.12,GIP
DB00927,C0231528,0.12,GIP
DB06151,C0917798,0.12,GIP
DB06594,C0271321,0.12,GIP
DB00316,C2364082,0.12,GIP
DB00916,C0947912,0.1199,GIP
DB00871,C0024141,0.1199,GIP
DB00958,C0004604,0.1199,GIP
DB01189,C0036416,0.1199,GIP
DB06243,C0018418,0.1199,GIP
DB00294,C0947912,0.1198,GIP
DB00789,C0018418,0.1198,GIP
DB00235,C0034628,0.1198,GIP
DB00983,C0033893,0.1198,GIP
DB01367,C0234967,0.1197,GIP
DB00804,C0034628,0.1197,GIP
DB00531,C0947912,0.1197,GIP
DB00476,C0009088,0.1197,GIP
DB00373,C0003962,0.1196,GIP
DB01400,C0033578,0.1196,GIP
DB01213,C0162557,0.1195,GIP
DB01218,C0026827,0.1195,GIP
DB00545,C0032519,0.1195,GIP
DB01223,C0277799,0.1194,GIP
DB00502,C0007102,0.1194,GIP
DB00455,C0338480,0.1194,GIP
DB01005,C0006625,0.1193,GIP
DB00544,C1704272,0.1193,GIP
DB00922,C0027794,0.1193,GIP
DB00316,C0034888,0.1192,GIP
DB00659,C0031212,0.1192,GIP
DB00332,C0026987,0.1192,GIP
DB00847,C0042341,0.1192,GIP
DB01244,C0234967,0.1191,GIP
DB00742,C0013336,0.1191,GIP
DB00916,C0027794,0.1191,GIP
DB00501,C0024141,0.11900000000000001,GIP
DB00481,C0338480,0.1189,GIP
DB01083,C0010200,0.1189,GIP
DB09041,C0018681,0.1188,GIP
DB01400,C0236024,0.1188,GIP
DB00597,C0151798,0.1187,GIP
DB00938,C0025312,0.1187,GIP
DB00633,C0038218,0.1187,GIP
DB00742,C0020635,0.1186,GIP
DB00230,C0239946,0.1186,GIP
DB01337,C0576093,0.1186,GIP
DB00654,C0546956,0.1185,GIP
DB01189,C0151517,0.1184,GIP
DB01213,C0153619,0.1184,GIP
DB00472,C0017086,0.1183,GIP
DB00934,C2937220,0.1183,GIP
DB00490,C0018916,0.1183,GIP
DB00746,C0018418,0.1182,GIP
DB00187,C0009088,0.1182,GIP
DB01043,C0043094,0.1182,GIP
DB00282,C0026827,0.1181,GIP
DB00743,C0151790,0.1181,GIP
DB01077,C0266011,0.11800000000000001,GIP
DB00648,C0017086,0.1179,GIP
DB00282,C0017565,0.1179,GIP
DB00282,C1704272,0.1179,GIP
DB01359,C0085702,0.1178,GIP
DB01182,C0020456,0.1178,GIP
DB01218,C0026987,0.1178,GIP
DB00727,C0042341,0.1178,GIP
DB01036,C0947912,0.1178,GIP
DB06795,C0678222,0.1177,GIP
DB00395,C0018418,0.1177,GIP
DB06218,C0027794,0.1176,GIP
DB01197,C0008325,0.1176,GIP
DB01105,C2937220,0.1175,GIP
DB01011,C0020492,0.1175,GIP
DB00598,C0010520,0.1174,GIP
DB06756,C0028754,0.1174,GIP
DB01586,C0033581,0.1174,GIP
DB09110,C0028754,0.1174,GIP
DB00323,C0234967,0.1174,GIP
DB00996,C0003962,0.1173,GIP
DB01042,C0576093,0.1172,GIP
DB00727,C0156312,0.1172,GIP
DB01050,C0376358,0.1172,GIP
DB00285,C0410740,0.1172,GIP
DB00960,C0151790,0.1172,GIP
DB00204,C0026827,0.1171,GIP
DB06218,C0003862,0.11699999999999999,GIP
DB00458,C0234967,0.11699999999999999,GIP
DB01033,C0018418,0.11699999999999999,GIP
DB01197,C0149745,0.1169,GIP
DB00478,C0041834,0.1168,GIP
DB00518,C0027794,0.1167,GIP
DB01189,C0013336,0.1166,GIP
DB06775,C1704272,0.1166,GIP
DB00291,C0428977,0.1165,GIP
DB00909,C0162285,0.1165,GIP
DB00264,C0587246,0.1164,GIP
DB00282,C0018418,0.1163,GIP
DB06204,C0042909,0.1162,GIP
DB00720,C0020635,0.1161,GIP
DB00490,C0149745,0.1161,GIP
DB01011,C0947912,0.1161,GIP
DB00692,C0004331,0.1161,GIP
DB00491,C0151790,0.11599999999999999,GIP
DB06802,C0947912,0.11599999999999999,GIP
DB00395,C0085612,0.11599999999999999,GIP
DB00431,C0018800,0.1159,GIP
DB00661,C0947912,0.1159,GIP
DB00341,C0027794,0.1159,GIP
DB00708,C0025323,0.1159,GIP
DB00335,C2939447,0.1159,GIP
DB00692,C0024138,0.1159,GIP
DB06774,C0947912,0.1159,GIP
DB01012,C0234967,0.1159,GIP
DB01247,C0027794,0.1159,GIP
DB01006,C0234967,0.1159,GIP
DB00669,C0025323,0.1158,GIP
DB01077,C0678222,0.1158,GIP
DB00735,C0678222,0.1158,GIP
DB00373,C0028081,0.1158,GIP
DB06637,C1442903,0.1157,GIP
DB00502,C0002447,0.1157,GIP
DB01136,C0234967,0.1157,GIP
DB01039,C0018418,0.1157,GIP
DB00735,C0017565,0.1156,GIP
DB00675,C0025312,0.1156,GIP
DB00185,C0020492,0.1156,GIP
DB00125,C0242350,0.1155,GIP
DB00855,C0011606,0.1155,GIP
DB06826,C2225524,0.1155,GIP
DB00316,C0151544,0.1155,GIP
DB08826,C0042384,0.1155,GIP
DB00335,C0023890,0.1155,GIP
DB06410,C0027794,0.1154,GIP
DB00287,C0151529,0.1154,GIP
DB00630,C0428977,0.1154,GIP
DB00243,C0947912,0.1153,GIP
DB00911,C0041601,0.1153,GIP
DB00996,C0034888,0.1153,GIP
DB00878,C0033578,0.1152,GIP
DB06698,C0156394,0.1152,GIP
DB00235,C0018681,0.1152,GIP
DB00575,C0042384,0.1152,GIP
DB00545,C0266011,0.1152,GIP
DB01188,C0018681,0.1152,GIP
DB06794,C0038218,0.1152,GIP
DB00949,C0265294,0.1151,GIP
DB08864,C0020456,0.1151,GIP
DB01050,C0015967,0.1151,GIP
DB00583,C0236024,0.115,GIP
DB00230,C0236000,0.115,GIP
DB01189,C0027343,0.115,GIP
DB00268,C0234967,0.1149,GIP
DB00813,C0231528,0.1149,GIP
DB01189,C0026821,0.1148,GIP
DB00648,C0009088,0.1148,GIP
DB00335,C0018418,0.1147,GIP
DB01202,C0428977,0.1147,GIP
DB08964,C0085702,0.1147,GIP
DB06204,C0376358,0.1146,GIP
DB00597,C0008513,0.1146,GIP
DB00489,C0022346,0.1146,GIP
DB01166,C0025323,0.1146,GIP
DB01019,C0014743,0.1146,GIP
DB00437,C0008031,0.1145,GIP
DB00964,C0010200,0.1145,GIP
DB06243,C1458155,0.1144,GIP
DB01213,C0034888,0.1144,GIP
DB01242,C0041601,0.1144,GIP
DB01131,C0033578,0.1144,GIP
DB00489,C0947912,0.1144,GIP
DB00571,C0002874,0.1144,GIP
DB01046,C0947912,0.1143,GIP
DB00294,C0022346,0.1143,GIP
DB06704,C1704272,0.1143,GIP
DB00316,C0003962,0.1143,GIP
DB00624,C0085702,0.1143,GIP
DB04953,C0234967,0.1143,GIP
DB06698,C0020473,0.1143,GIP
DB00380,C0013595,0.1143,GIP
DB00742,C0015967,0.1143,GIP
DB01189,C3665347,0.1143,GIP
DB09041,C0027430,0.1143,GIP
DB06826,C1704272,0.1143,GIP
DB06704,C0376358,0.1142,GIP
DB00816,C0266011,0.1142,GIP
DB00545,C0037317,0.1142,GIP
DB01131,C0042909,0.1141,GIP
DB00909,C0020473,0.1141,GIP
DB01083,C0042384,0.1141,GIP
DB01068,C0025323,0.1141,GIP
DB00184,C0027794,0.114,GIP
DB06756,C0033117,0.114,GIP
DB00518,C0004331,0.114,GIP
DB00745,C2939447,0.1139,GIP
DB00282,C0004604,0.1139,GIP
DB00871,C0015672,0.1138,GIP
DB00659,C0024437,0.1138,GIP
DB01236,C0041834,0.1138,GIP
DB00316,C0029456,0.1137,GIP
DB06716,C0038218,0.1136,GIP
DB06261,C0027794,0.1136,GIP
DB01586,C0085612,0.1136,GIP
DB11180,C0010200,0.1136,GIP
DB00630,C0237849,0.1135,GIP
DB04938,C0162627,0.1135,GIP
DB00399,C0039239,0.1135,GIP
DB00335,C0239946,0.1135,GIP
DB00715,C0234967,0.1134,GIP
DB00187,C0015230,0.1134,GIP
DB00316,C0162557,0.1134,GIP
DB06795,C0033578,0.1134,GIP
DB00540,C0947912,0.1134,GIP
DB00630,C0026827,0.1133,GIP
DB00884,C0034194,0.1133,GIP
DB00379,C0040261,0.1133,GIP
DB00184,C0042384,0.1133,GIP
DB00788,C0587246,0.1133,GIP
DB00281,C0546956,0.1133,GIP
DB00502,C0947912,0.1133,GIP
DB01213,C0023211,0.1132,GIP
DB00396,C0231528,0.1132,GIP
DB00710,C0034194,0.1132,GIP
DB00287,C0003962,0.1132,GIP
DB00742,C2939447,0.1131,GIP
DB01009,C0234967,0.1131,GIP
DB09220,C2939447,0.1131,GIP
DB00125,C0034935,0.1131,GIP
DB00572,C0576093,0.113,GIP
DB01345,C0265294,0.113,GIP
DB00502,C0017086,0.113,GIP
DB11750,C0025323,0.113,GIP
DB00539,C0162627,0.113,GIP
DB00341,C0024138,0.1129,GIP
DB08964,C0026827,0.1129,GIP
DB00654,C0002447,0.1129,GIP
DB00692,C0947912,0.1129,GIP
DB00828,C0020473,0.1128,GIP
DB01218,C0015967,0.1128,GIP
DB00297,C0034628,0.1127,GIP
DB00960,C0010200,0.1127,GIP
DB01001,C0947912,0.1126,GIP
DB00502,C0026827,0.1125,GIP
DB01240,C0576093,0.1125,GIP
DB01247,C0231528,0.1124,GIP
DB00983,C0002447,0.1124,GIP
DB08826,C0004331,0.1123,GIP
DB04861,C0947912,0.1123,GIP
DB00738,C0025312,0.1123,GIP
DB00661,C0017086,0.1122,GIP
DB00863,C0026987,0.1121,GIP
DB00871,C0042345,0.1121,GIP
DB00501,C0018418,0.11199999999999999,GIP
DB00964,C0003962,0.11199999999999999,GIP
DB00282,C0376358,0.11199999999999999,GIP
DB01004,C0277799,0.11199999999999999,GIP
DB00989,C0576093,0.11199999999999999,GIP
DB00630,C1458155,0.11199999999999999,GIP
DB06151,C0040261,0.1119,GIP
DB01213,C0085614,0.1119,GIP
DB06809,C1704272,0.1119,GIP
DB00859,C0338480,0.1119,GIP
DB00669,C0024138,0.1119,GIP
DB06775,C0042909,0.1118,GIP
DB00804,C0017574,0.1118,GIP
DB06261,C0029191,0.1118,GIP
DB00720,C0042143,0.1118,GIP
DB00788,C0428977,0.1118,GIP
DB06711,C0036416,0.1117,GIP
DB01188,C0020492,0.1117,GIP
DB01018,C0010200,0.1117,GIP
DB01097,C0015672,0.1117,GIP
DB00859,C0043094,0.1116,GIP
DB09130,C0265294,0.1115,GIP
DB00847,C0029191,0.1115,GIP
DB04861,C2937220,0.1115,GIP
DB01255,C0033774,0.1115,GIP
DB00230,C0038238,0.1114,GIP
DB00499,C0020456,0.1114,GIP
DB00989,C0025323,0.1114,GIP
DB00380,C0033578,0.1114,GIP
DB00934,C0009088,0.1113,GIP
DB00373,C0149745,0.1113,GIP
DB06151,C0151480,0.1113,GIP
DB00125,C0031212,0.1112,GIP
DB00788,C0678222,0.1112,GIP
DB06795,C0018418,0.1112,GIP
DB01247,C0008031,0.1112,GIP
DB06261,C0026975,0.1112,GIP
DB09220,C0007095,0.1112,GIP
DB01202,C0041834,0.1111,GIP
DB01019,C0031212,0.1111,GIP
DB01197,C0034194,0.1111,GIP
DB00958,C0036416,0.1111,GIP
DB00410,C0234967,0.111,GIP
DB01077,C0015967,0.111,GIP
DB00335,C0038238,0.111,GIP
DB01203,C0041601,0.111,GIP
DB00367,C0020456,0.111,GIP
DB01046,C0010200,0.111,GIP
DB08826,C0008325,0.1109,GIP
DB00828,C0151937,0.1109,GIP
DB00934,C0234967,0.1108,GIP
DB00331,C0029191,0.1107,GIP
DB00419,C0018916,0.1107,GIP
DB01586,C0151636,0.1107,GIP
DB08901,C0338480,0.1107,GIP
DB00859,C0236000,0.1106,GIP
DB05015,C0003862,0.1106,GIP
DB01213,C0235063,0.1106,GIP
DB00281,C0031212,0.1106,GIP
DB00598,C0002447,0.1106,GIP
DB01337,C0038218,0.1106,GIP
DB06292,C0338480,0.1105,GIP
DB01250,C0008031,0.1105,GIP
DB00185,C0008031,0.1105,GIP
DB00851,C0149745,0.1105,GIP
DB06698,C1442903,0.1104,GIP
DB00531,C0162285,0.1103,GIP
DB00878,C0376358,0.1102,GIP
DB00939,C0027794,0.1102,GIP
DB00130,C0034628,0.1102,GIP
DB01213,C0000737,0.1102,GIP
DB08964,C2937220,0.1101,GIP
DB00335,C0007095,0.1101,GIP
DB00262,C0151636,0.1101,GIP
DB00190,C0234967,0.1101,GIP
DB09462,C0043094,0.11,GIP
DB00461,C0678222,0.11,GIP
DB00658,C0232488,0.1099,GIP
DB00571,C0236024,0.1099,GIP
DB00583,C1442903,0.1098,GIP
DB00710,C0040997,0.1098,GIP
DB00922,C0009088,0.1098,GIP
DB01001,C0018418,0.1098,GIP
DB00627,C0266011,0.1097,GIP
DB08815,C0025323,0.1097,GIP
DB06637,C0006625,0.1097,GIP
DB00285,C0017086,0.1097,GIP
DB01275,C0033578,0.1096,GIP
DB06261,C0007384,0.1096,GIP
DB01005,C0042341,0.1096,GIP
DB00461,C0002874,0.1096,GIP
DB01019,C0015967,0.1095,GIP
DB00938,C0026827,0.1095,GIP
DB00545,C1704272,0.1095,GIP
DB00458,C0600228,0.1095,GIP
DB00145,C0043094,0.1094,GIP
DB01241,C0018800,0.1094,GIP
DB01120,C0004331,0.1094,GIP
DB01213,C0264906,0.1094,GIP
DB01019,C0015672,0.1093,GIP
DB00230,C0042341,0.1093,GIP
DB01105,C0025323,0.1093,GIP
DB00990,C0027794,0.1092,GIP
DB00518,C0003962,0.1092,GIP
DB00828,C0231471,0.1092,GIP
DB00857,C0025312,0.1092,GIP
DB01255,C0036416,0.1092,GIP
DB01136,C0004331,0.1092,GIP
DB06243,C0428977,0.1091,GIP
DB06698,C0035258,0.1091,GIP
DB00564,C0151790,0.1091,GIP
DB06698,C0008513,0.1091,GIP
DB00538,C0178421,0.1091,GIP
DB00828,C0156394,0.1091,GIP
DB00545,C1458155,0.1091,GIP
DB08868,C0015967,0.109,GIP
DB00789,C0036416,0.109,GIP
DB01012,C0151790,0.109,GIP
DB00313,C0003962,0.109,GIP
DB00828,C0022073,0.109,GIP
DB01400,C2225524,0.1089,GIP
DB01033,C0041834,0.1089,GIP
DB01156,C0017086,0.1089,GIP
DB08864,C0018916,0.1089,GIP
DB01188,C0231528,0.1088,GIP
DB00211,C0234967,0.1088,GIP
DB00675,C0033893,0.1088,GIP
DB00501,C0042345,0.1088,GIP
DB00828,C0152020,0.1088,GIP
DB00419,C0024138,0.1088,GIP
DB01213,C0302809,0.1088,GIP
DB00545,C0158266,0.1087,GIP
DB00515,C0156312,0.1087,GIP
DB00938,C0009088,0.1087,GIP
DB06637,C0015672,0.1087,GIP
DB00585,C0026987,0.1087,GIP
DB01236,C0018800,0.1086,GIP
DB00735,C0428977,0.1086,GIP
DB00281,C0032519,0.1086,GIP
DB00264,C0338480,0.1086,GIP
DB00859,C0024437,0.1085,GIP
DB00431,C0271321,0.1085,GIP
DB00313,C0423823,0.1084,GIP
DB09110,C0024141,0.1083,GIP
DB00720,C0034888,0.1083,GIP
DB00775,C0576093,0.1083,GIP
DB00410,C0034628,0.1082,GIP
DB00658,C0026827,0.1082,GIP
DB00684,C0008325,0.1082,GIP
DB00720,C0033117,0.1082,GIP
DB01213,C0007384,0.1081,GIP
DB01586,C0042510,0.1081,GIP
DB00659,C0917798,0.10800000000000001,GIP
DB00499,C0018681,0.10800000000000001,GIP
DB00996,C0042909,0.10800000000000001,GIP
DB00294,C0576093,0.1079,GIP
DB00585,C0017086,0.1079,GIP
DB00813,C0020456,0.1079,GIP
DB00204,C0009088,0.1078,GIP
DB01006,C0947912,0.1078,GIP
DB00585,C0034194,0.1078,GIP
DB00262,C0428977,0.1077,GIP
DB00738,C0236024,0.1077,GIP
DB01189,C0029456,0.1077,GIP
DB00501,C0013595,0.1077,GIP
DB00727,C0242350,0.1077,GIP
DB01019,C0029191,0.1076,GIP
DB00863,C0028081,0.1076,GIP
DB00571,C1704272,0.1076,GIP
DB00927,C0008325,0.1076,GIP
DB00313,C0085661,0.1076,GIP
DB04106,C0151480,0.1076,GIP
DB01019,C0037926,0.1076,GIP
DB00264,C0011606,0.1075,GIP
DB09110,C0042109,0.1075,GIP
DB00855,C0033117,0.1074,GIP
DB01189,C0004239,0.1074,GIP
DB06704,C0033578,0.1074,GIP
DB00816,C0013595,0.1073,GIP
DB00917,C0009088,0.1073,GIP
DB01136,C0042384,0.1073,GIP
DB01131,C0266011,0.1073,GIP
DB01216,C0015672,0.1072,GIP
DB06151,C0040822,0.1072,GIP
DB00738,C0017574,0.1072,GIP
DB01586,C0040479,0.1072,GIP
DB01359,C0234967,0.1072,GIP
DB00227,C0010200,0.1071,GIP
DB00851,C0020453,0.1071,GIP
DB00529,C0242350,0.1071,GIP
DB00742,C0239377,0.1071,GIP
DB00871,C0033860,0.1071,GIP
DB00296,C0015672,0.1071,GIP
DB01241,C0376358,0.1071,GIP
DB00227,C0020456,0.1071,GIP
DB00741,C0042909,0.107,GIP
DB00181,C0007095,0.107,GIP
DB00296,C0576093,0.107,GIP
DB00195,C0042109,0.107,GIP
DB00190,C0020456,0.107,GIP
