Drug1,Drug2,Prob,Method
DB00727,C0024141,0.1582,GIP
DB00627,C1704272,0.1581,GIP
DB00658,C0006625,0.1581,GIP
DB01005,C0242350,0.1579,GIP
DB00380,C0376358,0.1578,GIP
DB06243,C1704272,0.1577,GIP
DB01080,C0013595,0.1577,GIP
DB00395,C0266011,0.1576,GIP
DB05271,C0034212,0.1575,GIP
DB00910,C0007102,0.1574,GIP
DB00720,C0034628,0.1573,GIP
DB00859,C0018621,0.1573,GIP
DB00742,C0013595,0.1571,GIP
DB00828,C0020438,0.1567,GIP
DB01400,C0376358,0.1565,GIP
DB00720,C0026827,0.1564,GIP
DB00437,C0009088,0.1564,GIP
DB00916,C0017086,0.1563,GIP
DB00828,C0029191,0.1562,GIP
DB00692,C0085702,0.1561,GIP
DB00125,C0017574,0.156,GIP
DB00419,C0018418,0.1559,GIP
DB00125,C0156312,0.1557,GIP
DB01008,C0235439,0.1555,GIP
DB00746,C0266011,0.1555,GIP
DB00331,C1442903,0.1555,GIP
DB00181,C0019209,0.1554,GIP
DB04572,C0027430,0.1554,GIP
DB00380,C0018418,0.1552,GIP
DB00185,C0085702,0.1552,GIP
DB06826,C0266011,0.1552,GIP
DB00939,C0546956,0.1552,GIP
DB01120,C0026827,0.1551,GIP
DB01018,C0546956,0.1551,GIP
DB09220,C0018621,0.1551,GIP
DB01240,C0018418,0.155,GIP
DB00775,C0033893,0.155,GIP
DB06716,C0546956,0.155,GIP
DB00429,C0003962,0.1549,GIP
DB01012,C0853945,0.1549,GIP
DB01202,C0003855,0.1549,GIP
DB01046,C0026827,0.1548,GIP
DB12091,C0338480,0.1546,GIP
DB01005,C0027794,0.1545,GIP
DB00911,C0277799,0.1545,GIP
DB00996,C0042341,0.1543,GIP
DB00863,C0020456,0.1542,GIP
DB00720,C0042345,0.1541,GIP
DB00316,C0042341,0.1541,GIP
DB01255,C0236024,0.1541,GIP
DB04871,C0003962,0.154,GIP
DB01202,C0018418,0.1539,GIP
DB01006,C0853945,0.1538,GIP
DB06756,C0043094,0.1538,GIP
DB00939,C0010520,0.1534,GIP
DB00499,C0033893,0.1534,GIP
DB00211,C0018916,0.1534,GIP
DB06151,C0242350,0.1533,GIP
DB06594,C0030521,0.1532,GIP
DB00461,C0338480,0.1532,GIP
DB04572,C0043094,0.1531,GIP
DB01033,C0265294,0.1531,GIP
DB00518,C0017086,0.153,GIP
DB00175,C0277799,0.153,GIP
DB06826,C0376358,0.153,GIP
DB00963,C0018418,0.1529,GIP
DB06204,C0042109,0.1529,GIP
DB06698,C0025323,0.1529,GIP
DB00235,C2937220,0.1529,GIP
DB00308,C0002792,0.1529,GIP
DB01036,C0033893,0.1528,GIP
DB01079,C0277799,0.1527,GIP
DB06795,C0027794,0.1524,GIP
DB00499,C0853945,0.1524,GIP
DB00501,C0033578,0.1524,GIP
DB01367,C0026827,0.1524,GIP
DB00184,C0034194,0.1523,GIP
DB00459,C0410740,0.1523,GIP
DB00990,C0162627,0.1522,GIP
DB00262,C0376358,0.1522,GIP
DB00308,C0018418,0.1522,GIP
DB01213,C0033860,0.1522,GIP
DB00684,C0027794,0.1521,GIP
DB06698,C0007384,0.152,GIP
DB00658,C0085605,0.152,GIP
DB01136,C0410740,0.1519,GIP
DB01019,C0042341,0.1518,GIP
DB06698,C0015967,0.1517,GIP
DB00553,C0576093,0.1516,GIP
DB00770,C0002792,0.1515,GIP
DB00659,C0027430,0.1513,GIP
DB00243,C0003962,0.1513,GIP
DB06410,C0034194,0.1512,GIP
DB01337,C0025312,0.1511,GIP
DB00395,C0027794,0.151,GIP
DB01142,C0025323,0.151,GIP
DB01105,C0018418,0.151,GIP
DB01586,C0158266,0.1509,GIP
DB00545,C0034212,0.1508,GIP
DB00575,C0234967,0.1505,GIP
DB00789,C0266011,0.1505,GIP
DB06826,C0037301,0.1504,GIP
DB00373,C0234967,0.1504,GIP
DB00373,C0022346,0.1504,GIP
DB06698,C0235063,0.1503,GIP
DB01241,C0678222,0.1502,GIP
DB00410,C0017086,0.15,GIP
DB01011,C0034194,0.1498,GIP
DB06151,C0026827,0.1497,GIP
DB04876,C2937220,0.1497,GIP
DB09076,C0025323,0.1496,GIP
DB00654,C0151480,0.1495,GIP
DB00964,C0018418,0.1494,GIP
DB01006,C0009088,0.1494,GIP
DB00963,C0018916,0.1494,GIP
DB04953,C0034194,0.149,GIP
DB01197,C0038218,0.1488,GIP
DB01188,C0026987,0.1488,GIP
DB00804,C0376358,0.1488,GIP
DB00187,C0410740,0.1488,GIP
DB00529,C0024141,0.1487,GIP
DB00230,C0027059,0.1487,GIP
DB00476,C0033893,0.1487,GIP
DB01120,C0017086,0.1486,GIP
DB00341,C0026827,0.1486,GIP
DB00501,C0266011,0.1486,GIP
DB00125,C0043094,0.1486,GIP
DB00863,C0234967,0.1483,GIP
DB06637,C0042341,0.1483,GIP
DB01097,C0009088,0.1483,GIP
DB08826,C0020456,0.1482,GIP
DB00176,C0018916,0.14800000000000002,GIP
DB00373,C0576093,0.14800000000000002,GIP
DB00476,C0026827,0.1479,GIP
DB00627,C0004604,0.1479,GIP
DB00181,C0030521,0.1479,GIP
DB00573,C0037301,0.1478,GIP
DB01042,C0010520,0.1477,GIP
DB04953,C0947912,0.1477,GIP
DB00227,C0546956,0.1476,GIP
DB06151,C0029191,0.1476,GIP
DB06151,C0033117,0.1476,GIP
DB06698,C0587246,0.1476,GIP
DB06711,C0027059,0.1475,GIP
DB06243,C2225524,0.1474,GIP
DB01097,C0026827,0.1474,GIP
DB00659,C0030521,0.1474,GIP
DB08864,C0026987,0.1473,GIP
DB01009,C0853945,0.1472,GIP
DB00633,C0002447,0.1472,GIP
DB06151,C0239946,0.1472,GIP
DB00996,C0037926,0.1472,GIP
DB01033,C0235439,0.1472,GIP
DB00855,C0024437,0.1471,GIP
DB00661,C0151529,0.147,GIP
DB00659,C0271321,0.147,GIP
DB00529,C0043094,0.147,GIP
DB01033,C0678222,0.1469,GIP
DB00440,C0026827,0.1469,GIP
DB00341,C0022346,0.1469,GIP
DB00538,C0266011,0.1468,GIP
DB00316,C0242350,0.1467,GIP
DB01337,C0853945,0.1466,GIP
DB00181,C0003962,0.1466,GIP
DB01036,C0151529,0.1465,GIP
DB01014,C0018916,0.1465,GIP
DB00553,C0008031,0.1465,GIP
DB08964,C0002792,0.1464,GIP
DB00395,C2225524,0.1464,GIP
DB00531,C0234967,0.1463,GIP
DB00195,C0025312,0.1463,GIP
DB00909,C0234967,0.1462,GIP
DB00399,C0038218,0.1461,GIP
DB00538,C0376358,0.146,GIP
DB00262,C1458155,0.146,GIP
DB00743,C0947912,0.146,GIP
DB01337,C0010520,0.146,GIP
DB06217,C0151480,0.1459,GIP
DB00597,C0028754,0.1459,GIP
DB08893,C0025312,0.1456,GIP
DB00863,C0038218,0.1455,GIP
DB01216,C0026987,0.1455,GIP
DB00783,C0003962,0.1454,GIP
DB01217,C0026987,0.1453,GIP
DB01136,C0026827,0.1453,GIP
DB00185,C0027794,0.1453,GIP
DB00321,C0151529,0.1452,GIP
DB00746,C0033578,0.1452,GIP
DB01005,C0236000,0.1452,GIP
DB00990,C0009088,0.1451,GIP
DB04890,C0025323,0.1451,GIP
DB01039,C0546956,0.145,GIP
DB08826,C0009088,0.1449,GIP
DB01189,C0034935,0.1449,GIP
DB00743,C0034194,0.1448,GIP
DB01001,C0151529,0.1448,GIP
DB06151,C0156312,0.1448,GIP
DB01275,C1704272,0.1446,GIP
DB00294,C0018916,0.1445,GIP
DB00332,C0010520,0.1444,GIP
DB00573,C0271321,0.1443,GIP
DB06711,C0678222,0.1442,GIP
DB00211,C0546956,0.1442,GIP
DB01291,C0947912,0.1441,GIP
DB00531,C0576093,0.1441,GIP
DB00958,C2225524,0.1441,GIP
DB01019,C0237849,0.1441,GIP
DB01188,C0025323,0.14400000000000002,GIP
DB00727,C0013595,0.1439,GIP
DB01400,C0423823,0.1439,GIP
DB00697,C0277799,0.1439,GIP
DB00659,C0024141,0.1438,GIP
DB09220,C0236024,0.1437,GIP
DB00804,C0266011,0.1437,GIP
DB06637,C0027430,0.1435,GIP
DB01202,C0235439,0.1433,GIP
DB06151,C0024437,0.1433,GIP
DB00996,C0006625,0.1432,GIP
DB00958,C0678222,0.1431,GIP
DB01042,C0162627,0.14300000000000002,GIP
DB00281,C0002874,0.14300000000000002,GIP
DB00545,C1442903,0.1429,GIP
DB00597,C0242350,0.1429,GIP
DB01244,C0015967,0.1429,GIP
DB00575,C0576093,0.1428,GIP
DB00789,C0236000,0.1428,GIP
DB06700,C0151529,0.1427,GIP
DB06218,C0576093,0.1425,GIP
DB00184,C0020456,0.1424,GIP
DB00834,C0338480,0.1424,GIP
DB00367,C0546956,0.1424,GIP
DB09110,C0242350,0.1423,GIP
DB06698,C0042909,0.1422,GIP
DB01110,C0947912,0.1422,GIP
DB09220,C0266011,0.1422,GIP
DB00816,C0423823,0.1421,GIP
DB00190,C0010520,0.142,GIP
DB06217,C0002792,0.1419,GIP
DB00544,C0004604,0.1418,GIP
DB04572,C0156312,0.1417,GIP
DB01291,C0017086,0.1417,GIP
DB00264,C0018621,0.1416,GIP
DB09076,C0033893,0.1416,GIP
DB01136,C0947912,0.1416,GIP
DB01005,C0156312,0.1416,GIP
DB00130,C0040261,0.1415,GIP
DB00478,C0026827,0.1414,GIP
DB00316,C0235063,0.1414,GIP
DB01236,C0034212,0.1413,GIP
DB00515,C0029191,0.1413,GIP
DB00313,C0236000,0.1412,GIP
DB00243,C0018916,0.1411,GIP
DB00996,C0027343,0.1411,GIP
DB01011,C0018418,0.141,GIP
DB04572,C0023530,0.1409,GIP
DB01136,C0017086,0.1409,GIP
DB00910,C0947912,0.1408,GIP
DB00742,C0007095,0.1408,GIP
DB00929,C0151529,0.1408,GIP
DB00996,C0028754,0.1407,GIP
DB01042,C0007102,0.1406,GIP
DB00742,C0004238,0.1406,GIP
DB01250,C2937220,0.1406,GIP
DB08819,C0151480,0.1405,GIP
DB00181,C0017574,0.1405,GIP
DB01244,C0034628,0.1405,GIP
DB00958,C1704272,0.1404,GIP
DB00268,C0947912,0.1404,GIP
DB00491,C0234967,0.1403,GIP
DB00871,C0015967,0.1403,GIP
DB00648,C0002447,0.1401,GIP
DB00740,C0234967,0.1401,GIP
DB00395,C0678222,0.1401,GIP
DB01240,C0546956,0.14,GIP
DB00235,C0025323,0.14,GIP
DB00958,C0013595,0.14,GIP
DB00989,C0162627,0.14,GIP
DB06204,C0026827,0.1399,GIP
DB00545,C0376358,0.1398,GIP
DB00990,C0085702,0.1398,GIP
DB00410,C0022346,0.1397,GIP
DB00564,C2937220,0.1396,GIP
DB00282,C0018621,0.1395,GIP
DB01189,C0232488,0.1395,GIP
DB00316,C0034212,0.1395,GIP
DB01233,C0026827,0.1394,GIP
DB01097,C0947912,0.1393,GIP
DB01142,C0277799,0.1393,GIP
DB06204,C0428977,0.1392,GIP
DB00490,C0234967,0.1391,GIP
DB01033,C0037301,0.1391,GIP
DB00855,C0006625,0.1391,GIP
DB00929,C0003962,0.139,GIP
DB00380,C1704272,0.139,GIP
DB00788,C0271321,0.1388,GIP
DB00210,C0277799,0.1388,GIP
DB00244,C0266011,0.1388,GIP
DB01120,C0576093,0.1387,GIP
DB00915,C0587246,0.1387,GIP
DB01014,C0546956,0.1387,GIP
DB00585,C0151790,0.1386,GIP
DB00741,C0010520,0.1385,GIP
DB04572,C0010200,0.1385,GIP
DB01195,C0025323,0.1385,GIP
DB00949,C0236024,0.1385,GIP
DB06217,C0015967,0.1384,GIP
DB00538,C2225524,0.1383,GIP
DB01359,C0018916,0.1383,GIP
DB00458,C0026827,0.1382,GIP
DB00195,C0587246,0.1382,GIP
DB04106,C0038218,0.1382,GIP
DB00710,C0151790,0.1381,GIP
DB00244,C0030521,0.1381,GIP
DB00958,C0587246,0.138,GIP
DB00958,C0033578,0.138,GIP
DB06151,C0028754,0.138,GIP
DB00230,C0030521,0.138,GIP
DB04953,C0008031,0.1379,GIP
DB00828,C0028754,0.1379,GIP
DB06826,C0678222,0.1379,GIP
DB00661,C0015967,0.1377,GIP
DB00612,C0587246,0.1377,GIP
DB00816,C0030521,0.1376,GIP
DB06261,C0010200,0.1375,GIP
DB06774,C0010520,0.1375,GIP
DB00316,C0006625,0.1375,GIP
DB00745,C0018418,0.1374,GIP
DB06151,C0008372,0.1374,GIP
DB09220,C0042909,0.1374,GIP
DB00630,C0423823,0.1373,GIP
DB00878,C0041834,0.1372,GIP
DB00795,C0025323,0.1371,GIP
DB00429,C0853945,0.1371,GIP
DB00335,C0030521,0.1371,GIP
DB01043,C0030521,0.1371,GIP
DB00332,C0410740,0.13699999999999998,GIP
DB00461,C0026827,0.13699999999999998,GIP
DB00125,C0042341,0.1369,GIP
DB01400,C1442903,0.1369,GIP
DB05271,C0025312,0.1369,GIP
DB00268,C0410740,0.1369,GIP
DB00545,C0027059,0.1369,GIP
DB01097,C0034194,0.1368,GIP
DB00583,C0085661,0.1368,GIP
DB00268,C0007102,0.1367,GIP
DB00658,C0013595,0.1367,GIP
DB01110,C0017086,0.1366,GIP
DB00291,C0587246,0.1365,GIP
DB01393,C0025312,0.1365,GIP
DB01033,C1704272,0.1365,GIP
DB00440,C0034194,0.1363,GIP
DB00316,C0003855,0.1363,GIP
DB01033,C0019209,0.1362,GIP
DB01233,C0034628,0.1362,GIP
DB00369,C0025323,0.1362,GIP
DB04876,C0234967,0.136,GIP
DB00745,C0236024,0.136,GIP
DB00715,C0034628,0.1359,GIP
DB06826,C0004604,0.1359,GIP
DB01241,C0265294,0.1358,GIP
DB00989,C0002447,0.1358,GIP
DB04876,C0576093,0.1358,GIP
DB00195,C0678222,0.1357,GIP
DB01337,C0027794,0.1357,GIP
DB01006,C0034194,0.1355,GIP
DB00262,C0266011,0.1355,GIP
DB00395,C0265294,0.1355,GIP
DB00960,C0576093,0.1353,GIP
DB00630,C0034628,0.1353,GIP
DB00316,C0013336,0.1353,GIP
DB00720,C0269173,0.1352,GIP
DB00297,C0853945,0.1352,GIP
DB01218,C0018418,0.1352,GIP
DB00204,C0025312,0.1351,GIP
DB00323,C0026987,0.1351,GIP
DB00934,C0546956,0.135,GIP
DB06243,C0026827,0.135,GIP
DB00538,C1458155,0.135,GIP
DB04572,C0034628,0.1349,GIP
DB00282,C0271321,0.1349,GIP
DB00125,C0033117,0.1348,GIP
DB00281,C0265294,0.1348,GIP
DB00922,C0007102,0.1347,GIP
DB01014,C0162627,0.1347,GIP
DB00741,C0015967,0.1346,GIP
DB06637,C0237849,0.1345,GIP
DB00501,C0040261,0.1343,GIP
DB00859,C0041834,0.1342,GIP
DB06795,C0025323,0.1342,GIP
DB00738,C0026827,0.1342,GIP
DB00369,C0234967,0.1342,GIP
DB00597,C0042345,0.1341,GIP
DB04871,C0162627,0.1341,GIP
DB00437,C0151790,0.134,GIP
DB01018,C0947912,0.1339,GIP
DB00882,C0085702,0.1339,GIP
DB01586,C0266011,0.1337,GIP
DB00958,C0266011,0.1337,GIP
DB09220,C0428977,0.1337,GIP
DB00863,C0018916,0.1336,GIP
DB00804,C0018418,0.1336,GIP
DB00478,C0024437,0.1336,GIP
DB00398,C0025323,0.1335,GIP
DB01020,C0008031,0.1335,GIP
DB00297,C0033893,0.1335,GIP
DB01250,C0020456,0.1334,GIP
DB00720,C0427055,0.1334,GIP
DB01033,C1442903,0.1334,GIP
DB00720,C0242350,0.1334,GIP
DB00518,C0234967,0.1333,GIP
DB04861,C0034628,0.1332,GIP
DB00939,C0034194,0.1332,GIP
DB01586,C1458155,0.1331,GIP
DB00995,C0277799,0.1331,GIP
DB01006,C0017086,0.1331,GIP
DB01202,C0019209,0.1331,GIP
DB00281,C0034628,0.133,GIP
DB06711,C0266011,0.133,GIP
DB09152,C0010200,0.133,GIP
DB00727,C0043094,0.1329,GIP
DB00878,C0678222,0.1329,GIP
DB00740,C0008031,0.1328,GIP
DB06794,C0025323,0.1328,GIP
DB00909,C0024138,0.1328,GIP
DB00571,C0042909,0.1328,GIP
DB00190,C0026827,0.1327,GIP
DB06826,C0042909,0.1327,GIP
DB01656,C0025323,0.1326,GIP
DB00720,C0000737,0.1325,GIP
DB00909,C0027794,0.1325,GIP
DB00235,C0038218,0.1325,GIP
DB01213,C0239946,0.1324,GIP
DB00958,C0018418,0.1324,GIP
DB00531,C0018916,0.1324,GIP
DB01005,C0028754,0.1323,GIP
DB06795,C0587246,0.1322,GIP
DB06594,C0024141,0.1322,GIP
DB04106,C0151790,0.1322,GIP
DB00828,C0030521,0.132,GIP
DB00571,C0085661,0.132,GIP
DB00934,C0034628,0.132,GIP
DB00855,C0027430,0.1319,GIP
DB01001,C0010520,0.1319,GIP
DB00472,C0025312,0.1318,GIP
DB00909,C0151790,0.1317,GIP
DB06802,C0033893,0.1317,GIP
DB00573,C0036416,0.1317,GIP
DB09110,C0085661,0.1316,GIP
DB00727,C0014743,0.1315,GIP
DB00458,C2937220,0.1315,GIP
DB00419,C0576093,0.1315,GIP
DB01213,C0013336,0.1314,GIP
DB06261,C0265294,0.1314,GIP
DB00745,C0428977,0.1314,GIP
DB00743,C0038218,0.1313,GIP
DB06716,C0947912,0.1313,GIP
DB08864,C0015967,0.1312,GIP
DB00828,C0013312,0.1312,GIP
DB00373,C0151790,0.1312,GIP
DB00458,C0947912,0.1311,GIP
DB00285,C0018916,0.1311,GIP
DB00181,C0237849,0.1311,GIP
DB01250,C0234967,0.131,GIP
DB00250,C0033578,0.131,GIP
DB00264,C0018800,0.131,GIP
DB06711,C0587246,0.131,GIP
DB06704,C0025323,0.1309,GIP
DB00692,C0025323,0.1309,GIP
DB01001,C0546956,0.1309,GIP
DB00515,C0033117,0.1308,GIP
DB00181,C0587246,0.1308,GIP
DB05271,C0007102,0.1308,GIP
DB06261,C0026827,0.1308,GIP
DB00287,C0025323,0.1307,GIP
DB00459,C0017086,0.1306,GIP
DB00399,C0004331,0.1306,GIP
DB00727,C0024437,0.1306,GIP
DB04876,C0015230,0.1305,GIP
DB00313,C0235439,0.1305,GIP
DB00176,C0009088,0.1304,GIP
DB00332,C0002447,0.1304,GIP
DB00243,C0007102,0.1301,GIP
DB00399,C0042384,0.1301,GIP
DB01080,C0027059,0.1301,GIP
DB06594,C0587246,0.1301,GIP
DB01586,C0678222,0.1301,GIP
DB00515,C0043094,0.13,GIP
DB00373,C0027794,0.13,GIP
DB00989,C0009088,0.13,GIP
DB00788,C1442903,0.13,GIP
DB06711,C0041834,0.13,GIP
DB00847,C0043094,0.1299,GIP
DB00538,C1704272,0.1299,GIP
DB01202,C0025323,0.1299,GIP
DB06243,C0033578,0.1298,GIP
DB00502,C0018916,0.1298,GIP
DB00915,C0271321,0.1298,GIP
DB00630,C0266011,0.1297,GIP
DB00529,C1442903,0.1296,GIP
DB00745,C0033860,0.1296,GIP
DB00710,C0027794,0.1296,GIP
DB00380,C0025323,0.1296,GIP
DB00710,C0008031,0.1295,GIP
DB01275,C1442903,0.1295,GIP
DB01018,C0020456,0.1294,GIP
DB01244,C0027794,0.1294,GIP
DB00627,C0033578,0.1294,GIP
DB01085,C0025323,0.1293,GIP
DB01217,C0234967,0.1293,GIP
DB00281,C0018418,0.1293,GIP
DB00789,C2225524,0.1292,GIP
DB00529,C0006625,0.1292,GIP
DB00250,C0027794,0.1292,GIP
DB00296,C0025323,0.1291,GIP
DB11180,C1442903,0.129,GIP
DB00804,C1442903,0.129,GIP
DB00244,C0042345,0.1289,GIP
DB01136,C0034194,0.1289,GIP
DB01291,C0027794,0.1287,GIP
DB00727,C0008372,0.1287,GIP
DB00745,C0042345,0.1287,GIP
DB00564,C0027794,0.1286,GIP
DB00727,C0033117,0.1285,GIP
DB00804,C0587246,0.1285,GIP
DB01213,C0085615,0.1285,GIP
DB01256,C0025323,0.1284,GIP
DB01217,C0576093,0.1284,GIP
DB00745,C0338480,0.1283,GIP
DB01223,C0025323,0.1283,GIP
DB00857,C0423823,0.1281,GIP
DB00294,C0002447,0.1281,GIP
DB01197,C0008031,0.128,GIP
DB01077,C1704272,0.128,GIP
DB06261,C0011606,0.128,GIP
DB06711,C0428977,0.128,GIP
DB06826,C0158266,0.128,GIP
DB00828,C0235439,0.1278,GIP
DB00185,C0038218,0.1277,GIP
DB00958,C1458155,0.1277,GIP
DB00332,C0009088,0.1277,GIP
DB00586,C0009088,0.1276,GIP
DB09220,C0236000,0.1276,GIP
DB00379,C0678222,0.1276,GIP
DB01005,C0033117,0.1276,GIP
DB00227,C0034628,0.1276,GIP
DB00250,C2225524,0.1275,GIP
DB01085,C0038218,0.1275,GIP
DB01024,C0025323,0.1274,GIP
DB00544,C0033578,0.1274,GIP
DB06756,C0029191,0.1274,GIP
DB00857,C0085661,0.1273,GIP
DB06151,C0000737,0.1273,GIP
DB01400,C0018418,0.1273,GIP
DB00720,C0003855,0.1273,GIP
DB00316,C0156394,0.1272,GIP
DB04572,C0011606,0.1271,GIP
DB00710,C0234967,0.1271,GIP
DB00742,C0265294,0.1271,GIP
DB00731,C0034194,0.127,GIP
DB00878,C0026827,0.127,GIP
DB01202,C0018621,0.127,GIP
DB00658,C0024141,0.1269,GIP
DB04861,C0546956,0.1268,GIP
DB00585,C0004331,0.1268,GIP
DB01241,C0011606,0.1268,GIP
DB01241,C0017565,0.1268,GIP
DB00882,C0947912,0.1267,GIP
DB00373,C0004331,0.1266,GIP
DB00720,C0917798,0.1266,GIP
DB00924,C0009088,0.1266,GIP
DB00281,C0236000,0.1266,GIP
DB01156,C0162627,0.1266,GIP
DB00927,C0151790,0.1265,GIP
DB01189,C0007384,0.1265,GIP
DB00195,C0265294,0.1264,GIP
DB00789,C0265294,0.1263,GIP
DB00564,C0234967,0.1261,GIP
DB00855,C0156394,0.1261,GIP
DB06151,C0027794,0.1261,GIP
DB06698,C0032797,0.1261,GIP
DB00244,C0376358,0.1261,GIP
DB04572,C0587246,0.1261,GIP
DB01337,C0034194,0.126,GIP
DB00396,C0947912,0.1259,GIP
DB01213,C0007095,0.1259,GIP
DB00489,C0085702,0.1258,GIP
DB00545,C0033578,0.1258,GIP
DB00927,C0020492,0.1257,GIP
DB01036,C0007102,0.1256,GIP
DB00612,C0236000,0.1256,GIP
DB06698,C0232488,0.1256,GIP
DB00586,C2937220,0.1256,GIP
DB08964,C0033893,0.1256,GIP
DB06261,C0042341,0.1256,GIP
DB01110,C0234967,0.1255,GIP
DB00373,C0024138,0.1255,GIP
DB00658,C0023530,0.1254,GIP
DB00545,C0030521,0.1253,GIP
DB00789,C0376358,0.1253,GIP
DB01033,C0024437,0.1252,GIP
DB00296,C0026827,0.1252,GIP
DB06826,C0023530,0.1252,GIP
DB00828,C0042341,0.1251,GIP
DB00859,C0010200,0.1251,GIP
DB06243,C0236024,0.1251,GIP
DB00753,C0019209,0.125,GIP
DB00745,C0033578,0.125,GIP
DB00996,C0030521,0.125,GIP
DB00720,C0156312,0.125,GIP
DB00572,C0017086,0.1249,GIP
DB00262,C2225524,0.1249,GIP
DB00501,C0042909,0.1249,GIP
DB00996,C0025160,0.1248,GIP
DB00661,C0007102,0.1248,GIP
DB00753,C0040261,0.1248,GIP
DB01188,C0020456,0.1248,GIP
DB00735,C0034628,0.1248,GIP
DB00855,C1442903,0.1247,GIP
DB09220,C0376358,0.1247,GIP
DB06716,C0234967,0.1245,GIP
DB06794,C0008031,0.1245,GIP
DB00264,C0030521,0.1245,GIP
DB00553,C0027794,0.1245,GIP
DB01131,C0034628,0.1245,GIP
DB00125,C0206093,0.1245,GIP
DB01275,C0030521,0.1245,GIP
DB00775,C0009088,0.1245,GIP
DB00916,C0018916,0.1245,GIP
DB00308,C0002447,0.1244,GIP
DB00770,C0853945,0.1242,GIP
DB00369,C0034628,0.1242,GIP
DB04106,C0027794,0.1241,GIP
DB00990,C0234967,0.1241,GIP
DB00828,C0424295,0.1241,GIP
DB00989,C0018418,0.1241,GIP
DB00316,C0008513,0.124,GIP
DB01014,C0017086,0.124,GIP
DB01189,C0034888,0.124,GIP
DB00472,C0002447,0.124,GIP
DB00564,C0576093,0.124,GIP
DB01085,C0020456,0.1239,GIP
DB01011,C0027794,0.1239,GIP
DB00461,C0003962,0.1239,GIP
DB01400,C0025312,0.1238,GIP
DB09041,C0234967,0.1237,GIP
DB00996,C2364082,0.1237,GIP
DB00395,C0151636,0.1237,GIP
DB01019,C0239946,0.1237,GIP
DB00190,C0034194,0.1236,GIP
DB00130,C0043094,0.1236,GIP
DB01131,C0376358,0.1235,GIP
DB00742,C0008372,0.1235,GIP
DB00502,C0410740,0.1234,GIP
DB00281,C0428977,0.1234,GIP
DB01244,C0026987,0.1234,GIP
DB08893,C2937220,0.1233,GIP
DB00125,C0239946,0.1233,GIP
DB00130,C0030521,0.1233,GIP
DB06637,C0242350,0.1233,GIP
DB00198,C0025323,0.1232,GIP
DB00746,C1458155,0.1232,GIP
DB00499,C0022346,0.1231,GIP
DB00929,C0018418,0.1231,GIP
DB00243,C0009088,0.1231,GIP
DB00529,C0427055,0.1231,GIP
DB00927,C0018916,0.12300000000000001,GIP
DB00783,C0034628,0.1229,GIP
DB00727,C0015672,0.1229,GIP
DB06711,C0008372,0.1229,GIP
DB00929,C0546956,0.1229,GIP
DB00539,C0025312,0.1228,GIP
DB00545,C0023530,0.1227,GIP
DB00851,C0042384,0.1227,GIP
DB06795,C0376358,0.1227,GIP
DB05271,C0034628,0.1226,GIP
DB00884,C0234967,0.1226,GIP
DB00963,C2937220,0.1226,GIP
DB00458,C0576093,0.1225,GIP
DB00125,C0702166,0.1225,GIP
DB00571,C0024437,0.1224,GIP
DB00440,C0025323,0.1223,GIP
DB00742,C0302809,0.1223,GIP
DB00740,C0018916,0.1222,GIP
DB00789,C0033578,0.1222,GIP
DB00395,C1458155,0.1221,GIP
DB01241,C0151798,0.1221,GIP
DB01020,C0015672,0.1221,GIP
DB11180,C0030521,0.1221,GIP
DB01120,C0018418,0.122,GIP
DB04106,C0042384,0.122,GIP
DB00431,C0024437,0.122,GIP
DB01233,C0234967,0.1219,GIP
DB00573,C0266011,0.1219,GIP
DB00922,C0026987,0.1219,GIP
DB06700,C0033893,0.1219,GIP
DB01080,C0037926,0.1219,GIP
DB01039,C0025323,0.1219,GIP
DB00816,C0025312,0.1218,GIP
DB00285,C0025312,0.1218,GIP
DB00727,C0546956,0.1217,GIP
DB00720,C0029191,0.1217,GIP
DB00731,C0022346,0.1216,GIP
DB01120,C0600228,0.1216,GIP
DB00731,C0576093,0.1215,GIP
DB00316,C0025160,0.1215,GIP
DB00710,C0028081,0.1215,GIP
DB01181,C0008325,0.1214,GIP
DB04572,C0014743,0.1213,GIP
DB04871,C0008031,0.1213,GIP
DB00410,C0020456,0.1212,GIP
DB00743,C0027794,0.1211,GIP
DB01238,C0277799,0.1211,GIP
DB09110,C0271321,0.1211,GIP
DB00857,C1442903,0.121,GIP
DB06217,C0010520,0.121,GIP
DB00816,C0236024,0.1209,GIP
DB00675,C0018916,0.1209,GIP
DB06756,C0156312,0.1208,GIP
DB01586,C0018418,0.1208,GIP
DB08893,C0027794,0.1207,GIP
DB00627,C0158266,0.1207,GIP
DB00924,C0576093,0.1207,GIP
DB01042,C0020456,0.1206,GIP
DB01020,C0151480,0.1206,GIP
DB00291,C0013595,0.1205,GIP
DB00571,C0428977,0.1205,GIP
DB08826,C0231528,0.1205,GIP
DB08868,C0678222,0.1205,GIP
DB00804,C0158266,0.1205,GIP
DB00426,C0025323,0.1205,GIP
DB00855,C2939447,0.1205,GIP
DB00373,C0034628,0.1205,GIP
DB00731,C0008031,0.1204,GIP
DB00184,C0015672,0.1204,GIP
DB00775,C0085702,0.1204,GIP
DB00573,C0017574,0.1203,GIP
DB04106,C0234967,0.1203,GIP
DB01291,C0020456,0.1203,GIP
