Drug1,Drug2,Prob,Method
DB01129,C0020456,0.5672,BLM
DB00362,C0013604,0.5672,BLM
DB01046,C0041834,0.5672,BLM
DB06809,C0004134,0.5672,BLM
DB00836,C0030312,0.5671,BLM
DB04854,C0030196,0.5671,BLM
DB04485,C0013428,0.5671,BLM
DB06215,C0030305,0.5670000000000001,BLM
DB01083,C0085631,0.5670000000000001,BLM
DB01232,C0040264,0.5670000000000001,BLM
DB00297,C0020621,0.5669,BLM
DB00341,C0428977,0.5669,BLM
DB00482,C0232462,0.5669,BLM
DB04845,C0001824,0.5669,BLM
DB01250,C0242350,0.5668,BLM
DB00198,C0040264,0.5668,BLM
DB00175,C0085649,0.5667,BLM
DB00492,C0013428,0.5667,BLM
DB00806,C3665347,0.5667,BLM
DB04835,C0013428,0.5666,BLM
DB00876,C0030196,0.5666,BLM
DB00346,C0001824,0.5666,BLM
DB00492,C3665347,0.5666,BLM
DB01060,C0013428,0.5666,BLM
DB00962,C0003855,0.5666,BLM
DB00659,C0085649,0.5665,BLM
DB00806,C0020456,0.5665,BLM
DB06769,C0006277,0.5665,BLM
DB06436,C0017675,0.5665,BLM
DB04485,C0020456,0.5664,BLM
DB00224,C0006277,0.5664,BLM
DB01008,C0001824,0.5664,BLM
DB00887,C0001824,0.5663,BLM
DB00425,C0003855,0.5663,BLM
DB08860,C0020621,0.5662,BLM
DB00658,C0015397,0.5661,BLM
DB00296,C0030305,0.5661,BLM
DB00530,C0149514,0.5660000000000001,BLM
DB00916,C0030305,0.5660000000000001,BLM
DB01254,C0242350,0.5660000000000001,BLM
DB01409,C0020621,0.5660000000000001,BLM
DB00720,C0009676,0.5660000000000001,LapRLS
DB00969,C0030305,0.5659,BLM
DB00216,C0019158,0.5658,BLM
DB00316,C0029442,0.5658,BLM
DB00296,C0041834,0.5658,BLM
DB06772,C0001824,0.5657,BLM
DB00491,C0029408,0.5657,BLM
DB00969,C0085605,0.5657,BLM
DB08911,C0242350,0.5657,BLM
DB01079,C0020456,0.5657,BLM
DB00297,C0032285,0.5657,BLM
DB04854,C0151786,0.5656,BLM
DB00932,C0023530,0.5656,BLM
DB00297,C3665347,0.5656,BLM
DB01280,C3665347,0.5656,BLM
DB04835,C0020621,0.5656,BLM
DB00426,C0020625,0.5656,BLM
DB09065,C0040264,0.5656,BLM
DB06769,C0013144,0.5656,BLM
DB00419,C0020651,0.5655,BLM
DB04854,C0019572,0.5655,BLM
DB01014,C0040264,0.5655,BLM
DB06698,C0021359,0.5655,BLM
DB00439,C0020651,0.5655,BLM
DB06663,C0242350,0.5655,BLM
DB00184,C0029408,0.5655,BLM
DB00928,C0040264,0.5655,BLM
DB04845,C0017675,0.5654,BLM
DB00770,C0040264,0.5654,BLM
DB01220,C0020546,0.5654,BLM
DB09101,C0020625,0.5654,BLM
DB00317,C0011168,0.5654,BLM
DB01004,C3665347,0.5654,BLM
DB08820,C0013428,0.5653,BLM
DB00104,C0344232,0.5653,BLM
DB00175,C0033975,0.5652,BLM
DB01118,C0003855,0.5652,BLM
DB00316,C0041657,0.5652,LapRLS
DB06769,C0042023,0.5652,BLM
DB00659,C0013604,0.5652,LapRLS
DB00014,C0041834,0.5652,BLM
DB00658,C0020456,0.5651,BLM
DB06698,C0030305,0.5651,BLM
DB00209,C0043094,0.5651,BLM
DB00887,C0020580,0.5651,BLM
DB00489,C0041834,0.5651,BLM
DB12091,C3665347,0.565,BLM
DB01011,C0700590,0.565,BLM
DB00104,C0006277,0.565,BLM
DB01083,C3665347,0.565,BLM
DB06663,C0040264,0.5649,BLM
DB01062,C0039070,0.5649,BLM
DB01280,C0022346,0.5649,BLM
DB01006,C0020580,0.5649,BLM
DB00482,C0013144,0.5648,BLM
DB01222,C0020580,0.5648,BLM
DB01250,C3665347,0.5647,BLM
DB06698,C0242350,0.5647,BLM
DB00209,C0040264,0.5647,BLM
DB08881,C0003855,0.5647,BLM
DB00580,C0042023,0.5647,BLM
DB01167,C0019572,0.5647,BLM
DB06210,C0042023,0.5647,BLM
DB01259,C0006277,0.5646,BLM
DB00906,C0003123,0.5646,BLM
DB00684,C0020456,0.5646,BLM
DB00130,C0029408,0.5646,BLM
DB00209,C0344232,0.5646,BLM
DB01083,C0242350,0.5645,BLM
DB00419,C0033975,0.5645,BLM
DB06155,C0020456,0.5645,BLM
DB00783,C0009676,0.5645,BLM
DB00956,C0020621,0.5645,BLM
DB01024,C0022346,0.5645,BLM
DB00209,C0011168,0.5644,BLM
DB00530,C0043094,0.5644,BLM
DB00762,C0040264,0.5644,BLM
DB00953,C0242350,0.5644,BLM
DB06261,C0013404,0.5644,LapRLS
DB08911,C0040264,0.5644,BLM
DB00316,C0007134,0.5644,BLM
DB00633,C0022346,0.5643,BLM
DB01551,C0043094,0.5643,BLM
DB00316,C0002994,0.5643,BLM
DB09065,C0043094,0.5642,BLM
DB09101,C0013428,0.5642,BLM
DB04485,C0011168,0.5642,BLM
DB09101,C0042023,0.5642,BLM
DB11180,C0162429,0.5642,BLM
DB00297,C0040264,0.5641,BLM
DB04845,C3665386,0.5641,BLM
DB04854,C0042023,0.564,BLM
DB00630,C0030312,0.564,BLM
DB00328,C0151827,0.564,BLM
DB00641,C3665347,0.564,BLM
DB01262,C0039070,0.564,BLM
DB01083,C0003862,0.564,BLM
DB00491,C0003864,0.5639,BLM
DB00836,C0026821,0.5639,BLM
DB06769,C0043094,0.5639,BLM
DB01043,C0015402,0.5639,BLM
DB06663,C0032285,0.5639,BLM
DB04854,C0014457,0.5638,BLM
DB00130,C0030196,0.5638,BLM
DB01046,C0015397,0.5638,BLM
DB01264,C3665347,0.5638,BLM
DB00669,C0151699,0.5638,BLM
DB00491,C0042023,0.5638,BLM
DB00297,C0030196,0.5638,BLM
DB00633,C0041834,0.5638,BLM
DB00709,C3665347,0.5638,BLM
DB01079,C0001824,0.5637,BLM
DB00572,C0043094,0.5637,BLM
DB00580,C3665347,0.5637,BLM
DB01609,C0035410,0.5637,BLM
DB00950,C0149514,0.5636,BLM
DB01001,C0041657,0.5636,BLM
DB06809,C0020621,0.5636,BLM
DB00697,C0009676,0.5636,BLM
DB00932,C3665347,0.5635,BLM
DB06769,C0001824,0.5635,BLM
DB00630,C0151798,0.5635,BLM
DB09101,C0020651,0.5635,BLM
DB00331,C0575081,0.5635,BLM
DB00507,C0026821,0.5635,BLM
DB00571,C0036572,0.5634,BLM
DB01232,C0020580,0.5634,BLM
DB00602,C0020625,0.5634,BLM
DB06213,C0242350,0.5634,BLM
DB01079,C0042023,0.5634,BLM
DB01409,C0015397,0.5633,BLM
DB01551,C0020456,0.5633,BLM
DB00884,C0242350,0.5633,BLM
DB01112,C0042023,0.5633,BLM
DB06698,C0042023,0.5633,BLM
DB00399,C0040264,0.5633,BLM
DB00537,C0003855,0.5633,BLM
DB00492,C0003864,0.5633,BLM
DB00806,C0043094,0.5632,BLM
DB00293,C0151786,0.5632,BLM
DB00130,C0020580,0.5632,BLM
DB00207,C0006277,0.5631,BLM
DB00659,C0003862,0.5631,BLM
DB00316,C0030196,0.5631,BLM
DB00431,C0009676,0.5631,LapRLS
DB00465,C0015402,0.5631,BLM
DB04835,C0085605,0.5631,BLM
DB01117,C0006277,0.5631,BLM
DB06213,C0006277,0.563,BLM
DB01043,C0013604,0.563,BLM
DB01222,C0030196,0.563,BLM
DB00580,C0014457,0.563,BLM
DB00465,C0003855,0.563,BLM
DB09101,C0011168,0.563,BLM
DB01030,C0242350,0.5629,BLM
DB00624,C0003855,0.5629,BLM
DB00104,C0242350,0.5629,BLM
DB01142,C0030305,0.5628,BLM
DB00836,C0011175,0.5628,BLM
DB00969,C0022346,0.5628,BLM
DB13868,C0011168,0.5628,BLM
DB00928,C0020625,0.5628,BLM
DB00316,C0085649,0.5627,BLM
DB06809,C0043094,0.5627,BLM
DB06792,C0542571,0.5627,BLM
DB01083,C0041834,0.5627,BLM
DB01220,C0020625,0.5626,BLM
DB00331,C0700590,0.5626,BLM
DB00316,C0006277,0.5626,BLM
DB00209,C0151786,0.5626,BLM
DB01320,C0028866,0.5626,BLM
DB00877,C0040264,0.5626,BLM
DB00316,C3665347,0.5625,BLM
DB00381,C0151786,0.5625,BLM
DB01262,C0041657,0.5625,BLM
DB00997,C0020456,0.5625,BLM
DB05015,C0040264,0.5625,BLM
DB06792,C0043094,0.5624,BLM
DB11180,C0575081,0.5624,BLM
DB00489,C3665347,0.5624,BLM
DB00296,C0041657,0.5624,BLM
DB00881,C0011175,0.5624,BLM
DB00806,C0019572,0.5624,BLM
DB00597,C0030312,0.5623,BLM
DB00316,C0029408,0.5622,BLM
DB00889,C0026821,0.5622,BLM
DB00973,C0020621,0.5622,BLM
DB06616,C0033975,0.5622,BLM
DB00491,C0542571,0.5622,BLM
DB00928,C0030305,0.5621,BLM
DB00978,C0006277,0.5621,BLM
DB00956,C0020625,0.5621,BLM
DB06772,C0151786,0.5621,BLM
DB06698,C0700590,0.5621,BLM
DB01079,C0043094,0.5621,BLM
DB00349,C0043094,0.5621,BLM
DB00806,C0042023,0.5621,BLM
DB00331,C0042023,0.5621,BLM
DB00580,C0017152,0.5621,BLM
DB01254,C3665347,0.562,BLM
DB09065,C0013428,0.562,BLM
DB00602,C3665347,0.562,BLM
DB01267,C0009676,0.562,BLM
DB00836,C0151827,0.562,BLM
DB01101,C0040264,0.562,BLM
DB00953,C0006277,0.562,BLM
DB01060,C0042023,0.5619,BLM
DB00836,C0013428,0.5619,BLM
DB01008,C0032285,0.5619,BLM
DB01150,C0030312,0.5618,BLM
DB01267,C0006625,0.5618,BLM
DB00331,C0242350,0.5618,BLM
DB06769,C0014457,0.5618,BLM
DB01079,C0014457,0.5618,BLM
DB06637,C0265294,0.5618,GIP
DB00554,C0013428,0.5618,BLM
DB01232,C0020625,0.5617,BLM
DB00575,C0029408,0.5617,BLM
DB01156,C0003855,0.5617,BLM
DB00177,C0013428,0.5617,BLM
DB00932,C0020580,0.5617,BLM
DB04485,C0043094,0.5617,BLM
DB00296,C0039070,0.5617,BLM
DB01609,C0003864,0.5617,BLM
DB00879,C0001824,0.5616,BLM
DB00440,C0020580,0.5616,BLM
DB00296,C0040264,0.5616,BLM
DB06215,C0032285,0.5616,BLM
DB00969,C0006277,0.5616,BLM
DB00709,C0011168,0.5615,BLM
DB09065,C0003123,0.5615,BLM
DB00489,C0242350,0.5615,BLM
DB00762,C0006277,0.5615,BLM
DB01586,C0040264,0.5615,BLM
DB01097,C0231528,0.5615,KBMF2K
DB01181,C0162119,0.5615,BLM
DB00918,C0011168,0.5615,BLM
DB00884,C0022346,0.5614,BLM
DB01367,C0029089,0.5614,BLM
DB00709,C0022346,0.5614,BLM
DB09065,C0042023,0.5613,BLM
DB01263,C0042023,0.5613,BLM
DB00836,C0014457,0.5613,BLM
DB01250,C0043094,0.5613,BLM
DB00572,C0006277,0.5613,BLM
DB01220,C0042023,0.5613,BLM
DB00492,C0242350,0.5613,BLM
DB00554,C0014457,0.5613,BLM
DB00541,C0043094,0.5613,BLM
DB06698,C0040264,0.5612,BLM
DB13867,C3665347,0.5612,BLM
DB00678,C0011168,0.5611,BLM
DB00602,C0020621,0.5611,BLM
DB01046,C0242350,0.5611,BLM
DB04845,C0042023,0.5611,BLM
DB00419,C0020621,0.5611,BLM
DB00244,C0338480,0.5611,GIP
DB00997,C0041657,0.5611,BLM
DB06792,C0042023,0.5611,BLM
DB00489,C0042023,0.561,BLM
DB00806,C0030196,0.561,BLM
DB00958,C0151937,0.561,BLM
DB00209,C0020621,0.561,BLM
DB06215,C0020580,0.561,BLM
DB00297,C0242350,0.561,BLM
DB04485,C0042023,0.5609,BLM
DB00658,C0040264,0.5609,BLM
DB00343,C0030305,0.5609,BLM
DB01097,C0242350,0.5609,BLM
DB01232,C0001824,0.5609,BLM
DB00478,C0020651,0.5608,BLM
DB01609,C0020651,0.5608,BLM
DB04485,C0020651,0.5608,BLM
DB00193,C0015402,0.5608,BLM
DB01181,C0003855,0.5608,BLM
DB06809,C0020625,0.5608,BLM
DB01222,C0428977,0.5608,BLM
DB01319,C0026821,0.5607,BLM
DB00783,C0085631,0.5607,BLM
DB00349,C0013428,0.5607,BLM
DB00294,C0020580,0.5607,BLM
DB01609,C0242350,0.5606,BLM
DB00252,C0028866,0.5606,BLM
DB01609,C0020621,0.5606,BLM
DB01008,C3665347,0.5606,BLM
DB00630,C0234133,0.5606,BLM
DB00995,C0020651,0.5606,BLM
DB01129,C0030196,0.5606,BLM
DB00836,C0020621,0.5606,BLM
DB00349,C0029456,0.5606,BLM
DB01273,C0015402,0.5605,BLM
DB04485,C0020621,0.5605,BLM
DB00630,C0085605,0.5605,BLM
DB00252,C0003855,0.5605,BLM
DB01222,C0040264,0.5605,BLM
DB06215,C0020456,0.5605,BLM
DB00795,C0014457,0.5605,BLM
DB00580,C0030920,0.5604,BLM
DB01609,C0151827,0.5604,BLM
DB00804,C0030196,0.5604,BLM
DB00204,C0026821,0.5604,BLM
DB06698,C0151786,0.5604,BLM
DB00644,C0020651,0.5604,BLM
DB06210,C0013428,0.5604,BLM
DB00507,C0542571,0.5604,BLM
DB00331,C0030312,0.5604,BLM
DB00396,C0032285,0.5604,BLM
DB00481,C0015397,0.5604,BLM
DB06663,C0043094,0.5603,BLM
DB00209,C0014457,0.5603,BLM
DB00572,C0026821,0.5603,BLM
DB00572,C0242350,0.5603,BLM
DB00331,C0020651,0.5603,BLM
DB00491,C0011175,0.5602,BLM
DB00833,C0043094,0.5602,BLM
DB00996,C0162119,0.5602,BLM
DB01129,C0030305,0.5602,BLM
DB01117,C0151786,0.5602,BLM
DB00399,C0020456,0.5602,BLM
DB04854,C0043094,0.5602,BLM
DB01083,C0012569,0.5602,BLM
DB04485,C0014457,0.5602,BLM
DB06698,C0020615,0.5601,BLM
DB00633,C0020580,0.5601,BLM
DB00709,C0013384,0.5601,BLM
DB00641,C0033975,0.5601,BLM
DB01220,C0017152,0.5601,BLM
DB00709,C0032285,0.56,BLM
DB00572,C0700590,0.56,BLM
DB01609,C0042023,0.56,BLM
DB01240,C0006277,0.56,BLM
DB00419,C0043094,0.56,BLM
DB00630,C0040264,0.56,BLM
DB00806,C0020621,0.56,BLM
DB01250,C0030196,0.56,BLM
DB00962,C0028734,0.5599,BLM
DB06215,C0040264,0.5599,BLM
DB08873,C0019158,0.5599,BLM
DB01072,C0006277,0.5598,BLM
DB00396,C0006277,0.5598,BLM
DB04485,C0011849,0.5598,BLM
DB00747,C0012569,0.5598,BLM
DB06414,C0700590,0.5598,BLM
DB00836,C0267797,0.5598,BLM
DB01232,C0030196,0.5597,BLM
DB01073,C0020580,0.5597,BLM
DB06809,C0042024,0.5597,BLM
DB12403,C0020651,0.5597,BLM
DB00969,C0020625,0.5597,BLM
DB00864,C2830004,0.5597,BLM
DB00396,C0020456,0.5596,BLM
DB00624,C0917798,0.5596,BLM
DB00630,C0700590,0.5596,BLM
DB00877,C0003123,0.5596,BLM
DB01046,C0020651,0.5596,BLM
DB00969,C0020621,0.5595,BLM
DB01609,C0040264,0.5595,BLM
DB01189,C0020580,0.5595,BLM
DB00709,C0001824,0.5595,BLM
DB00569,C0040264,0.5595,BLM
DB00633,C0040264,0.5594,BLM
DB00597,C0917801,0.5594,LapRLS
DB00130,C0020651,0.5594,BLM
DB00175,C0003123,0.5594,BLM
DB01014,C0020625,0.5594,BLM
DB00564,C0702166,0.5593,BLM
DB00580,C0043094,0.5593,BLM
DB00323,C0151699,0.5593,BLM
DB00806,C0013384,0.5593,BLM
DB01220,C0043094,0.5592,BLM
DB00313,C0042109,0.5592,LapRLS
DB00491,C0001824,0.5592,BLM
DB00224,C0020625,0.5592,BLM
DB00928,C0003864,0.5592,BLM
DB00692,C0542571,0.5592,BLM
DB00602,C0042023,0.5591,BLM
DB00419,C0542571,0.5591,BLM
DB00360,C0151786,0.5591,BLM
DB06769,C0026821,0.5591,BLM
DB00877,C0344232,0.5591,BLM
DB00746,C0020456,0.5591,BLM
DB00932,C0020621,0.5591,BLM
DB06809,C0014457,0.5591,BLM
DB01213,C0476273,0.5591,LapRLS
DB00932,C0042023,0.5589999999999999,BLM
DB01030,C0006277,0.5589999999999999,BLM
DB00184,C0030305,0.5589999999999999,BLM
DB00554,C0003864,0.5589999999999999,BLM
DB00906,C0003855,0.5589999999999999,BLM
DB04485,C0011175,0.5589999999999999,BLM
DB01218,C0042023,0.5589999999999999,BLM
DB00035,C0020456,0.5589999999999999,BLM
DB00658,C0042023,0.5589,BLM
DB01046,C0013595,0.5589,BLM
DB00932,C0015397,0.5589,BLM
DB01129,C0020580,0.5589,BLM
DB09065,C0020621,0.5589,BLM
DB00572,C0020625,0.5589,BLM
DB00489,C0013428,0.5589,BLM
DB00804,C0085136,0.5588,BLM
DB00978,C0043094,0.5588,BLM
DB00836,C0004238,0.5588,BLM
DB00320,C0030305,0.5588,BLM
DB04835,C0151786,0.5588,BLM
DB01008,C0242350,0.5588,BLM
DB00853,C0003864,0.5588,BLM
DB00884,C3665347,0.5588,BLM
DB00224,C0041834,0.5587,BLM
DB00349,C0085605,0.5587,BLM
DB00476,C0003855,0.5587,BLM
DB06769,C0030196,0.5587,BLM
DB01224,C0019158,0.5587,BLM
DB01232,C0043094,0.5587,BLM
DB01046,C0008370,0.5587,BLM
DB06809,C0040264,0.5586,BLM
DB00900,C0032285,0.5586,BLM
DB01264,C0040264,0.5586,BLM
DB01263,C0043094,0.5586,BLM
DB01079,C0005779,0.5586,BLM
DB00491,C0014457,0.5586,BLM
DB00879,C0042023,0.5586,BLM
DB01008,C0026821,0.5585,BLM
DB01079,C0020580,0.5585,BLM
DB00296,C0026821,0.5585,BLM
DB06809,C0033975,0.5585,BLM
DB00431,C0002962,0.5585,LapRLS
DB00969,C0037199,0.5584,BLM
DB06698,C0030312,0.5584,BLM
DB00806,C0014457,0.5584,BLM
DB00494,C0043094,0.5584,BLM
DB00580,C0013144,0.5584,BLM
DB00658,C0242350,0.5583,BLM
DB00209,C0013384,0.5583,BLM
DB01222,C0014457,0.5583,BLM
DB06663,C0042023,0.5583,BLM
DB04854,C0232461,0.5583,BLM
DB00709,C0040264,0.5583,BLM
DB00495,C0020580,0.5583,BLM
DB06202,C0080274,0.5582,BLM
DB13867,C0001824,0.5582,BLM
DB00323,C0003855,0.5582,BLM
DB01046,C0017152,0.5582,BLM
DB00928,C3665347,0.5582,BLM
DB00882,C0003855,0.5582,BLM
DB04855,C0017152,0.5581,BLM
DB00966,C0022346,0.5581,BLM
DB00580,C0162429,0.5581,BLM
DB00630,C0006277,0.5581,BLM
DB00296,C3665347,0.5581,BLM
DB01080,C0019158,0.5579999999999999,BLM
DB01129,C0006277,0.5579999999999999,BLM
DB00814,C0030305,0.5579999999999999,BLM
DB01609,C0026821,0.5579999999999999,BLM
DB00602,C0026821,0.5579999999999999,BLM
DB00928,C0001824,0.5579999999999999,BLM
DB01229,C0019079,0.5579999999999999,BLM
DB01079,C3665386,0.5579,BLM
DB05528,C0042023,0.5579,BLM
DB00489,C0026821,0.5579,BLM
DB00836,C0011849,0.5579,BLM
DB01008,C0020580,0.5578,BLM
DB00876,C0542571,0.5578,BLM
DB00518,C0012569,0.5578,BLM
DB00349,C0042023,0.5578,BLM
DB00316,C0085649,0.5578,LapRLS
DB00331,C0542571,0.5578,BLM
DB00958,C0012569,0.5578,BLM
DB00491,C0043094,0.5577,BLM
DB09101,C0011175,0.5577,BLM
DB01024,C0030305,0.5577,BLM
DB00787,C0042023,0.5577,BLM
DB01254,C0001824,0.5577,BLM
DB00996,C0027059,0.5577,BLM
DB01224,C0036572,0.5577,BLM
DB00916,C0030312,0.5577,BLM
DB00602,C0043094,0.5576,BLM
DB00999,C0000731,0.5575,BLM
DB00224,C0040264,0.5575,BLM
DB00252,C0018926,0.5575,BLM
DB00209,C0020651,0.5575,BLM
DB00441,C0003855,0.5575,BLM
DB06698,C0037822,0.5574,BLM
DB08893,C0004134,0.5574,BLM
DB01129,C0040264,0.5574,BLM
DB06809,C0542571,0.5574,BLM
DB00130,C0242350,0.5574,BLM
DB01250,C0020580,0.5574,BLM
DB01029,C0030305,0.5574,BLM
DB01208,C0242350,0.5573,BLM
DB00918,C0043094,0.5573,BLM
DB01072,C3665347,0.5573,BLM
DB00196,C0040264,0.5573,BLM
DB09065,C0020651,0.5573,BLM
DB00999,C0020651,0.5573,BLM
DB00277,C0151786,0.5573,BLM
DB00349,C0030196,0.5573,BLM
DB01162,C0014457,0.5573,BLM
DB00630,C0020651,0.5573,BLM
DB01250,C0040264,0.5573,BLM
DB00658,C0700590,0.5572,BLM
DB06698,C0020461,0.5572,BLM
DB01320,C0003855,0.5572,BLM
DB00602,C0151786,0.5572,BLM
DB06809,C0030312,0.5572,BLM
DB01268,C0042023,0.5571,BLM
DB00035,C0030920,0.5571,BLM
DB00572,C0011175,0.5571,BLM
DB01280,C0020625,0.557,BLM
DB01264,C0030196,0.557,BLM
DB00193,C0019064,0.5569,BLM
DB00757,C0002962,0.5569,BLM
DB00299,C0042023,0.5569,BLM
DB00343,C0019158,0.5569,BLM
DB04845,C0020625,0.5568,BLM
DB00762,C0001824,0.5568,BLM
DB01232,C0042023,0.5568,BLM
DB01610,C0001824,0.5568,BLM
DB01195,C0002418,0.5568,BLM
DB00254,C0151786,0.5568,BLM
DB01149,C0040264,0.5567,BLM
DB00246,C0151699,0.5567,BLM
DB00997,C0040264,0.5567,BLM
DB09101,C0542571,0.5567,BLM
DB01029,C0242350,0.5566,BLM
DB00969,C0020651,0.5566,BLM
DB13868,C0030312,0.5566,BLM
DB00299,C0030920,0.5565,BLM
DB00569,C0151786,0.5565,BLM
DB00633,C0030196,0.5565,BLM
DB00331,C0013144,0.5565,BLM
DB08893,C0020651,0.5565,BLM
DB00315,C0003855,0.5565,BLM
DB00349,C0022346,0.5565,BLM
DB08864,C0542571,0.5565,BLM
DB00969,C0043094,0.5565,BLM
DB00361,C0040264,0.5565,BLM
DB09065,C0017152,0.5565,BLM
DB00820,C0151786,0.5564,BLM
DB00709,C0020651,0.5564,BLM
DB00804,C0022346,0.5564,BLM
DB06769,C0013384,0.5564,BLM
DB06663,C0151786,0.5564,BLM
DB00399,C0242350,0.5564,BLM
DB01217,C0011849,0.5564,BLM
DB01083,C0015397,0.5564,BLM
DB00242,C0020621,0.5563,BLM
DB01609,C0151786,0.5563,BLM
DB00571,C0149871,0.5563,BLM
DB00252,C0019064,0.5563,BLM
DB01220,C0014457,0.5563,BLM
DB06663,C0011168,0.5563,BLM
DB00396,C0242350,0.5563,BLM
DB00953,C0019572,0.5563,BLM
DB00185,C0029408,0.5562,BLM
DB04854,C0542571,0.5562,BLM
DB06228,C0151699,0.5562,BLM
DB00489,C0012569,0.5562,BLM
DB00909,C0003855,0.5562,BLM
DB01250,C0020621,0.5562,BLM
DB00580,C0038454,0.5561,BLM
DB01208,C3665347,0.5561,BLM
DB01254,C0030305,0.5561,BLM
DB00877,C0041834,0.5561,BLM
DB09076,C0030193,0.5561,BLM
DB00630,C0020621,0.5561,BLM
DB01181,C0029927,0.556,BLM
DB00932,C0014457,0.556,BLM
DB00287,C0029089,0.556,BLM
DB00177,C1956346,0.556,BLM
DB01046,C0012569,0.556,BLM
DB01609,C0020580,0.556,BLM
DB01220,C0020621,0.5559,BLM
DB00685,C0013428,0.5559,BLM
DB01220,C0020456,0.5559,BLM
DB00431,C0013604,0.5559,LapRLS
DB00440,C0020456,0.5559,BLM
DB00130,C0020456,0.5559,BLM
DB00554,C0542571,0.5558,BLM
DB09462,C0026821,0.5558,BLM
DB00876,C0000731,0.5558,BLM
DB04485,C0030196,0.5558,BLM
DB01416,C0030305,0.5558,BLM
DB00625,C0030196,0.5558,BLM
DB00254,C0043094,0.5558,BLM
DB06809,C0042023,0.5557,BLM
DB00492,C0042023,0.5557,BLM
DB06213,C0022346,0.5557,BLM
DB00224,C3665347,0.5557,BLM
DB00806,C0011168,0.5557,BLM
DB00303,C0043094,0.5556,BLM
DB06213,C0014457,0.5556,BLM
DB00491,C0030312,0.5556,BLM
DB00209,C0042023,0.5556,BLM
DB04854,C0013362,0.5556,BLM
DB06809,C0242350,0.5555,BLM
DB00316,C0011606,0.5555,BLM
DB01280,C0006277,0.5555,BLM
DB00806,C0030920,0.5555,BLM
DB01177,C0012569,0.5555,BLM
DB00478,C0023380,0.5555,BLM
DB01149,C0344232,0.5554,BLM
DB01079,C3665347,0.5554,BLM
DB00478,C0085633,0.5554,BLM
DB00853,C0030305,0.5554,BLM
DB00491,C0013595,0.5554,BLM
DB00358,C0019158,0.5553,BLM
DB00343,C0020580,0.5553,BLM
DB00582,C0006277,0.5553,BLM
DB00972,C0017675,0.5553,BLM
DB00224,C0020621,0.5553,BLM
DB00419,C0030305,0.5553,BLM
DB00328,C0542571,0.5553,BLM
DB00224,C0042023,0.5553,BLM
DB00658,C0013428,0.5553,BLM
DB01177,C0038454,0.5553,BLM
DB00104,C0032285,0.5552,BLM
DB00633,C0242350,0.5552,BLM
DB00396,C0003123,0.5552,BLM
DB01068,C0011168,0.5552,BLM
DB00492,C0022346,0.5552,BLM
DB00918,C0027651,0.5552,BLM
DB00296,C0001824,0.5552,BLM
DB09101,C0003962,0.5552,BLM
DB00932,C0001824,0.5551,BLM
DB00316,C0042023,0.5551,BLM
DB00956,C0030196,0.5551,BLM
DB00853,C0041657,0.5551,BLM
DB04485,C0038454,0.5551,BLM
DB04854,C0038454,0.5551,BLM
DB00758,C0003855,0.555,BLM
DB06663,C0001824,0.555,BLM
DB01024,C0001824,0.555,BLM
DB00768,C0013144,0.555,BLM
DB00958,C0542571,0.555,BLM
DB01551,C0020625,0.555,BLM
DB00806,C0151786,0.5549,BLM
DB04855,C0011175,0.5549,BLM
DB00320,C0020456,0.5549,BLM
DB00130,C0012569,0.5548,BLM
DB00740,C0344232,0.5548,BLM
DB01416,C0013428,0.5548,BLM
DB00820,C0020621,0.5547,BLM
DB00642,C3665347,0.5547,BLM
DB01241,C0017152,0.5547,BLM
DB01110,C0004134,0.5547,BLM
DB00439,C0020456,0.5547,BLM
DB00658,C0017152,0.5547,BLM
DB00381,C0030312,0.5547,BLM
DB00316,C0019158,0.5547,BLM
DB08815,C0151786,0.5547,BLM
DB00360,C0030312,0.5547,BLM
DB00906,C0019064,0.5547,BLM
DB01195,C0043094,0.5547,BLM
DB01202,C0020676,0.5547,BLM
DB00198,C0020580,0.5547,BLM
DB01220,C0030312,0.5547,BLM
DB01264,C0151786,0.5546,BLM
DB01320,C0018926,0.5546,BLM
DB00422,C0020580,0.5546,BLM
DB01211,C0006277,0.5546,BLM
DB00884,C0032285,0.5546,BLM
DB01008,C0022346,0.5546,BLM
DB00762,C0022346,0.5546,BLM
DB00492,C0043094,0.5546,BLM
DB00317,C3665347,0.5545,BLM
DB01181,C0018802,0.5545,BLM
DB00491,C0033975,0.5545,BLM
DB00630,C0030305,0.5545,BLM
DB00242,C0042023,0.5545,BLM
DB06594,C0338480,0.5545,GIP
DB00976,C0001824,0.5545,BLM
DB00478,C0020615,0.5544,BLM
DB00381,C0011175,0.5544,BLM
DB06213,C0003123,0.5544,BLM
DB00906,C0015402,0.5544,BLM
DB09101,C3665386,0.5544,BLM
DB00278,C0020625,0.5544,BLM
DB04485,C0151786,0.5544,BLM
DB09101,C0034150,0.5544,BLM
DB00658,C0030312,0.5544,BLM
DB09065,C0030312,0.5544,BLM
DB00399,C0032285,0.5543,BLM
DB00806,C0030312,0.5543,BLM
DB00989,C0162119,0.5543,BLM
DB01280,C0015397,0.5543,BLM
DB00783,C0036572,0.5543,BLM
DB08874,C0542571,0.5543,BLM
DB00836,C0002418,0.5543,BLM
DB00671,C0020621,0.5543,BLM
DB01250,C0029408,0.5543,BLM
DB06213,C0042023,0.5543,BLM
