Drug1,Drug2,Prob,Method
DB01046,C0014868,0.5294,BLM
DB00224,C0034150,0.5294,BLM
DB00762,C0020615,0.5294,BLM
DB00530,C0239340,0.5294,BLM
DB00297,C0151786,0.5294,BLM
DB01280,C0034065,0.5294,BLM
DB00932,C0034063,0.5294,BLM
DB09101,C0037036,0.5293,BLM
DB01263,C0014868,0.5293,BLM
DB00580,C0085633,0.5293,BLM
DB06698,C0011606,0.5293,BLM
DB00491,C0520966,0.5293,BLM
DB00602,C0037036,0.5293,BLM
DB01264,C0014868,0.5293,BLM
DB01264,C0034065,0.5293,BLM
DB00734,C0020546,0.5293,BLM
DB13919,C0497156,0.5293,BLM
DB01222,C0038358,0.5293,BLM
DB06663,C0018418,0.5293,BLM
DB00580,C0008325,0.5293,BLM
DB00585,C0232461,0.5293,BLM
DB09101,C0018802,0.5293,BLM
DB01586,C0000731,0.5293,BLM
DB00583,C0034065,0.5293,BLM
DB01220,C0013384,0.5293,BLM
DB00881,C0151539,0.5293,BLM
DB01083,C0149745,0.5293,BLM
DB06698,C0152227,0.5293,BLM
DB00790,C0917798,0.5292,BLM
DB00492,C0349506,0.5292,BLM
DB01280,C0032617,0.5292,BLM
DB00813,C0033975,0.5292,BLM
DB01259,C0034063,0.5292,BLM
DB01046,C0151539,0.5292,BLM
DB00207,C0700590,0.5292,BLM
DB06210,C0010692,0.5292,BLM
DB01220,C0151539,0.5292,BLM
DB00175,C0004134,0.5292,BLM
DB06414,C0037822,0.5292,BLM
DB00248,C0026821,0.5292,BLM
DB00343,C0700590,0.5292,BLM
DB00331,C1145670,0.5292,BLM
DB00762,C0003864,0.5292,BLM
DB04854,C0702166,0.5292,BLM
DB00537,C0027651,0.5292,BLM
DB05015,C0013456,0.5292,BLM
DB01166,C0023380,0.5292,BLM
DB00658,C0032617,0.5292,BLM
DB00928,C0026826,0.5292,BLM
DB01264,C0040046,0.5292,BLM
DB00790,C0700590,0.5292,BLM
DB01046,C0520966,0.5291,BLM
DB00175,C0206062,0.5291,BLM
DB00877,C0026826,0.5291,BLM
DB00630,C0008350,0.5291,BLM
DB01211,C0003855,0.5291,BLM
DB00958,C0018418,0.5291,BLM
DB06436,C0028961,0.5291,BLM
DB00343,C0037299,0.5291,BLM
DB01079,C0026848,0.5291,BLM
DB00209,C0034063,0.5291,BLM
DB00770,C0002878,0.5291,BLM
DB00804,C0085649,0.5291,BLM
DB00370,C0344232,0.5291,BLM
DB00104,C0232461,0.5291,BLM
DB04854,C0162429,0.5291,BLM
DB00956,C0011253,0.5291,BLM
DB00503,C0030312,0.5291,BLM
DB00658,C0011168,0.5291,BLM
DB00969,C0206062,0.5291,BLM
DB01609,C0023380,0.5291,BLM
DB01024,C0029408,0.529,BLM
DB00697,C0151699,0.529,BLM
DB00602,C0151827,0.529,BLM
DB01079,C1384666,0.529,BLM
DB00316,C0014868,0.529,BLM
DB00316,C0085633,0.529,BLM
DB04485,C0010692,0.529,BLM
DB00658,C0018418,0.529,BLM
DB00580,C0575081,0.529,BLM
DB00928,C0575081,0.529,BLM
DB01001,C0017181,0.529,BLM
DB01079,C0151636,0.529,BLM
DB01060,C0017675,0.529,BLM
DB01079,C0017152,0.529,BLM
DB13919,C0002874,0.529,BLM
DB00658,C0497156,0.529,BLM
DB00804,C0151825,0.529,BLM
DB01280,C0232461,0.529,BLM
DB13868,C0018802,0.529,BLM
DB01046,C0020598,0.529,BLM
DB00316,C0013390,0.529,BLM
DB00328,C0311468,0.5289,BLM
DB01073,C0034150,0.5289,BLM
DB00997,C0004134,0.5289,BLM
DB00602,C0042384,0.5289,BLM
DB01165,C0015402,0.5289,BLM
DB00836,C0018802,0.5289,BLM
DB04845,C0497156,0.5289,BLM
DB00541,C0018418,0.5289,BLM
DB00316,C0030312,0.5289,BLM
DB06215,C0040046,0.5289,BLM
DB00419,C0020615,0.5289,BLM
DB00853,C0001824,0.5289,BLM
DB01039,C0013390,0.5289,BLM
DB00491,C0151636,0.5289,BLM
DB00746,C0013390,0.5289,BLM
DB00541,C0042384,0.5289,BLM
DB09101,C0041349,0.5289,BLM
DB06809,C0152227,0.5288,BLM
DB01264,C0002874,0.5288,BLM
DB00104,C0542571,0.5288,BLM
DB00545,C0019270,0.5288,BLM
DB00602,C0040046,0.5288,BLM
DB06809,C0442874,0.5288,BLM
DB09065,C0149745,0.5288,BLM
DB00492,C0424295,0.5288,BLM
DB04855,C0034063,0.5288,BLM
DB00572,C1384666,0.5288,BLM
DB09065,C0424295,0.5288,BLM
DB00130,C0040046,0.5288,BLM
DB00953,C0017675,0.5288,BLM
DB01029,C0013595,0.5288,BLM
DB00788,C0033117,0.5287,BLM
DB00833,C0000731,0.5287,BLM
DB08820,C0018099,0.5287,BLM
DB01181,C0018926,0.5287,BLM
DB08893,C0497156,0.5287,BLM
DB09101,C0003537,0.5287,BLM
DB00104,C0085633,0.5287,BLM
DB01083,C0040479,0.5287,BLM
DB00549,C0002874,0.5287,BLM
DB00630,C0232461,0.5287,BLM
DB00928,C0012569,0.5287,BLM
DB00218,C0034150,0.5287,BLM
DB00489,C0042267,0.5287,BLM
DB00262,C0003855,0.5287,BLM
DB01208,C0018790,0.5286,BLM
DB00489,C0040046,0.5286,BLM
DB01280,C0012569,0.5286,BLM
DB00130,C0041349,0.5286,BLM
DB00035,C0010692,0.5286,BLM
DB00560,C0018418,0.5286,BLM
DB01110,C0423791,0.5286,BLM
DB00602,C0042345,0.5286,BLM
DB00753,C0008031,0.5286,LapRLS
DB00426,C0424295,0.5286,BLM
DB00492,C0020461,0.5286,BLM
DB00518,C0032617,0.5286,BLM
DB01248,C0019064,0.5286,BLM
DB01220,C0206062,0.5286,BLM
DB06769,C0023380,0.5286,BLM
DB00836,C0151539,0.5286,BLM
DB00580,C0237849,0.5286,BLM
DB01586,C0151786,0.5286,BLM
DB01609,C0013428,0.5286,BLM
DB00396,C0013384,0.5285,BLM
DB00598,C0026826,0.5285,BLM
DB00331,C0025323,0.5285,BLM
DB01267,C1384606,0.5285,BLM
DB00367,C0014868,0.5285,BLM
DB01085,C0009319,0.5285,BLM
DB00130,C0038454,0.5285,BLM
DB00569,C0014868,0.5285,BLM
DB01029,C0030312,0.5285,BLM
DB00492,C0023380,0.5285,BLM
DB00216,C0020621,0.5285,BLM
DB06663,C0497156,0.5285,BLM
DB00615,C0013362,0.5285,BLM
DB00879,C0041349,0.5285,BLM
DB00969,C0008370,0.5285,BLM
DB01628,C0424295,0.5285,BLM
DB01609,C0025874,0.5285,BLM
DB00806,C0042384,0.5285,BLM
DB00631,C0232461,0.5285,BLM
DB00833,C0013144,0.5285,BLM
DB00224,C0020651,0.5285,BLM
DB00881,C1384666,0.5285,BLM
DB00602,C0032617,0.5285,BLM
DB01001,C0019064,0.5284,BLM
DB01220,C0026826,0.5284,BLM
DB00572,C0032285,0.5284,BLM
DB00709,C0034150,0.5284,BLM
DB01058,C0009319,0.5284,BLM
DB06809,C0029882,0.5284,BLM
DB01232,C0013144,0.5284,BLM
DB00282,C0003855,0.5284,BLM
DB06698,C0151723,0.5284,BLM
DB01079,C0424295,0.5284,BLM
DB00918,C0003855,0.5284,BLM
DB01180,C0014868,0.5284,BLM
DB08874,C0338831,0.5284,BLM
DB00481,C0013595,0.5284,BLM
DB06809,C0013144,0.5284,BLM
DB00465,C0151699,0.5284,BLM
DB01195,C0025323,0.5284,BLM
DB00531,C0151699,0.5284,BLM
DB00586,C0151699,0.5283,BLM
DB06436,C0085632,0.5283,BLM
DB00633,C0042267,0.5283,BLM
DB09065,C0020461,0.5283,BLM
DB00360,C0008325,0.5283,BLM
DB06769,C0085605,0.5283,BLM
DB01072,C0026821,0.5283,BLM
DB01609,C0032617,0.5283,BLM
DB06698,C0018802,0.5283,BLM
DB01551,C0009319,0.5283,BLM
DB04485,C0037822,0.5283,BLM
DB00762,C0012569,0.5283,BLM
DB00396,C0013595,0.5283,BLM
DB08873,C0013604,0.5283,BLM
DB09101,C0023518,0.5282,BLM
DB01189,C0011606,0.5282,BLM
DB09101,C1384666,0.5282,BLM
DB01609,C0012569,0.5282,BLM
DB00472,C0015397,0.5282,BLM
DB09220,C0151636,0.5282,BLM
DB00932,C3665386,0.5282,BLM
DB00399,C0013384,0.5282,BLM
DB00331,C0028734,0.5282,BLM
DB00762,C0013384,0.5282,BLM
DB00331,C0043144,0.5282,BLM
DB01083,C0151786,0.5282,BLM
DB00630,C0042267,0.5282,BLM
DB01232,C0013456,0.5282,BLM
DB01254,C0013362,0.5282,BLM
DB00997,C0039070,0.5282,BLM
DB00602,C0035410,0.5282,BLM
DB00341,C0041834,0.5282,BLM
DB06792,C0010692,0.5282,BLM
DB00130,C0009319,0.5282,BLM
DB06698,C0151825,0.5282,BLM
DB00396,C0020615,0.5282,BLM
DB00503,C0018418,0.5282,BLM
DB06213,C0011849,0.5282,BLM
DB00709,C0025323,0.5282,BLM
DB06151,C0338480,0.5282,GIP
DB00932,C0020615,0.5281,BLM
DB00602,C0011606,0.5281,BLM
DB09065,C0037822,0.5281,BLM
DB01267,C0029089,0.5281,BLM
DB01264,C0010692,0.5281,BLM
DB01242,C0002962,0.5281,BLM
DB01080,C0020651,0.5281,BLM
DB00889,C0042514,0.5281,BLM
DB00491,C0040479,0.5281,BLM
DB01060,C0520966,0.5281,BLM
DB00564,C0017565,0.5281,BLM
DB01264,C0030312,0.5281,BLM
DB01019,C0020649,0.5281,LapRLS
DB00659,C0030196,0.5281,BLM
DB00177,C0003855,0.5281,BLM
DB00494,C0020461,0.5281,BLM
DB06809,C0013362,0.5281,BLM
DB01232,C0013390,0.528,BLM
DB09065,C0575081,0.528,BLM
DB01041,C0151699,0.528,BLM
DB01244,C3665386,0.528,BLM
DB00709,C0023380,0.528,BLM
DB06698,C0033860,0.528,BLM
DB00349,C0040046,0.528,BLM
DB01200,C0011606,0.528,BLM
DB00710,C0038454,0.528,BLM
DB00853,C1956346,0.528,BLM
DB06155,C0017601,0.528,BLM
DB00367,C0034150,0.528,BLM
DB01129,C1956346,0.528,BLM
DB00360,C1456784,0.528,BLM
DB01220,C0013595,0.5279,BLM
DB00770,C0028734,0.5279,BLM
DB00328,C0023518,0.5279,BLM
DB06414,C0017574,0.5279,BLM
DB09101,C0026826,0.5279,BLM
DB00349,C0034150,0.5279,BLM
DB00671,C0042384,0.5279,BLM
DB09101,C0020578,0.5279,BLM
DB01008,C0034150,0.5279,BLM
DB01232,C0025874,0.5279,BLM
DB00806,C0151539,0.5279,BLM
DB01241,C0020461,0.5279,BLM
DB01259,C0025323,0.5279,BLM
DB01220,C3665386,0.5279,BLM
DB09101,C0025323,0.5279,BLM
DB06663,C0037036,0.5279,BLM
DB00956,C0022408,0.5279,BLM
DB00337,C0424295,0.5279,BLM
DB01006,C0003855,0.5279,BLM
DB01198,C0080274,0.5279,BLM
DB00175,C0011849,0.5279,BLM
DB01232,C0023380,0.5278,BLM
DB00261,C0497156,0.5278,BLM
DB00104,C0030305,0.5278,BLM
DB00209,C0018802,0.5278,BLM
DB01079,C0026961,0.5278,BLM
DB00681,C0017675,0.5278,BLM
DB00209,C0151636,0.5278,BLM
DB01215,C0018790,0.5278,BLM
DB00572,C0040479,0.5278,BLM
DB00224,C0034065,0.5278,BLM
DB04854,C0085682,0.5278,BLM
DB06663,C0013144,0.5278,BLM
DB00349,C0151825,0.5278,BLM
DB00496,C0002874,0.5278,BLM
DB01080,C3665347,0.5278,BLM
DB00932,C0023380,0.5278,BLM
DB00209,C0001824,0.5278,BLM
DB01008,C0033975,0.5278,BLM
DB00697,C0162429,0.5278,BLM
DB01250,C0042267,0.5278,BLM
DB00932,C0085584,0.5277,BLM
DB00419,C3665386,0.5277,BLM
DB00296,C0033975,0.5277,BLM
DB00928,C0029408,0.5277,BLM
DB00813,C0011849,0.5277,BLM
DB01215,C0162429,0.5277,BLM
DB04855,C0520966,0.5277,BLM
DB00701,C0026961,0.5277,BLM
DB06698,C0085632,0.5277,BLM
DB00602,C0002874,0.5277,BLM
DB06792,C0007859,0.5277,BLM
DB09101,C0022408,0.5277,BLM
DB00995,C0026961,0.5277,BLM
DB01072,C0442874,0.5277,BLM
DB08912,C0020615,0.5277,BLM
DB00315,C0151699,0.5277,BLM
DB00932,C0013384,0.5277,BLM
DB04485,C0018802,0.5277,BLM
DB04854,C0022408,0.5277,BLM
DB01232,C0013428,0.5276,BLM
DB06215,C0034065,0.5276,BLM
DB01083,C0038454,0.5276,BLM
DB04854,C0004134,0.5276,BLM
DB00692,C0014868,0.5276,BLM
DB00598,C0542571,0.5276,BLM
DB01202,C0013390,0.5276,BLM
DB06792,C0702166,0.5276,BLM
DB00439,C0085632,0.5276,BLM
DB00580,C0020578,0.5276,BLM
DB00492,C0013595,0.5276,BLM
DB01190,C0085605,0.5276,BLM
DB00491,C0020615,0.5276,BLM
DB00658,C0026826,0.5276,BLM
DB01162,C0042384,0.5276,BLM
DB00656,C0005695,0.5276,BLM
DB01232,C0035410,0.5276,BLM
DB00671,C0000731,0.5276,BLM
DB00572,C0037036,0.5276,BLM
DB01232,C0009319,0.5276,BLM
DB01262,C0042267,0.5276,BLM
DB00747,C0017675,0.5276,BLM
DB00658,C0011606,0.5276,BLM
DB06698,C0018794,0.5276,BLM
DB00297,C0002418,0.5275,BLM
DB00709,C0033975,0.5275,BLM
DB06202,C0151699,0.5275,BLM
DB00491,C0029882,0.5275,BLM
DB01250,C0022408,0.5275,BLM
DB00928,C1442903,0.5275,BLM
DB06213,C0162429,0.5275,BLM
DB00877,C0030196,0.5275,BLM
DB00552,C0031256,0.5275,BLM
DB00209,C0575081,0.5275,BLM
DB00658,C0520966,0.5275,BLM
DB00836,C0034150,0.5275,BLM
DB00489,C0232461,0.5275,BLM
DB00928,C0010692,0.5275,BLM
DB00836,C0023380,0.5275,BLM
DB00580,C0013362,0.5275,BLM
DB06616,C0085632,0.5274,BLM
DB01085,C3665386,0.5274,BLM
DB06213,C0013390,0.5274,BLM
DB01006,C0151786,0.5274,BLM
DB00209,C0149745,0.5274,BLM
DB00492,C0423791,0.5274,BLM
DB01080,C0037036,0.5274,BLM
DB01018,C0034150,0.5274,BLM
DB06698,C0149745,0.5274,BLM
DB06769,C0151539,0.5274,BLM
DB01083,C0497156,0.5274,BLM
DB06809,C0013428,0.5274,BLM
DB06663,C0042267,0.5274,BLM
DB01319,C0042384,0.5274,BLM
DB00631,C0040046,0.5274,BLM
DB00649,C0040046,0.5274,BLM
DB01095,C0020456,0.5273,BLM
DB01213,C0311468,0.5273,LapRLS
DB00969,C0349506,0.5273,BLM
DB04485,C3665386,0.5273,BLM
DB08901,C0002418,0.5273,BLM
DB01590,C0029089,0.5273,BLM
DB01018,C0019572,0.5273,BLM
DB00879,C0034150,0.5273,BLM
DB01264,C0026826,0.5273,BLM
DB06698,C0036980,0.5273,BLM
DB00602,C0028734,0.5273,BLM
DB06213,C0025323,0.5273,BLM
DB01250,C0232461,0.5273,BLM
DB01264,C0034063,0.5273,BLM
DB00422,C0019064,0.5273,BLM
DB00681,C0442874,0.5273,BLM
DB00343,C0042024,0.5273,BLM
DB01079,C0442874,0.5273,BLM
DB01046,C0018790,0.5272,BLM
DB00489,C0011175,0.5272,BLM
DB00130,C0149745,0.5272,BLM
DB01008,C0012569,0.5272,BLM
DB06402,C0038454,0.5272,BLM
DB00130,C0037822,0.5272,BLM
DB00836,C0014868,0.5272,BLM
DB00580,C0013384,0.5272,BLM
DB00918,C0010200,0.5272,KBMF2K
DB00552,C0040479,0.5272,BLM
DB09101,C0040479,0.5272,BLM
DB01264,C0497156,0.5272,BLM
DB01220,C0151636,0.5272,BLM
DB00630,C0040046,0.5272,BLM
DB01029,C0013384,0.5272,BLM
DB00973,C0020676,0.5272,BLM
DB01190,C0000731,0.5272,BLM
DB00674,C0003855,0.5272,BLM
DB00507,C0392386,0.5272,BLM
DB01046,C1956346,0.5272,BLM
DB01068,C0020453,0.5272,BLM
DB00877,C0001824,0.5272,BLM
DB00549,C0040479,0.5271,BLM
DB01254,C0700590,0.5271,BLM
DB00987,C0013384,0.5271,BLM
DB00313,C0003855,0.5271,BLM
DB01250,C1384666,0.5271,BLM
DB00490,C0028866,0.5271,BLM
DB01080,C0151786,0.5271,BLM
DB00692,C0041349,0.5271,BLM
DB00349,C0025323,0.5271,BLM
DB00390,C0423791,0.5271,BLM
DB09101,C0442874,0.5271,BLM
DB00876,C0020453,0.5271,BLM
DB00331,C0392525,0.5271,BLM
DB00130,C0009421,0.5271,BLM
DB01046,C0028734,0.5271,BLM
DB01268,C0024312,0.5271,BLM
DB01222,C0035410,0.5271,BLM
DB00928,C0040046,0.5271,BLM
DB00316,C0149745,0.5271,BLM
DB00884,C0232461,0.5271,BLM
DB00580,C0018802,0.527,BLM
DB06414,C0033975,0.527,BLM
DB06215,C0149745,0.527,BLM
DB01280,C0013595,0.527,BLM
DB00658,C0028734,0.527,BLM
DB01204,C0035410,0.527,BLM
DB01136,C1384606,0.527,BLM
DB00932,C0424295,0.527,BLM
DB06436,C0003537,0.527,BLM
DB00928,C0020615,0.527,BLM
DB00349,C0151636,0.527,BLM
DB00633,C0022408,0.527,BLM
DB01046,C0025323,0.527,BLM
DB00709,C0042024,0.527,BLM
DB04485,C0026961,0.527,BLM
DB13867,C0009319,0.527,BLM
DB01656,C0020676,0.527,BLM
DB01072,C0038454,0.527,BLM
DB00507,C0003537,0.527,BLM
DB01079,C0028961,0.527,BLM
DB01192,C0151825,0.527,BLM
DB00972,C0030312,0.527,BLM
DB00580,C0730362,0.527,BLM
DB01232,C0151825,0.5269,BLM
DB04485,C0151827,0.5269,BLM
DB09101,C0011253,0.5269,BLM
DB00209,C0037822,0.5269,BLM
DB00580,C1145670,0.5269,BLM
DB00419,C0032617,0.5269,BLM
DB00297,C0011606,0.5269,BLM
DB00836,C1456784,0.5269,BLM
DB09065,C0014457,0.5269,BLM
DB00709,C0017675,0.5269,BLM
DB00950,C0086439,0.5269,BLM
DB08893,C0151539,0.5269,BLM
DB09065,C0206062,0.5269,BLM
DB06809,C0032227,0.5269,BLM
DB00492,C0014868,0.5269,BLM
DB00622,C0013595,0.5269,BLM
DB00327,C0013595,0.5269,BLM
DB00381,C0024312,0.5269,BLM
DB00583,C0013384,0.5269,BLM
DB00953,C0030312,0.5269,BLM
DB00331,C0423791,0.5269,BLM
DB06414,C0018099,0.5268,BLM
DB00491,C1145670,0.5268,BLM
DB01218,C0575081,0.5268,BLM
DB00175,C0162429,0.5268,BLM
DB01059,C0003855,0.5268,BLM
DB08820,C0031256,0.5268,BLM
DB00658,C0151539,0.5268,BLM
DB00887,C0042024,0.5268,BLM
DB00399,C0014457,0.5268,BLM
DB01267,C0042345,0.5268,BLM
DB00175,C0040046,0.5268,BLM
DB00343,C0038454,0.5268,BLM
DB00331,C0020598,0.5268,BLM
DB01250,C0034065,0.5268,BLM
DB06698,C0011253,0.5268,BLM
DB00193,C0017565,0.5268,BLM
DB00361,C0003855,0.5268,BLM
DB01280,C0018790,0.5268,BLM
DB00476,C0029456,0.5268,BLM
DB01232,C0149745,0.5268,BLM
DB01240,C0035410,0.5268,BLM
DB00492,C0035410,0.5268,BLM
DB00297,C0151827,0.5267,BLM
DB01254,C0349506,0.5267,BLM
DB01149,C0043094,0.5267,BLM
DB00997,C0029408,0.5267,BLM
DB01656,C0032617,0.5267,BLM
DB00476,C0042514,0.5267,BLM
DB00552,C0311468,0.5267,BLM
DB00358,C0003855,0.5267,BLM
DB00836,C0022346,0.5267,BLM
DB01204,C0014868,0.5267,BLM
DB01079,C0022081,0.5267,BLM
DB01244,C0424295,0.5267,BLM
DB00349,C0085633,0.5267,BLM
DB04845,C0442874,0.5267,BLM
DB01250,C0149745,0.5267,BLM
DB06769,C0013595,0.5267,BLM
DB06809,C0025323,0.5267,BLM
DB09065,C0018790,0.5267,BLM
DB01029,C0013362,0.5267,BLM
DB00175,C0013144,0.5267,BLM
DB00958,C0522055,0.5267,BLM
DB00331,C0151636,0.5267,BLM
DB00175,C0151786,0.5267,BLM
DB00658,C0020598,0.5267,BLM
DB00571,C0151636,0.5267,BLM
DB01014,C0017675,0.5267,BLM
DB00932,C0018802,0.5267,BLM
DB01586,C0017574,0.5267,BLM
DB00783,C0030312,0.5267,BLM
DB01046,C0349506,0.5267,BLM
DB00478,C0042109,0.5266,LapRLS
DB00720,C0080274,0.5266,LapRLS
DB00884,C0023380,0.5266,BLM
DB01217,C0022346,0.5266,BLM
DB00969,C0034063,0.5266,BLM
DB00419,C0423791,0.5266,BLM
DB00952,C0042514,0.5266,BLM
DB00836,C0032227,0.5266,BLM
DB00597,C0011253,0.5266,BLM
DB01212,C0018790,0.5266,BLM
DB01273,C0030554,0.5266,KBMF2K
DB06809,C0028734,0.5266,BLM
DB00569,C1956346,0.5266,BLM
DB00184,C0232461,0.5266,BLM
DB01222,C0005779,0.5266,BLM
DB09101,C0237849,0.5266,BLM
DB00836,C0043144,0.5266,BLM
DB00836,C0013362,0.5266,BLM
DB01029,C0042384,0.5266,BLM
DB06769,C0424295,0.5266,BLM
DB01250,C0032617,0.5266,BLM
DB00932,C0011606,0.5266,BLM
DB01262,C0038454,0.5266,BLM
DB04854,C0311468,0.5266,BLM
DB00175,C0030196,0.5265,BLM
DB00836,C0149745,0.5265,BLM
DB01232,C0040046,0.5265,BLM
DB08873,C0003123,0.5265,BLM
DB01416,C0032617,0.5265,BLM
DB00836,C0012569,0.5265,BLM
DB01073,C0018926,0.5265,BLM
DB01079,C0338831,0.5265,BLM
DB00242,C0311468,0.5265,BLM
DB00419,C0009319,0.5265,BLM
DB06809,C0018790,0.5265,BLM
DB00953,C0034065,0.5265,BLM
DB00969,C0033975,0.5265,BLM
DB06215,C0026821,0.5265,BLM
DB06791,C0035243,0.5265,BLM
DB01192,C0311468,0.5265,BLM
DB00218,C0232461,0.5265,BLM
DB00331,C0017675,0.5265,BLM
DB01046,C0575081,0.5265,BLM
DB00331,C0018790,0.5265,BLM
DB00261,C0080274,0.5265,BLM
DB01029,C0040046,0.5265,BLM
DB00317,C0040046,0.5265,BLM
DB00969,C0013456,0.5264,BLM
DB01222,C0034065,0.5264,BLM
DB00932,C0017152,0.5264,BLM
DB01254,C0085633,0.5264,BLM
DB04854,C0043144,0.5264,BLM
DB00804,C0038454,0.5264,BLM
DB00572,C0009319,0.5264,BLM
DB04854,C0151636,0.5264,BLM
DB00836,C0013595,0.5264,BLM
DB00611,C0020651,0.5264,BLM
DB00355,C0234632,0.5264,BLM
DB01254,C0151827,0.5263,BLM
DB01220,C0002878,0.5263,BLM
DB00969,C0026961,0.5263,BLM
DB00747,C0000731,0.5263,BLM
DB00998,C0028866,0.5263,BLM
DB00972,C0034063,0.5263,BLM
DB00572,C0149745,0.5263,BLM
DB01222,C0442874,0.5263,BLM
DB00877,C0029456,0.5263,BLM
DB01001,C0003855,0.5263,BLM
DB01162,C0033975,0.5263,BLM
DB00209,C0018790,0.5263,BLM
DB01264,C0003578,0.5263,BLM
DB06769,C0026961,0.5263,BLM
DB01083,C0034065,0.5263,BLM
DB00341,C0003855,0.5263,BLM
DB00975,C0033975,0.5263,BLM
DB00349,C0003578,0.5263,BLM
DB01262,C0497327,0.5263,BLM
DB01254,C0013144,0.5263,BLM
DB01220,C0424295,0.5262,BLM
DB00630,C0028734,0.5262,BLM
DB04485,C0020461,0.5262,BLM
DB00419,C0151636,0.5262,BLM
DB00572,C0019572,0.5262,BLM
DB00884,C0034065,0.5262,BLM
DB06663,C0520966,0.5262,BLM
DB01263,C0037036,0.5262,BLM
DB00419,C0151539,0.5262,BLM
DB01177,C0026961,0.5262,BLM
DB01190,C0424295,0.5262,BLM
DB01232,C0014868,0.5262,BLM
DB00316,C0007859,0.5262,BLM
DB06698,C0027726,0.5262,BLM
DB00747,C0149745,0.5262,BLM
DB00419,C0040046,0.5262,BLM
DB00104,C0442874,0.5262,BLM
DB00398,C0024117,0.5262,BLM
DB00952,C0008311,0.5262,BLM
DB00580,C0032227,0.5262,BLM
DB00836,C0010692,0.5262,BLM
DB06809,C0338831,0.5262,BLM
DB00658,C0025323,0.5261,BLM
DB06414,C0030232,0.5261,BLM
DB00804,C0033975,0.5261,BLM
DB05528,C1384666,0.5261,BLM
DB00641,C0000731,0.5261,BLM
DB01244,C0040046,0.5261,BLM
DB06809,C0311468,0.5261,BLM
DB06626,C0151827,0.5261,BLM
DB00746,C0022408,0.5261,BLM
DB00419,C1384666,0.5261,BLM
DB04485,C0424295,0.5261,BLM
DB01220,C0013362,0.5261,BLM
DB00254,C0023380,0.5261,BLM
DB00969,C0018790,0.5261,BLM
DB00658,C0424295,0.5261,BLM
DB00349,C0041349,0.5261,BLM
DB00884,C0003864,0.5261,BLM
DB01149,C0030312,0.5261,BLM
DB00203,C0003855,0.5261,BLM
DB06215,C0020621,0.5261,BLM
DB00390,C0023052,0.5261,BLM
DB01212,C0037036,0.5261,BLM
DB00997,C0003864,0.5261,BLM
DB00317,C0002878,0.5261,BLM
DB00209,C0041349,0.5261,BLM
DB00213,C0003855,0.526,BLM
DB06663,C0014868,0.526,BLM
DB00316,C0002874,0.526,BLM
DB00746,C0206062,0.526,BLM
DB01204,C0041349,0.526,BLM
DB00976,C0151825,0.526,BLM
DB01220,C0010692,0.526,BLM
DB00571,C0013428,0.526,BLM
DB05294,C0700590,0.526,BLM
DB00491,C0031256,0.526,BLM
DB00762,C0042024,0.526,BLM
DB00492,C0149745,0.526,BLM
DB00736,C0023518,0.526,BLM
DB00379,C0020598,0.526,BLM
DB01024,C0151827,0.526,BLM
DB08911,C0041349,0.526,BLM
DB09065,C0035410,0.526,BLM
DB00969,C0037036,0.526,BLM
DB01220,C0023518,0.526,BLM
DB06215,C0020625,0.526,BLM
DB00693,C0024117,0.5259,BLM
DB00833,C0018790,0.5259,BLM
DB01072,C0003864,0.5259,BLM
DB00296,C0029408,0.5259,BLM
DB00254,C0575081,0.5259,BLM
DB06215,C0011168,0.5259,BLM
DB04854,C0338831,0.5259,BLM
DB00006,C0018790,0.5259,BLM
DB00642,C0151636,0.5259,BLM
DB01059,C0017152,0.5259,BLM
DB00213,C0026826,0.5259,BLM
DB00978,C0014868,0.5259,BLM
DB00296,C0149745,0.5259,BLM
DB06402,C0003855,0.5259,BLM
DB00658,C0009319,0.5259,BLM
DB00969,C0497156,0.5259,BLM
DB00790,C0020621,0.5258,BLM
DB01008,C0018418,0.5258,BLM
DB00918,C0019064,0.5258,BLM
DB00598,C0442874,0.5258,BLM
DB06809,C0028738,0.5258,BLM
DB00804,C0085632,0.5258,BLM
DB00749,C0442874,0.5258,BLM
DB00622,C0008325,0.5258,BLM
DB00658,C0002878,0.5258,BLM
DB00204,C0018802,0.5258,BLM
DB01024,C0034150,0.5258,BLM
DB00175,C0029408,0.5258,BLM
DB06698,C0423791,0.5258,BLM
DB00659,C0026821,0.5258,BLM
DB00929,C0003855,0.5258,BLM
DB01117,C0442874,0.5258,BLM
DB00630,C0011175,0.5258,BLM
DB00331,C0497247,0.5258,BLM
DB00439,C0008325,0.5258,BLM
DB01149,C0151786,0.5258,BLM
DB00909,C0015402,0.5258,BLM
DB00658,C0041349,0.5258,BLM
DB01262,C0034065,0.5258,BLM
DB01008,C0149745,0.5257,BLM
DB06261,C0018790,0.5257,LapRLS
DB09065,C1456784,0.5257,BLM
DB00836,C0702166,0.5257,BLM
DB01136,C0015402,0.5257,BLM
DB00783,C0020621,0.5257,BLM
DB00575,C0206062,0.5257,BLM
DB08874,C0026961,0.5257,BLM
DB00630,C0497247,0.5257,BLM
DB06663,C0151539,0.5257,BLM
DB00572,C0027651,0.5257,BLM
DB04854,C0020672,0.5257,BLM
DB12091,C0042384,0.5257,BLM
DB00598,C0014868,0.5257,BLM
DB01241,C0017574,0.5257,BLM
