Drug1,Drug2,Prob,Method
DB00859,C0014457,0.2502,LapRLS
DB00720,C0027497,0.2502,LapRLS
DB00583,C0392525,0.2501,LapRLS
DB00544,C0043352,0.2499,LapRLS
DB00859,C0033975,0.2497,LapRLS
DB01236,C0026848,0.2496,LapRLS
DB01008,C0024282,0.2496,LapRLS
DB00597,C0002994,0.2494,LapRLS
DB01019,C0006277,0.2493,LapRLS
DB06698,C0020461,0.2493,LapRLS
DB00753,C0042514,0.2493,LapRLS
DB00859,C0032285,0.2491,LapRLS
DB00828,C2830004,0.2491,LapRLS
DB01008,C0007859,0.2491,LapRLS
DB00597,C0018926,0.249,LapRLS
DB00753,C0020580,0.249,LapRLS
DB00753,C0040822,0.249,LapRLS
DB00753,C0018926,0.2488,LapRLS
DB01236,C0003537,0.2487,LapRLS
DB01005,C0476273,0.2487,LapRLS
DB00316,C0020598,0.2482,LapRLS
DB04572,C0520966,0.2481,LapRLS
DB00659,C0042514,0.248,LapRLS
DB00720,C0023530,0.248,LapRLS
DB00316,C0013362,0.2479,LapRLS
DB00597,C0011849,0.2477,LapRLS
DB00996,C0011606,0.2475,LapRLS
DB00431,C0023530,0.2475,LapRLS
DB04572,C0038358,0.2473,LapRLS
DB00742,C0031154,0.2473,LapRLS
DB00727,C0151878,0.2473,LapRLS
DB00316,C0042571,0.2472,LapRLS
DB00727,C0011849,0.2471,LapRLS
DB00313,C1456784,0.2469,LapRLS
DB00130,C0004134,0.2469,LapRLS
DB06698,C0023530,0.2468,LapRLS
DB00478,C0575081,0.2466,LapRLS
DB00130,C0024282,0.2465,LapRLS
DB00313,C0011168,0.2465,LapRLS
DB01019,C0575081,0.2462,LapRLS
DB00659,C0040822,0.2462,LapRLS
DB00727,C0149745,0.24600000000000002,LapRLS
DB01080,C0392525,0.24600000000000002,LapRLS
DB00915,C0040264,0.2459,LapRLS
DB00313,C0018965,0.2459,LapRLS
DB11180,C0428977,0.2458,LapRLS
DB00855,C0162297,0.2458,LapRLS
DB06151,C0002994,0.2456,LapRLS
DB00316,C0151740,0.2456,LapRLS
DB06261,C0018099,0.2449,LapRLS
DB01236,C0042023,0.2447,LapRLS
DB00125,C0011168,0.2446,LapRLS
DB00753,C0039070,0.2446,LapRLS
DB00727,C0018099,0.2445,LapRLS
DB00125,C0030193,0.2444,LapRLS
DB00431,C0028738,0.2444,LapRLS
DB00859,C0013404,0.2444,LapRLS
DB00597,C0149745,0.2444,LapRLS
DB06261,C0026827,0.2443,LapRLS
DB00859,C0080274,0.2443,LapRLS
DB00753,C0017152,0.2443,LapRLS
DB01043,C0014591,0.2442,LapRLS
DB00753,C0017601,0.2438,LapRLS
DB00597,C0028734,0.2438,LapRLS
DB00659,C0013428,0.2437,LapRLS
DB00720,C2225524,0.2437,LapRLS
DB00478,C0014457,0.2436,LapRLS
DB11180,C0032326,0.2436,LapRLS
DB00478,C0018965,0.2436,LapRLS
DB00659,C0017574,0.2434,LapRLS
DB00316,C0017574,0.2433,LapRLS
DB00313,C0036572,0.2432,LapRLS
DB01008,C0042514,0.2432,LapRLS
DB11180,C0151740,0.2432,LapRLS
DB01236,C0008325,0.243,LapRLS
DB00431,C0017601,0.243,LapRLS
DB06698,C0003537,0.2428,LapRLS
DB00529,C0311468,0.2427,LapRLS
DB00659,C0162429,0.2427,LapRLS
DB00659,C0032326,0.2426,LapRLS
DB00753,C2225524,0.2424,LapRLS
DB00597,C0151878,0.2422,LapRLS
DB00658,C0023222,0.2421,LapRLS
DB11180,C0151603,0.2421,LapRLS
DB01008,C0020580,0.242,LapRLS
DB00597,C1456784,0.2419,LapRLS
DB00478,C0004238,0.2418,LapRLS
DB01019,C0032285,0.2417,LapRLS
DB04572,C0026827,0.2416,LapRLS
DB00753,C0032617,0.2415,LapRLS
DB00316,C0035309,0.2415,LapRLS
DB00316,C0002874,0.2415,LapRLS
DB00915,C0014457,0.2412,LapRLS
DB00720,C0042514,0.2411,LapRLS
DB00125,C0000731,0.2411,LapRLS
DB00659,C0026961,0.24100000000000002,LapRLS
DB01236,C0575081,0.2409,LapRLS
DB00431,C0338831,0.2409,LapRLS
DB11180,C0026848,0.2408,LapRLS
DB00125,C0034065,0.2407,LapRLS
DB00727,C0042571,0.2404,LapRLS
DB01008,C0242350,0.2404,LapRLS
DB06151,C0018021,0.2403,LapRLS
DB01043,C0392525,0.2402,LapRLS
DB00316,C2225524,0.2401,LapRLS
DB00753,C0085631,0.2401,LapRLS
DB00125,C0014868,0.2401,LapRLS
DB00727,C0520966,0.24,LapRLS
DB00478,C0151798,0.2399,LapRLS
DB00316,C0349506,0.2399,LapRLS
DB00659,C0151740,0.2397,LapRLS
DB06698,C0242350,0.2396,LapRLS
DB01080,C0030305,0.2395,LapRLS
DB00316,C0038454,0.2394,LapRLS
DB00187,C0030554,0.2393,LapRLS
DB01236,C0002874,0.2392,LapRLS
DB00597,C0014868,0.2392,LapRLS
DB01019,C0017181,0.2391,LapRLS
DB01019,C0085632,0.2391,LapRLS
DB00431,C0042024,0.2391,LapRLS
DB00627,C0009676,0.239,LapRLS
DB00727,C1384666,0.239,LapRLS
DB01236,C0025323,0.2389,LapRLS
DB00125,C0012569,0.2389,LapRLS
DB00720,C0026848,0.2388,LapRLS
DB00828,C0003537,0.2386,LapRLS
DB00316,C0013295,0.2386,LapRLS
DB00752,C0043352,0.2386,LapRLS
DB00742,C0008370,0.2385,LapRLS
DB11180,C0038454,0.2385,LapRLS
DB00478,C0011849,0.2383,LapRLS
DB06698,C0013595,0.2383,LapRLS
DB00478,C0030252,0.23800000000000002,LapRLS
DB00659,C0029408,0.23800000000000002,LapRLS
DB06261,C2225524,0.23800000000000002,LapRLS
DB00431,C0085605,0.2379,LapRLS
DB01008,C0085605,0.2379,LapRLS
DB01008,C0542571,0.2378,LapRLS
DB00720,C0028738,0.2378,LapRLS
DB00720,C0013595,0.2377,LapRLS
DB01236,C0015397,0.2377,LapRLS
DB00720,C0013428,0.2377,LapRLS
DB00316,C0000737,0.2377,LapRLS
DB00828,C0026961,0.2376,LapRLS
DB01019,C0018965,0.2375,LapRLS
DB00125,C0041657,0.2375,LapRLS
DB01236,C0029456,0.2375,LapRLS
DB11180,C0042267,0.2374,LapRLS
DB00659,C0028738,0.2373,LapRLS
DB01236,C0018021,0.2371,LapRLS
DB00828,C0036572,0.2371,LapRLS
DB00859,C0018965,0.2371,LapRLS
DB01008,C0025323,0.2371,LapRLS
DB01008,C0039070,0.237,LapRLS
DB00753,C0011991,0.2369,LapRLS
DB01043,C0151798,0.2368,LapRLS
DB00431,C0040046,0.2364,LapRLS
DB01080,C0014591,0.2363,LapRLS
DB00130,C0011849,0.2363,LapRLS
DB00627,C0008031,0.2362,LapRLS
DB01019,C0004134,0.2361,LapRLS
DB06698,C0043094,0.2361,LapRLS
DB00753,C0026961,0.2361,LapRLS
DB00710,C0013404,0.2361,LapRLS
DB00720,C0013295,0.23600000000000002,LapRLS
DB06261,C0003537,0.2359,LapRLS
DB01236,C3665347,0.2358,LapRLS
DB00659,C0034186,0.2355,LapRLS
DB00313,C0011849,0.2354,LapRLS
DB00720,C0151603,0.2352,LapRLS
DB00316,C0008350,0.2352,LapRLS
DB00859,C0042963,0.2351,LapRLS
DB00316,C0033975,0.235,LapRLS
DB00313,C0003864,0.235,LapRLS
DB00828,C0029408,0.2347,LapRLS
DB04572,C0086439,0.2347,LapRLS
DB00529,C0000737,0.2346,LapRLS
DB00720,C0034186,0.2346,LapRLS
DB06261,C0017152,0.2345,LapRLS
DB01236,C0013428,0.2344,LapRLS
DB00583,C3665386,0.2343,LapRLS
DB00478,C0009319,0.2342,LapRLS
DB01236,C0032617,0.2341,LapRLS
DB00720,C0002874,0.23399999999999999,LapRLS
DB01236,C0032326,0.2339,LapRLS
DB00125,C0017181,0.2338,LapRLS
DB11180,C0497156,0.2338,LapRLS
DB01008,C2225524,0.2337,LapRLS
DB11180,C0013428,0.2337,LapRLS
DB00915,C0423791,0.2337,LapRLS
DB00130,C0014868,0.2336,LapRLS
DB00720,C0032326,0.2336,LapRLS
DB00859,C0030305,0.2336,LapRLS
DB01236,C0013295,0.2336,LapRLS
DB06698,C0011168,0.2336,LapRLS
DB00431,C0042510,0.2335,LapRLS
DB01008,C0040822,0.2335,LapRLS
DB00727,C0028738,0.2335,LapRLS
DB00583,C0151798,0.2335,LapRLS
DB00996,C0017181,0.2334,LapRLS
DB00125,C0024282,0.2333,LapRLS
DB00727,C2830004,0.233,LapRLS
DB00544,C0015967,0.233,LapRLS
DB01080,C0011168,0.233,LapRLS
DB00316,C0037199,0.2329,LapRLS
DB00727,C0010692,0.2329,LapRLS
DB11180,C0151827,0.2328,LapRLS
DB11180,C0035309,0.2328,LapRLS
DB00720,C0038454,0.2328,LapRLS
DB00316,C0003962,0.2328,LapRLS
DB01213,C0020461,0.2326,LapRLS
DB00583,C0033975,0.2326,LapRLS
DB01236,C0017574,0.2326,LapRLS
DB00478,C0017181,0.2325,LapRLS
DB11180,C0029456,0.2325,LapRLS
DB01019,C0002994,0.2325,LapRLS
DB04871,C0008031,0.2325,LapRLS
DB00859,C0000731,0.23199999999999998,LapRLS
DB11180,C0017601,0.23199999999999998,LapRLS
DB00828,C0042024,0.23199999999999998,LapRLS
DB00996,C0020651,0.23199999999999998,LapRLS
DB06261,C0025323,0.2318,LapRLS
DB01019,C0024282,0.2318,LapRLS
DB00130,C1456784,0.2317,LapRLS
DB01080,C0018790,0.2317,LapRLS
DB01213,C0020621,0.2317,LapRLS
DB00720,C0242350,0.2317,LapRLS
DB00828,C0020676,0.2316,LapRLS
DB01050,C0015967,0.2315,LapRLS
DB00659,C0151603,0.2314,LapRLS
DB00753,C0025323,0.2313,LapRLS
DB00727,C0017152,0.2313,LapRLS
DB01236,C0086439,0.2313,LapRLS
DB00478,C0085631,0.2313,LapRLS
DB04572,C0042024,0.2313,LapRLS
DB06151,C0017152,0.2312,LapRLS
DB00431,C0017152,0.2312,LapRLS
DB06698,C0542571,0.2311,LapRLS
DB06151,C0151878,0.2309,LapRLS
DB11180,C0085584,0.2308,LapRLS
DB00316,C1384666,0.2308,LapRLS
DB06151,C0018099,0.2305,LapRLS
DB06151,C0428977,0.2303,LapRLS
DB04572,C0028734,0.2302,LapRLS
DB00125,C0085632,0.2298,LapRLS
DB00727,C0013295,0.2297,LapRLS
DB00431,C0025323,0.2297,LapRLS
DB01080,C0020651,0.2297,LapRLS
DB04572,C0020625,0.2296,LapRLS
DB00720,C0003864,0.2296,LapRLS
DB00753,C0033860,0.2296,LapRLS
DB00720,C0013362,0.2296,LapRLS
DB00597,C0017181,0.2296,LapRLS
DB04572,C2937350,0.2296,LapRLS
DB00431,C2225524,0.2296,LapRLS
DB00753,C0042024,0.2293,LapRLS
DB00753,C0003537,0.2293,LapRLS
DB04572,C0017152,0.2293,LapRLS
DB00828,C0024282,0.2293,LapRLS
DB00742,C0021843,0.2292,LapRLS
DB00187,C0009676,0.2291,LapRLS
DB00316,C0004144,0.2291,LapRLS
DB00828,C0151740,0.2289,LapRLS
DB00915,C0037274,0.2287,LapRLS
DB00659,C0015397,0.2286,LapRLS
DB01080,C0085605,0.2286,LapRLS
DB00597,C0520966,0.2285,LapRLS
DB01008,C0151603,0.2285,LapRLS
DB01080,C0009319,0.2284,LapRLS
DB00859,C0009319,0.2283,LapRLS
DB00720,C0008350,0.2283,LapRLS
DB00316,C0023052,0.2283,LapRLS
DB00130,C0011606,0.2283,LapRLS
DB01050,C0002792,0.2283,LapRLS
DB00125,C0014457,0.2281,LapRLS
DB00658,C0026821,0.228,LapRLS
DB01213,C0030312,0.2279,LapRLS
DB00431,C0028734,0.2277,LapRLS
DB01236,C0042024,0.2273,LapRLS
DB00720,C0040822,0.2271,LapRLS
DB00742,C1258215,0.2271,LapRLS
DB06151,C0026827,0.22699999999999998,LapRLS
DB00130,C0010692,0.22699999999999998,LapRLS
DB00727,C0085605,0.2269,LapRLS
DB00753,C0542571,0.2269,LapRLS
DB11180,C0020676,0.2269,LapRLS
DB00478,C0020625,0.2269,LapRLS
DB04572,C0014868,0.2269,LapRLS
DB11180,C0008325,0.2267,LapRLS
DB00313,C0338831,0.2263,LapRLS
DB06698,C0034186,0.2263,LapRLS
DB11180,C0032285,0.2263,LapRLS
DB00859,C2830004,0.2261,LapRLS
DB00915,C0030305,0.226,LapRLS
DB01019,C0026827,0.2259,LapRLS
DB00583,C0020625,0.2259,LapRLS
DB00659,C0004144,0.2257,LapRLS
DB00659,C0442874,0.2257,LapRLS
DB00478,C0039070,0.2256,LapRLS
DB06698,C0042571,0.2256,LapRLS
DB00828,C0030252,0.2256,LapRLS
DB00753,C0042345,0.2256,LapRLS
DB00583,C0030305,0.2255,LapRLS
DB00125,C0036572,0.2254,LapRLS
DB00316,C0020676,0.2254,LapRLS
DB00727,C0042345,0.2254,LapRLS
DB00583,C0037274,0.2253,LapRLS
DB00727,C0085631,0.2252,LapRLS
DB01080,C0038358,0.2251,LapRLS
DB06151,C0019270,0.2251,LapRLS
DB00753,C0019270,0.2251,LapRLS
DB00478,C0003864,0.2249,LapRLS
DB00478,C0080274,0.2248,LapRLS
DB00753,C0032326,0.2248,LapRLS
DB00125,C0011991,0.2247,LapRLS
DB00720,C0151740,0.2246,LapRLS
DB00828,C0029456,0.2245,LapRLS
DB00316,C0162429,0.2243,LapRLS
DB00753,C0013362,0.2243,LapRLS
DB00313,C0520966,0.2242,LapRLS
DB00720,C0004144,0.2241,LapRLS
DB01005,C0008370,0.2241,LapRLS
DB00753,C0018099,0.2241,LapRLS
DB00859,C0034065,0.22399999999999998,LapRLS
DB00431,C0520966,0.22399999999999998,LapRLS
DB00753,C0002874,0.22399999999999998,LapRLS
DB00659,C0349506,0.2239,LapRLS
DB00291,C0027497,0.2238,LapRLS
DB00583,C0080274,0.2236,LapRLS
DB00727,C0030252,0.2236,LapRLS
DB00125,C0011606,0.2236,LapRLS
DB00597,C0085605,0.2236,LapRLS
DB06151,C0011991,0.2235,LapRLS
DB06698,C0002874,0.2234,LapRLS
DB00529,C1258215,0.2233,LapRLS
DB11180,C0011071,0.2232,LapRLS
DB00125,C0040046,0.2232,LapRLS
DB11180,C0520966,0.2231,LapRLS
DB00431,C0349506,0.2231,LapRLS
DB00125,C0039070,0.2231,LapRLS
DB00727,C0033860,0.2231,LapRLS
DB00583,C0002994,0.2228,LapRLS
DB00859,C0039070,0.2227,LapRLS
DB00915,C0004604,0.2226,LapRLS
DB01019,C0042571,0.2226,LapRLS
DB06151,C0085605,0.2226,LapRLS
DB11180,C0003962,0.2224,LapRLS
DB01019,C0038358,0.2222,LapRLS
DB00828,C0575081,0.2221,LapRLS
DB00431,C0013428,0.222,LapRLS
DB00478,C0030305,0.222,LapRLS
DB01019,C0011606,0.2218,LapRLS
DB04572,C1384666,0.2218,LapRLS
DB06261,C0032617,0.2218,LapRLS
DB01043,C0043094,0.2216,LapRLS
DB00710,C0033774,0.2216,LapRLS
DB00597,C0338831,0.2215,LapRLS
DB00431,C0032326,0.2215,LapRLS
DB00431,C0032617,0.2214,LapRLS
DB00130,C0042571,0.2213,LapRLS
DB00915,C3665386,0.2212,LapRLS
DB00828,C0032326,0.221,LapRLS
DB00597,C0000731,0.221,LapRLS
DB01008,C0013295,0.221,LapRLS
DB01043,C0018926,0.221,LapRLS
DB00431,C0002874,0.221,LapRLS
DB00753,C0003864,0.2209,LapRLS
DB06151,C0242350,0.2209,LapRLS
DB11180,C0000731,0.2208,LapRLS
DB00187,C0002792,0.2208,LapRLS
DB00125,C0575081,0.2207,LapRLS
DB00478,C0520966,0.2206,LapRLS
DB00316,C0030920,0.2206,LapRLS
DB01080,C0039070,0.2206,LapRLS
DB01008,C0032617,0.2205,LapRLS
DB00720,C0030252,0.2204,LapRLS
DB06698,C0033860,0.2203,LapRLS
DB00727,C0042510,0.2202,LapRLS
DB00313,C0085584,0.2202,LapRLS
DB00583,C0020651,0.2201,LapRLS
DB00742,C0162297,0.2201,LapRLS
DB00727,C0020580,0.2197,LapRLS
DB00125,C0002418,0.2197,LapRLS
DB00125,C0027497,0.2196,LapRLS
DB00742,C0030196,0.2196,LapRLS
DB01080,C0002418,0.2195,LapRLS
DB06698,C0029456,0.2195,LapRLS
DB00720,C0007859,0.2193,LapRLS
DB00727,C0017181,0.2193,LapRLS
DB00915,C0014591,0.2192,LapRLS
DB00915,C0032285,0.21899999999999997,LapRLS
DB00597,C0086439,0.2186,LapRLS
DB00859,C0037199,0.2184,LapRLS
DB06698,C0018418,0.2183,LapRLS
DB00964,C0042963,0.2183,LapRLS
DB00859,C0004134,0.2182,LapRLS
DB00431,C0242350,0.2182,LapRLS
DB06261,C0004134,0.2181,LapRLS
DB06261,C0042345,0.218,LapRLS
DB06698,C0008350,0.2179,LapRLS
DB01236,C0024282,0.2179,LapRLS
DB00494,C0015230,0.2178,LapRLS
DB06261,C0032285,0.2177,LapRLS
DB00478,C0040264,0.2177,LapRLS
DB00727,C0003537,0.2177,LapRLS
DB00125,C0520966,0.2177,LapRLS
DB01043,C0011606,0.2176,LapRLS
DB06698,C0008325,0.2176,LapRLS
DB00727,C0042514,0.2175,LapRLS
DB01005,C0031154,0.2175,LapRLS
DB00720,C0520966,0.2174,LapRLS
DB06698,C0032326,0.2173,LapRLS
DB06151,C0018790,0.2173,LapRLS
DB06261,C0042514,0.2172,LapRLS
DB00583,C0012569,0.2171,LapRLS
DB00316,C0018991,0.2171,LapRLS
DB00313,C0042571,0.2171,LapRLS
DB01008,C0029408,0.2169,LapRLS
DB01080,C0014457,0.2168,LapRLS
DB00753,C0034186,0.2168,LapRLS
DB00859,C0020651,0.2167,LapRLS
DB00828,C0035309,0.2167,LapRLS
DB00753,C0740394,0.2167,LapRLS
DB00659,C0011253,0.2167,LapRLS
DB00313,C0018926,0.2166,LapRLS
DB00828,C0038454,0.2165,LapRLS
DB00529,C0031154,0.2164,LapRLS
DB00859,C0027051,0.2164,LapRLS
DB00659,C0010692,0.2163,LapRLS
DB00727,C0040046,0.2163,LapRLS
DB00753,C0151603,0.2163,LapRLS
DB00313,C0010692,0.2163,LapRLS
DB00859,C0575081,0.2162,LapRLS
DB00727,C0000731,0.2162,LapRLS
DB00727,C2225524,0.2162,LapRLS
DB06261,C0242350,0.2161,LapRLS
DB00627,C0000731,0.2159,LapRLS
DB00915,C0017181,0.2159,LapRLS
DB06151,C1384666,0.2159,LapRLS
DB11180,C0011849,0.2158,LapRLS
DB00659,C0018991,0.2158,LapRLS
DB00313,C0029408,0.2158,LapRLS
DB00145,C0030196,0.2157,LapRLS
DB00478,C0002418,0.2156,LapRLS
DB00316,C0151699,0.2155,LapRLS
DB01019,C0017152,0.2154,LapRLS
DB06151,C0000737,0.2154,LapRLS
DB01080,C0013595,0.2154,LapRLS
DB00859,C0002418,0.2151,LapRLS
DB00125,C0004238,0.2149,LapRLS
DB01236,C0020580,0.2149,LapRLS
DB04572,C0428977,0.2148,LapRLS
DB00720,C0035309,0.2148,LapRLS
DB00130,C0086439,0.2148,LapRLS
DB00187,C0043352,0.2148,LapRLS
DB00753,C0037199,0.2147,LapRLS
DB01008,C0497156,0.2147,LapRLS
DB06261,C0013295,0.2147,LapRLS
DB06698,C0030252,0.2146,LapRLS
DB06261,C0151603,0.2145,LapRLS
DB00859,C0003864,0.2144,LapRLS
DB00125,C0428977,0.2142,LapRLS
DB11180,C0020615,0.2142,LapRLS
DB00727,C0002994,0.2141,LapRLS
DB11180,C0152227,0.2141,LapRLS
DB00720,C0010692,0.2141,LapRLS
DB00316,C0032326,0.2139,LapRLS
DB00125,C0392525,0.2139,LapRLS
DB01008,C0018418,0.2138,LapRLS
DB06151,C0040822,0.2138,LapRLS
DB00597,C0344232,0.2137,LapRLS
DB00727,C0025323,0.2136,LapRLS
DB04572,C0019270,0.2135,LapRLS
DB00597,C0030252,0.2135,LapRLS
DB00130,C0085584,0.2134,LapRLS
DB00431,C0151740,0.2134,LapRLS
DB06261,C0011168,0.2133,LapRLS
DB00478,C0086439,0.2132,LapRLS
DB01008,C2937350,0.2131,LapRLS
DB00753,C0017574,0.2131,LapRLS
DB00478,C0085584,0.2131,LapRLS
DB01236,C0037299,0.213,LapRLS
DB00125,C2830004,0.213,LapRLS
DB00130,C3665347,0.2129,LapRLS
DB06698,C0035309,0.2129,LapRLS
DB00130,C0003864,0.2127,LapRLS
DB00828,C0032617,0.2127,LapRLS
DB00859,C0040822,0.2126,LapRLS
DB00752,C0015230,0.2126,LapRLS
DB00478,C0344232,0.2126,LapRLS
DB00130,C0018926,0.2126,LapRLS
DB00316,C0015732,0.2125,LapRLS
DB00478,C0017152,0.2123,LapRLS
DB06151,C0151603,0.2123,LapRLS
DB01019,C0012569,0.2122,LapRLS
DB11180,C0018991,0.2122,LapRLS
DB06698,C0151636,0.2122,LapRLS
DB00828,C0003962,0.2121,LapRLS
DB00720,C0029456,0.2121,LapRLS
DB01005,C1258215,0.212,LapRLS
DB00316,C0442874,0.2118,LapRLS
DB00659,C0035309,0.2118,LapRLS
DB00720,C0040046,0.2118,LapRLS
DB06261,C0151740,0.2116,LapRLS
DB01050,C0015230,0.2113,LapRLS
DB00130,C2937350,0.2112,LapRLS
DB00727,C0242350,0.2112,LapRLS
DB01236,C0497156,0.2112,LapRLS
DB00915,C0030193,0.2111,LapRLS
DB01008,C0013362,0.2111,LapRLS
DB00431,C0026848,0.21100000000000002,LapRLS
DB00316,C0151517,0.2109,LapRLS
DB01019,C2937350,0.2108,LapRLS
DB01008,C0037036,0.2107,LapRLS
DB00720,C0018418,0.2107,LapRLS
DB04572,C0149745,0.2105,LapRLS
DB00130,C0020625,0.2105,LapRLS
DB00597,C0013295,0.2104,LapRLS
DB00431,C0020580,0.2103,LapRLS
DB04572,C0085632,0.2102,LapRLS
DB00316,C0042267,0.2101,LapRLS
DB00720,C0042345,0.21,LapRLS
DB06261,C0011991,0.2099,LapRLS
DB11180,C0042024,0.2099,LapRLS
DB00855,C0001339,0.2098,LapRLS
DB00458,C0020649,0.2096,LapRLS
DB11180,C0151517,0.2096,LapRLS
DB00583,C0085584,0.2093,LapRLS
DB06698,C0026848,0.2093,LapRLS
DB00964,C0917801,0.2093,LapRLS
DB00316,C0018418,0.2092,LapRLS
DB01008,C0003537,0.2092,LapRLS
DB06151,C0003537,0.2091,LapRLS
DB00529,C0476273,0.2091,LapRLS
DB00583,C0040822,0.2091,LapRLS
DB00597,C0004238,0.2091,LapRLS
DB00659,C0015732,0.2089,LapRLS
DB00964,C0020649,0.2089,LapRLS
DB04871,C0042109,0.2088,LapRLS
DB00544,C0423791,0.2088,LapRLS
DB00431,C0003537,0.2087,LapRLS
DB00659,C0702166,0.2087,LapRLS
DB06261,C0042510,0.2087,LapRLS
DB00583,C0020580,0.2085,LapRLS
DB00478,C0042571,0.2085,LapRLS
DB04572,C0151878,0.2084,LapRLS
DB01008,C0002874,0.2084,LapRLS
DB00597,C0004604,0.2083,LapRLS
DB00720,C0032617,0.2083,LapRLS
DB04572,C0018021,0.2083,LapRLS
DB00583,C0011849,0.2083,LapRLS
DB06151,C0042345,0.2082,LapRLS
DB00735,C0027497,0.2082,LapRLS
DB00727,C0338831,0.2081,LapRLS
DB06151,C0020461,0.2081,LapRLS
DB06151,C0025323,0.2078,LapRLS
DB00753,C0011071,0.2077,LapRLS
DB06151,C0017574,0.2077,LapRLS
DB00658,C0233763,0.2075,LapRLS
DB11180,C0037036,0.2075,LapRLS
DB00431,C0013295,0.2074,LapRLS
DB00187,C0015230,0.2074,LapRLS
DB01019,C0014868,0.2074,LapRLS
DB00431,C0034186,0.2073,LapRLS
DB00659,C0017565,0.2072,LapRLS
DB00753,C0035309,0.2072,LapRLS
DB08826,C0917801,0.2072,LapRLS
DB00583,C0000731,0.2071,LapRLS
DB06151,C0008325,0.207,LapRLS
DB01189,C0546817,0.2069,LapRLS
DB01043,C0542571,0.2069,LapRLS
DB00431,C0740394,0.2068,LapRLS
DB00659,C0376545,0.2067,LapRLS
DB01008,C0008325,0.2067,LapRLS
DB01080,C0023530,0.2065,LapRLS
DB04572,C0009319,0.2064,LapRLS
DB01043,C0038358,0.2063,LapRLS
DB01008,C0151740,0.2063,LapRLS
DB06698,C0151740,0.2062,LapRLS
DB06261,C0029456,0.2062,LapRLS
DB04572,C0018790,0.2061,LapRLS
DB01005,C0041834,0.20600000000000002,LapRLS
DB01050,C0043352,0.20600000000000002,LapRLS
DB01236,C0007859,0.20600000000000002,LapRLS
DB00313,C0014868,0.20600000000000002,LapRLS
DB00478,C1384666,0.2059,LapRLS
DB06151,C0032617,0.2059,LapRLS
DB08826,C0043352,0.2058,LapRLS
DB00720,C0042023,0.2058,LapRLS
DB00659,C0038454,0.2058,LapRLS
DB00828,C0004144,0.2058,LapRLS
DB00659,C0030920,0.2057,LapRLS
DB06698,C0010692,0.2056,LapRLS
DB00859,C0038358,0.2056,LapRLS
DB00583,C0018965,0.2056,LapRLS
DB00753,C0038454,0.2055,LapRLS
DB00313,C2937350,0.2055,LapRLS
DB00478,C0542571,0.2055,LapRLS
DB06698,C0038454,0.2054,LapRLS
DB00316,C0020473,0.2054,LapRLS
DB00828,C0018418,0.2052,LapRLS
DB01236,C0023052,0.2051,LapRLS
DB00727,C0040822,0.205,LapRLS
DB00478,C0023530,0.2048,LapRLS
DB00597,C0009319,0.2047,LapRLS
DB00859,C0017152,0.2046,LapRLS
DB01043,C0029408,0.2046,LapRLS
DB01043,C0002994,0.2046,LapRLS
DB00478,C0026827,0.2045,LapRLS
DB00659,C0018418,0.2045,LapRLS
DB04572,C0020580,0.2044,LapRLS
DB00597,C2225524,0.2044,LapRLS
DB00313,C0030252,0.2043,LapRLS
DB00844,C0027497,0.2043,LapRLS
DB01236,C0011071,0.2043,LapRLS
DB00597,C1384666,0.2043,LapRLS
DB04871,C0033774,0.2042,LapRLS
DB06261,C0035309,0.2039,LapRLS
DB00583,C0014457,0.2038,LapRLS
DB00431,C0151603,0.2038,LapRLS
DB01043,C0014868,0.2037,LapRLS
DB00187,C0013604,0.2037,LapRLS
DB01080,C0011606,0.2036,LapRLS
DB06261,C0008350,0.2035,LapRLS
DB00828,C0043144,0.2035,LapRLS
DB01189,C0021843,0.2034,LapRLS
DB06151,C0033860,0.2034,LapRLS
DB01080,C0013428,0.2034,LapRLS
DB00828,C0152227,0.2033,LapRLS
DB04572,C0085605,0.2033,LapRLS
DB00753,C0497156,0.2032,LapRLS
DB06698,C0003873,0.2032,LapRLS
DB00431,C0018418,0.2031,LapRLS
DB00583,C0085632,0.2031,LapRLS
DB00627,C0020456,0.2028,LapRLS
DB11180,C0003873,0.2027,LapRLS
DB00313,C0149745,0.2027,LapRLS
DB00828,C0019270,0.2026,LapRLS
DB11180,C0151699,0.2025,LapRLS
DB00544,C0009676,0.2025,LapRLS
DB11180,C0011253,0.2024,LapRLS
DB01162,C0042963,0.2024,LapRLS
DB00431,C0029456,0.2021,LapRLS
DB04572,C0018099,0.20199999999999999,LapRLS
DB01019,C0013595,0.2019,LapRLS
DB00583,C0014868,0.2019,LapRLS
DB00720,C0151878,0.2019,LapRLS
DB00285,C0037274,0.2018,LapRLS
DB00583,C0428977,0.2018,LapRLS
DB06151,C0013295,0.2017,LapRLS
DB00727,C3665347,0.2017,LapRLS
DB06261,C0013362,0.2016,LapRLS
DB04572,C0042510,0.2016,LapRLS
DB00431,C0008325,0.2015,LapRLS
DB01236,C0013362,0.2014,LapRLS
DB00478,C0338831,0.2014,LapRLS
DB00187,C0020651,0.2014,LapRLS
DB01019,C0004238,0.2013,LapRLS
DB00915,C0012569,0.2013,LapRLS
DB00753,C0023052,0.2013,LapRLS
DB00727,C0575081,0.2011,LapRLS
DB06698,C0349506,0.201,LapRLS
