Drug1,Drug2,Prob,Method
DB00828,C0017181,0.3326,LapRLS
DB00720,C0030305,0.332,LapRLS
DB04572,C3665386,0.3317,LapRLS
DB00544,C0042109,0.3311,LapRLS
DB01213,C0085682,0.331,LapRLS
DB00597,C0018965,0.3303,LapRLS
DB06698,C0017181,0.3301,LapRLS
DB00727,C0015672,0.3294,LapRLS
DB01236,C0020625,0.3292,LapRLS
DB01236,C0018965,0.3292,LapRLS
DB01236,C1456784,0.3291,LapRLS
DB00316,C0028734,0.3288,LapRLS
DB00478,C0030193,0.3285,LapRLS
DB06698,C0006277,0.3284,LapRLS
DB00859,C0009676,0.3282,LapRLS
DB00431,C0036572,0.3281,LapRLS
DB00828,C0026827,0.3281,LapRLS
DB00431,C0006277,0.3281,LapRLS
DB00597,C0085632,0.3279,LapRLS
DB06261,C0017181,0.3279,LapRLS
DB06698,C0032285,0.3277,LapRLS
DB06261,C0023530,0.3275,LapRLS
DB00313,C3665386,0.327,LapRLS
DB06698,C0011606,0.3269,LapRLS
DB01019,C0041657,0.3266,LapRLS
DB11180,C0086439,0.3265,LapRLS
DB00130,C0043094,0.3263,LapRLS
DB00720,C0011849,0.3257,LapRLS
DB04572,C0085631,0.3255,LapRLS
DB01019,C2830004,0.3253,LapRLS
DB00753,C0026827,0.3252,LapRLS
DB00753,C0023530,0.3251,LapRLS
DB00316,C0242350,0.325,LapRLS
DB01008,C0020625,0.3249,LapRLS
DB11180,C2937350,0.3248,LapRLS
DB00478,C0011168,0.3248,LapRLS
DB04572,C0392525,0.3247,LapRLS
DB00316,C0520966,0.3247,LapRLS
DB04572,C0004604,0.3244,LapRLS
DB01008,C0034065,0.3243,LapRLS
DB01019,C0014591,0.3243,LapRLS
DB01080,C0002962,0.3242,LapRLS
DB00753,C0520966,0.3238,LapRLS
DB00431,C0011849,0.3237,LapRLS
DB00727,C0004604,0.3236,LapRLS
DB00855,C0003123,0.3233,LapRLS
DB00659,C0004134,0.3233,LapRLS
DB00753,C0018965,0.3232,LapRLS
DB00720,C0002994,0.3232,LapRLS
DB00130,C0011168,0.3229,LapRLS
DB01236,C0011849,0.3228,LapRLS
DB01008,C0023530,0.3225,LapRLS
DB00720,C3665386,0.3225,LapRLS
DB00720,C0086439,0.3225,LapRLS
DB00316,C0040264,0.3222,LapRLS
DB00431,C0575081,0.3221,LapRLS
DB04572,C0151798,0.3219,LapRLS
DB00431,C0003864,0.3219,LapRLS
DB04572,C0034065,0.3219,LapRLS
DB00316,C0149745,0.3218,LapRLS
DB06698,C0020651,0.3217,LapRLS
DB00431,C0002994,0.3216,LapRLS
DB00431,C0024282,0.3215,LapRLS
DB11180,C0013595,0.3207,LapRLS
DB01236,C0040264,0.3205,LapRLS
DB00753,C0085649,0.3202,LapRLS
DB00478,C0423791,0.32,LapRLS
DB01019,C1456784,0.32,LapRLS
DB00125,C0080274,0.3199,LapRLS
DB00720,C0017152,0.3199,LapRLS
DB00431,C0012569,0.3198,LapRLS
DB06261,C0542571,0.319,LapRLS
DB01008,C0002418,0.3189,LapRLS
DB00478,C0033975,0.3188,LapRLS
DB00720,C0085631,0.3185,LapRLS
DB00720,C0018926,0.3184,LapRLS
DB00431,C0042571,0.3184,LapRLS
DB00597,C3665386,0.3183,LapRLS
DB04572,C1456784,0.3183,LapRLS
DB00828,C0011849,0.3176,LapRLS
DB11180,C0242350,0.3176,LapRLS
DB00855,C0031154,0.3171,LapRLS
DB06698,C0040822,0.3164,LapRLS
DB06261,C0085631,0.3164,LapRLS
DB01019,C0030554,0.3163,LapRLS
DB00544,C0917801,0.3163,LapRLS
DB01080,C0030193,0.3161,LapRLS
DB04572,C0026826,0.3161,LapRLS
DB00597,C0232461,0.3158,LapRLS
DB00478,C0020651,0.3157,LapRLS
DB00316,C0020625,0.3157,LapRLS
DB00431,C0040822,0.3155,LapRLS
DB06261,C0043094,0.3152,LapRLS
DB00727,C0026827,0.3149,LapRLS
DB04572,C0041657,0.3149,LapRLS
DB00720,C0020625,0.3149,LapRLS
DB00658,C0234632,0.3149,LapRLS
DB01213,C0003862,0.3146,LapRLS
DB01236,C1384666,0.3145,LapRLS
DB00130,C0085649,0.3145,LapRLS
DB01008,C0009319,0.3144,LapRLS
DB11180,C0039070,0.3144,LapRLS
DB00316,C0010692,0.3143,LapRLS
DB04572,C0039070,0.3142,LapRLS
DB01008,C0002994,0.3142,LapRLS
DB00316,C0338831,0.3142,LapRLS
DB01236,C0012569,0.3139,LapRLS
DB11180,C0029408,0.3138,LapRLS
DB06151,C0020625,0.3138,LapRLS
DB04572,C0043094,0.3134,LapRLS
DB06261,C0011849,0.3132,LapRLS
DB00130,C0014591,0.313,LapRLS
DB00720,C0039070,0.3129,LapRLS
DB06698,C0003864,0.3124,LapRLS
DB00753,C0020625,0.3123,LapRLS
DB00431,C0032285,0.3122,LapRLS
DB00316,C0151878,0.3121,LapRLS
DB00720,C0004134,0.3119,LapRLS
DB00659,C0004238,0.3119,LapRLS
DB06261,C0024282,0.3118,LapRLS
DB00316,C0032285,0.3111,LapRLS
DB04572,C0013595,0.311,LapRLS
DB06151,C0575081,0.3108,LapRLS
DB01189,C1258215,0.3107,LapRLS
DB00431,C0026827,0.3103,LapRLS
DB00316,C0018021,0.3101,LapRLS
DB00313,C0085632,0.31,LapRLS
DB00828,C0018926,0.31,LapRLS
DB00753,C0036572,0.3098,LapRLS
DB11180,C0014457,0.3095,LapRLS
DB00130,C0085632,0.3094,LapRLS
DB06151,C0041657,0.3093,LapRLS
DB00727,C0002418,0.3091,LapRLS
DB00130,C0040822,0.309,LapRLS
DB00431,C0004134,0.3089,LapRLS
DB00130,C0014457,0.3087,LapRLS
DB06261,C0038358,0.3085,LapRLS
DB00720,C0428977,0.3084,LapRLS
DB06698,C0011849,0.3084,LapRLS
DB11180,C0151878,0.3084,LapRLS
DB00431,C0018965,0.3079,LapRLS
DB00316,C0020461,0.3077,LapRLS
DB11180,C0014868,0.3076,LapRLS
DB00316,C0014457,0.3076,LapRLS
DB01008,C0041657,0.3076,LapRLS
DB00727,C0024282,0.3072,LapRLS
DB06698,C0020580,0.3072,LapRLS
DB00727,C0004238,0.3071,LapRLS
DB06698,C0009319,0.307,LapRLS
DB00316,C0018965,0.3068,LapRLS
DB00125,C0424295,0.3067,LapRLS
DB00659,C0037199,0.3066,LapRLS
DB00753,C0034065,0.3063,LapRLS
DB00720,C2937350,0.3062,LapRLS
DB06151,C0014868,0.3056,LapRLS
DB06151,C0012569,0.3056,LapRLS
DB00828,C0014868,0.3055,LapRLS
DB00753,C0011849,0.3053,LapRLS
DB00859,C0013604,0.3051,LapRLS
DB00125,C1456784,0.3048,LapRLS
DB01008,C0013595,0.3044,LapRLS
DB00130,C0034065,0.3043,LapRLS
DB00828,C0017152,0.3043,LapRLS
DB00125,C0085649,0.3043,LapRLS
DB00727,C0006277,0.3041,LapRLS
DB11180,C0018021,0.304,LapRLS
DB00727,C0011168,0.3039,LapRLS
DB11180,C0149745,0.3038,LapRLS
DB00125,C0042109,0.3037,LapRLS
DB01019,C0151798,0.3035,LapRLS
DB00828,C0004134,0.3035,LapRLS
DB06698,C0086439,0.3033,LapRLS
DB01236,C2937350,0.3031,LapRLS
DB11180,C0020625,0.303,LapRLS
DB00316,C0085632,0.3028,LapRLS
DB01236,C0014868,0.3027,LapRLS
DB00727,C0012569,0.3026,LapRLS
DB00753,C0011606,0.3025,LapRLS
DB00828,C0022346,0.3024,LapRLS
DB00130,C0151798,0.3022,LapRLS
DB01019,C0040264,0.3022,LapRLS
DB06698,C2937350,0.302,LapRLS
DB11180,C0010692,0.302,LapRLS
DB00478,C0018790,0.3019,LapRLS
DB06261,C0086439,0.3017,LapRLS
DB00753,C0038358,0.3016,LapRLS
DB06698,C0038358,0.301,LapRLS
DB06151,C0085632,0.301,LapRLS
DB00753,C2830004,0.3009,LapRLS
DB00828,C0149745,0.3009,LapRLS
DB01236,C0042963,0.3008,LapRLS
DB01236,C0085584,0.3006,LapRLS
DB01019,C3665386,0.3004,LapRLS
DB11180,C0042514,0.3002,LapRLS
DB00515,C0027497,0.3,LapRLS
DB00720,C0149745,0.2999,LapRLS
DB00828,C3665347,0.2997,LapRLS
DB00720,C0011606,0.2997,LapRLS
DB00753,C0151878,0.2995,LapRLS
DB00478,C0000731,0.2994,LapRLS
DB00915,C0424295,0.2994,LapRLS
DB00658,C0520888,0.2994,LapRLS
DB00720,C3665347,0.2993,LapRLS
DB06698,C0002994,0.299,LapRLS
DB00431,C0013595,0.2986,LapRLS
DB00125,C0085631,0.2986,LapRLS
DB01008,C0575081,0.2983,LapRLS
DB00316,C0017601,0.2982,LapRLS
DB00753,C0086439,0.2981,LapRLS
DB06151,C0004134,0.2979,LapRLS
DB00316,C0009319,0.2975,LapRLS
DB00316,C0028738,0.2975,LapRLS
DB04572,C0014457,0.2974,LapRLS
DB01043,C0015967,0.2972,LapRLS
DB00597,C0014457,0.2971,LapRLS
DB01019,C0039070,0.2971,LapRLS
DB00855,C0476273,0.297,LapRLS
DB00130,C0036572,0.297,LapRLS
DB00727,C0542571,0.297,LapRLS
DB01236,C0028734,0.2966,LapRLS
DB04572,C0033975,0.2966,LapRLS
DB00313,C0000731,0.2965,LapRLS
DB00130,C0040264,0.2964,LapRLS
DB00855,C1258215,0.2964,LapRLS
DB00316,C0019270,0.2963,LapRLS
DB06151,C0024282,0.2962,LapRLS
DB06775,C0027497,0.2959,LapRLS
DB00316,C0018099,0.2958,LapRLS
DB11180,C0080274,0.2954,LapRLS
DB01008,C0026827,0.2953,LapRLS
DB00478,C0026826,0.2952,LapRLS
DB00828,C0028734,0.2952,LapRLS
DB04572,C0040822,0.2952,LapRLS
DB00125,C0033975,0.2949,LapRLS
DB01008,C0004134,0.2948,LapRLS
DB06594,C0027497,0.2946,LapRLS
DB00130,C0039070,0.2944,LapRLS
DB01019,C0013404,0.2943,LapRLS
DB01008,C0017181,0.2943,LapRLS
DB06261,C0020580,0.2942,LapRLS
DB00316,C0042345,0.2942,LapRLS
DB01236,C0002994,0.2941,LapRLS
DB01080,C0003123,0.294,LapRLS
DB00431,C0038358,0.294,LapRLS
DB00431,C0017181,0.2936,LapRLS
DB00130,C0033975,0.2936,LapRLS
DB00478,C0036572,0.2935,LapRLS
DB06151,C0040046,0.2934,LapRLS
DB00727,C0085632,0.293,LapRLS
DB06698,C0034065,0.2929,LapRLS
DB01236,C0542571,0.2926,LapRLS
DB00727,C0030193,0.2925,LapRLS
DB01008,C0012569,0.2924,LapRLS
DB00313,C0041657,0.2923,LapRLS
DB00544,C0002792,0.2923,LapRLS
DB11180,C0018099,0.2922,LapRLS
DB06698,C0520966,0.2921,LapRLS
DB00828,C0011606,0.292,LapRLS
DB01019,C0026826,0.2918,LapRLS
DB00230,C0015230,0.2915,LapRLS
DB00859,C1456784,0.2914,LapRLS
DB00431,C0018926,0.2913,LapRLS
DB00720,C0019270,0.2913,LapRLS
DB06261,C0020625,0.2913,LapRLS
DB06261,C0018926,0.2912,LapRLS
DB00431,C0086439,0.2911,LapRLS
DB06261,C0013595,0.2909,LapRLS
DB06698,C0018926,0.2909,LapRLS
DB01236,C0011991,0.2909,LapRLS
DB00478,C0040822,0.2908,LapRLS
DB00753,C0013595,0.2906,LapRLS
DB00915,C0002962,0.2905,LapRLS
DB00187,C0008031,0.2904,LapRLS
DB00727,C0032285,0.2902,LapRLS
DB01213,C0520888,0.2902,LapRLS
DB00597,C2830004,0.2902,LapRLS
DB01008,C0003864,0.2901,LapRLS
DB00658,C0220981,0.2899,LapRLS
DB00855,C0231528,0.2898,LapRLS
DB00316,C0042510,0.2894,LapRLS
DB01236,C0018926,0.2892,LapRLS
DB01213,C0021843,0.2889,LapRLS
DB01236,C0004238,0.2887,LapRLS
DB01008,C0015397,0.2885,LapRLS
DB06698,C0151798,0.2884,LapRLS
DB01008,C0014868,0.2879,LapRLS
DB00727,C0040264,0.2877,LapRLS
DB11180,C0019270,0.2877,LapRLS
DB00753,C0010692,0.2877,LapRLS
DB00753,C0040479,0.2877,LapRLS
DB00753,C2937350,0.2876,LapRLS
DB06261,C0011606,0.2871,LapRLS
DB01236,C0041657,0.287,LapRLS
DB06151,C0017181,0.2869,LapRLS
DB00659,C0040479,0.2868,LapRLS
DB00828,C0010692,0.2867,LapRLS
DB00727,C0038358,0.2866,LapRLS
DB00316,C0024282,0.2864,LapRLS
DB01080,C0424295,0.2863,LapRLS
DB01043,C0030252,0.2863,LapRLS
DB00828,C0151878,0.2862,LapRLS
DB00659,C0428977,0.2861,LapRLS
DB00130,C0018965,0.28600000000000003,LapRLS
DB00130,C0424295,0.28600000000000003,LapRLS
DB00720,C0028734,0.2859,LapRLS
DB01236,C0149745,0.2859,LapRLS
DB00727,C0013595,0.2859,LapRLS
DB00125,C3665386,0.2858,LapRLS
DB00125,C0003123,0.2858,LapRLS
DB04572,C0036572,0.2856,LapRLS
DB00313,C0020651,0.2856,LapRLS
DB00431,C3665347,0.2855,LapRLS
DB04572,C0032285,0.2854,LapRLS
DB06151,C0085631,0.2854,LapRLS
DB00915,C0010200,0.2853,LapRLS
DB00828,C0018021,0.2852,LapRLS
DB06698,C0018021,0.2851,LapRLS
DB00753,C0085584,0.2845,LapRLS
DB00659,C0042024,0.2844,LapRLS
DB00478,C0012569,0.2844,LapRLS
DB00828,C0037199,0.2844,LapRLS
DB00753,C0040264,0.2843,LapRLS
DB00478,C0085632,0.2842,LapRLS
DB00727,C0023530,0.2842,LapRLS
DB06698,C0019270,0.2842,LapRLS
DB01080,C0020456,0.2842,LapRLS
DB01189,C0030196,0.2842,LapRLS
DB00313,C0002962,0.284,LapRLS
DB00720,C0018099,0.2839,LapRLS
DB00583,C0009676,0.2838,LapRLS
DB00313,C0080274,0.2836,LapRLS
DB00130,C0017181,0.2834,LapRLS
DB01236,C0338831,0.2833,LapRLS
DB00859,C0040264,0.2833,LapRLS
DB01019,C0030305,0.2831,LapRLS
DB00313,C0037274,0.2831,LapRLS
DB06261,C0037199,0.28300000000000003,LapRLS
DB00915,C2830004,0.2829,LapRLS
DB00859,C0232461,0.2828,LapRLS
DB00316,C0018926,0.2828,LapRLS
DB06151,C0003864,0.2826,LapRLS
DB00431,C1384666,0.2825,LapRLS
DB06261,C3665386,0.2824,LapRLS
DB01008,C0011849,0.2824,LapRLS
DB00478,C0014591,0.2823,LapRLS
DB00658,C0700225,0.2822,LapRLS
DB06698,C0428977,0.2822,LapRLS
DB06261,C0003864,0.2821,LapRLS
DB00478,C1456784,0.282,LapRLS
DB00478,C0041657,0.282,LapRLS
DB00478,C0034065,0.282,LapRLS
DB01019,C0392525,0.2818,LapRLS
DB01019,C0034065,0.2817,LapRLS
DB00597,C0011606,0.2816,LapRLS
DB00859,C0424295,0.2816,LapRLS
DB00478,C0013595,0.2815,LapRLS
DB00431,C0428977,0.2814,LapRLS
DB00130,C3665386,0.2813,LapRLS
DB00187,C0917801,0.2812,LapRLS
DB01043,C0338831,0.2811,LapRLS
DB00753,C0029408,0.281,LapRLS
DB00828,C0042571,0.2807,LapRLS
DB00583,C0011168,0.2807,LapRLS
DB01236,C0030252,0.2806,LapRLS
DB06151,C0030193,0.2804,LapRLS
DB00855,C0008370,0.2804,LapRLS
DB00828,C2937350,0.2803,LapRLS
DB00727,C0004134,0.28,LapRLS
DB00720,C0042571,0.2799,LapRLS
DB01236,C0018099,0.2799,LapRLS
DB00753,C0042571,0.2799,LapRLS
DB00855,C0234632,0.2797,LapRLS
DB00313,C0026826,0.2795,LapRLS
DB00478,C0004134,0.2795,LapRLS
DB11180,C0042345,0.2794,LapRLS
DB00130,C0041657,0.2793,LapRLS
DB00828,C0002418,0.2792,LapRLS
DB00859,C0037274,0.2791,LapRLS
DB01236,C0014591,0.27899999999999997,LapRLS
DB00659,C0151878,0.27899999999999997,LapRLS
DB01019,C0085649,0.2785,LapRLS
DB11180,C0028734,0.2783,LapRLS
DB06261,C0042109,0.2783,LapRLS
DB00478,C0002962,0.2778,LapRLS
DB00125,C0014591,0.2778,LapRLS
DB00828,C0011168,0.2777,LapRLS
DB00478,C0085649,0.2774,LapRLS
DB01008,C0149745,0.2774,LapRLS
DB00720,C0042109,0.2773,LapRLS
DB11180,C0085605,0.2772,LapRLS
DB00478,C0043094,0.2772,LapRLS
DB01236,C0019270,0.2771,LapRLS
DB00478,C0392525,0.2771,LapRLS
DB11180,C0002874,0.2769,LapRLS
DB04572,C0030554,0.2769,LapRLS
DB00828,C0086439,0.2769,LapRLS
DB01008,C0017152,0.2768,LapRLS
DB00316,C0042514,0.2765,LapRLS
DB06698,C0338831,0.2764,LapRLS
DB11180,C0037199,0.2764,LapRLS
DB00431,C0542571,0.2764,LapRLS
DB00316,C0025323,0.2762,LapRLS
DB00742,C0476273,0.2761,LapRLS
DB01008,C0040264,0.276,LapRLS
DB00583,C0040264,0.276,LapRLS
DB06698,C0017152,0.2759,LapRLS
DB00431,C2937350,0.2758,LapRLS
DB01080,C3665386,0.2758,LapRLS
DB01008,C0520966,0.2757,LapRLS
DB00753,C0149745,0.2756,LapRLS
DB00316,C0002994,0.2755,LapRLS
DB00544,C0030554,0.2755,LapRLS
DB00478,C0037274,0.2754,LapRLS
DB11180,C2225524,0.2752,LapRLS
DB00828,C0018099,0.2752,LapRLS
DB00597,C0024282,0.2751,LapRLS
DB06698,C0149745,0.275,LapRLS
DB01236,C0034065,0.2749,LapRLS
DB00597,C0020625,0.2748,LapRLS
DB11180,C0018926,0.2746,LapRLS
DB00727,C0018926,0.2746,LapRLS
DB06261,C2937350,0.2745,LapRLS
DB00828,C0338831,0.2743,LapRLS
DB00583,C0232461,0.2742,LapRLS
DB04572,C0030193,0.2741,LapRLS
DB00431,C0042963,0.27399999999999997,LapRLS
DB00431,C0037199,0.2739,LapRLS
DB00431,C0014868,0.2738,LapRLS
DB00583,C0036572,0.2736,LapRLS
DB00828,C0000731,0.2735,LapRLS
DB06261,C1384666,0.2734,LapRLS
DB00544,C0015230,0.2733,LapRLS
DB00583,C0014591,0.2731,LapRLS
DB01008,C0086439,0.2729,LapRLS
DB01080,C0080274,0.2725,LapRLS
DB11180,C0042510,0.2723,LapRLS
DB11180,C0007859,0.2721,LapRLS
DB00720,C0338831,0.272,LapRLS
DB01236,C0028738,0.2719,LapRLS
DB00828,C0028738,0.2718,LapRLS
DB00313,C0013595,0.2717,LapRLS
DB00125,C0040264,0.2717,LapRLS
DB01236,C0010692,0.2717,LapRLS
DB06698,C0024282,0.2715,LapRLS
DB06698,C0018099,0.2714,LapRLS
DB06698,C0018790,0.2714,LapRLS
DB06151,C0011849,0.2711,LapRLS
DB00597,C0043094,0.2709,LapRLS
DB00316,C0151603,0.2708,LapRLS
DB04572,C0018965,0.2707,LapRLS
DB00125,C0026826,0.2707,LapRLS
DB00431,C0085584,0.2707,LapRLS
DB04572,C0011991,0.2707,LapRLS
DB00753,C0085632,0.2706,LapRLS
DB01236,C0040046,0.2706,LapRLS
DB00720,C2830004,0.2705,LapRLS
DB00828,C0017601,0.2702,LapRLS
DB00753,C3665347,0.2702,LapRLS
DB11180,C0017181,0.27,LapRLS
DB11180,C0025323,0.2699,LapRLS
DB00720,C0026827,0.2699,LapRLS
DB00915,C0085584,0.2698,LapRLS
DB11180,C0040046,0.2697,LapRLS
DB00859,C0002962,0.2696,LapRLS
DB00583,C0002962,0.2695,LapRLS
DB04572,C0024282,0.2692,LapRLS
DB01213,C0700225,0.2692,LapRLS
DB00753,C0028734,0.2689,LapRLS
DB00125,C0023530,0.2689,LapRLS
DB00753,C1384666,0.2688,LapRLS
DB01236,C0037199,0.2686,LapRLS
DB06261,C0042571,0.2684,LapRLS
DB00316,C0042024,0.2684,LapRLS
DB00658,C0028960,0.2684,LapRLS
DB01043,C3665386,0.2683,LapRLS
DB00130,C0032285,0.2682,LapRLS
DB00659,C0162834,0.2681,LapRLS
DB06698,C0013295,0.2679,LapRLS
DB06698,C0151878,0.2678,LapRLS
DB00597,C0012569,0.2677,LapRLS
DB11180,C0004238,0.2676,LapRLS
DB06261,C0149745,0.2676,LapRLS
DB06151,C0018926,0.2676,LapRLS
DB06261,C0428977,0.2675,LapRLS
DB00828,C0020461,0.2674,LapRLS
DB00727,C0086439,0.2674,LapRLS
DB04572,C0003864,0.2674,LapRLS
DB00316,C0008325,0.2674,LapRLS
DB06698,C0028734,0.2674,LapRLS
DB01213,C0028960,0.2672,LapRLS
DB00597,C0032285,0.2672,LapRLS
DB00727,C0022346,0.2671,LapRLS
DB00753,C0018021,0.267,LapRLS
DB06151,C0038358,0.2669,LapRLS
DB00859,C0011168,0.2669,LapRLS
DB01019,C0015672,0.2668,LapRLS
DB00996,C0151798,0.2668,LapRLS
DB01236,C0017601,0.2667,LapRLS
DB00859,C3665386,0.2667,LapRLS
DB06698,C0026827,0.2667,LapRLS
DB00915,C0232461,0.2665,LapRLS
DB06151,C0542571,0.2664,LapRLS
DB04572,C0017181,0.2663,LapRLS
DB00316,C0428977,0.2662,LapRLS
DB00659,C0002874,0.2659,LapRLS
DB00859,C0085649,0.2659,LapRLS
DB00753,C0338831,0.2658,LapRLS
DB04572,C0040046,0.2658,LapRLS
DB01005,C0030196,0.2656,LapRLS
DB01019,C0009319,0.2655,LapRLS
DB00431,C0149745,0.2654,LapRLS
DB06698,C0028738,0.2652,LapRLS
DB00583,C0424295,0.2652,LapRLS
DB00859,C0030193,0.2651,LapRLS
DB00597,C0085631,0.2649,LapRLS
DB00742,C0311468,0.2646,LapRLS
DB01019,C0002418,0.2645,LapRLS
DB00316,C0037036,0.2645,LapRLS
DB01008,C0011168,0.2643,LapRLS
DB06151,C0013595,0.264,LapRLS
DB00753,C0028738,0.2639,LapRLS
DB04572,C0012569,0.2637,LapRLS
DB00753,C0042510,0.2635,LapRLS
DB00658,C0030312,0.263,LapRLS
DB00130,C0020651,0.2629,LapRLS
DB00130,C0026826,0.2627,LapRLS
DB06698,C0042345,0.2627,LapRLS
DB06261,C0344232,0.2626,LapRLS
DB00313,C0034065,0.2625,LapRLS
DB00828,C0042510,0.2625,LapRLS
DB11180,C0003537,0.2624,LapRLS
DB01236,C0042345,0.2623,LapRLS
DB01008,C0042571,0.2622,LapRLS
DB00828,C0428977,0.2622,LapRLS
DB00659,C2225524,0.2621,LapRLS
DB11180,C0017675,0.262,LapRLS
DB00659,C0042510,0.2619,LapRLS
DB00828,C0542571,0.2616,LapRLS
DB00130,C0013404,0.2616,LapRLS
DB00316,C0032617,0.2615,LapRLS
DB00597,C0023530,0.2615,LapRLS
DB06261,C0151878,0.2613,LapRLS
DB01236,C0151636,0.2612,LapRLS
DB06698,C0037199,0.261,LapRLS
DB00125,C0004604,0.2609,LapRLS
DB01019,C0030193,0.2608,LapRLS
DB00431,C0151878,0.2608,LapRLS
DB01213,C0004509,0.2605,LapRLS
DB00125,C0038358,0.2605,LapRLS
DB01019,C0043094,0.2604,LapRLS
DB01019,C0033975,0.2602,LapRLS
DB00658,C0004509,0.2601,LapRLS
DB00583,C0034065,0.26,LapRLS
DB06698,C0032617,0.26,LapRLS
DB00316,C0029456,0.26,LapRLS
DB01008,C0028738,0.2594,LapRLS
DB11180,C0028738,0.2594,LapRLS
DB00659,C0003537,0.2593,LapRLS
DB00583,C0039070,0.2592,LapRLS
DB00727,C2937350,0.2589,LapRLS
DB00316,C0042023,0.2589,LapRLS
DB00753,C0013295,0.2589,LapRLS
DB00431,C0018099,0.2589,LapRLS
DB01236,C0013595,0.2587,LapRLS
DB00529,C0003862,0.2585,LapRLS
DB01019,C0011168,0.2584,LapRLS
DB06151,C0037274,0.2584,LapRLS
DB00996,C0038358,0.2584,LapRLS
DB00597,C0002418,0.2583,LapRLS
DB00720,C0004238,0.2583,LapRLS
DB06151,C0086439,0.2582,LapRLS
DB00915,C0041657,0.2582,LapRLS
DB00828,C0520966,0.2581,LapRLS
DB00828,C0025323,0.2581,LapRLS
DB06151,C2937350,0.2581,LapRLS
DB00659,C0019079,0.2581,LapRLS
DB00859,C0085632,0.2581,LapRLS
DB06151,C0009676,0.258,LapRLS
DB01008,C0028734,0.2579,LapRLS
DB01008,C0011606,0.2579,LapRLS
DB00130,C0575081,0.2578,LapRLS
DB00316,C0026848,0.2578,LapRLS
DB06261,C0034065,0.2577,LapRLS
DB01236,C0043094,0.2577,LapRLS
DB04572,C0042571,0.2576,LapRLS
DB06698,C0042514,0.2576,LapRLS
DB00478,C0004604,0.2576,LapRLS
DB00915,C0039070,0.2576,LapRLS
DB01080,C0015397,0.2575,LapRLS
DB00720,C0085605,0.2569,LapRLS
DB00659,C0017601,0.2568,LapRLS
DB00828,C0085605,0.2568,LapRLS
DB00753,C0002994,0.2568,LapRLS
DB06261,C0002994,0.2566,LapRLS
DB00130,C0009319,0.2566,LapRLS
DB00125,C0037274,0.2565,LapRLS
DB06261,C0018021,0.2565,LapRLS
DB11180,C0042571,0.2565,LapRLS
DB00125,C0020651,0.2562,LapRLS
DB00431,C0019270,0.2562,LapRLS
DB00478,C0424295,0.2561,LapRLS
DB04572,C0575081,0.2559,LapRLS
DB00720,C0003537,0.2558,LapRLS
DB00597,C0026827,0.2558,LapRLS
DB00742,C0003862,0.2558,LapRLS
DB06698,C1384666,0.2558,LapRLS
DB01213,C0010043,0.2557,LapRLS
DB00313,C0018790,0.2557,LapRLS
DB00130,C0002418,0.2556,LapRLS
DB01019,C0000737,0.2554,LapRLS
DB00313,C0009319,0.2554,LapRLS
DB00859,C0043094,0.2552,LapRLS
DB00316,C0497156,0.2551,LapRLS
DB00828,C0151603,0.2551,LapRLS
DB00727,C0428977,0.2549,LapRLS
DB11180,C0032617,0.2549,LapRLS
DB00478,C0032285,0.2549,LapRLS
DB00130,C0017152,0.2548,LapRLS
DB00313,C0575081,0.2547,LapRLS
DB00859,C0041657,0.2546,LapRLS
DB00313,C0002994,0.2545,LapRLS
DB01019,C0162429,0.2544,LapRLS
DB00753,C0040046,0.2543,LapRLS
DB11180,C0349506,0.2543,LapRLS
DB00316,C3665347,0.2542,LapRLS
DB06151,C0010692,0.2541,LapRLS
DB04572,C0011606,0.254,LapRLS
DB00720,C0010200,0.2539,LapRLS
DB01008,C0018021,0.2538,LapRLS
DB04572,C0011849,0.2534,LapRLS
DB00753,C0004238,0.2533,LapRLS
DB00431,C0042514,0.2533,LapRLS
DB01236,C2225524,0.2531,LapRLS
DB06151,C0032285,0.2529,LapRLS
DB00658,C0858867,0.2529,LapRLS
DB00125,C0232461,0.2527,LapRLS
DB01008,C0040046,0.2527,LapRLS
DB00742,C0000737,0.2526,LapRLS
DB00727,C0013384,0.2525,LapRLS
DB00313,C0038358,0.2525,LapRLS
DB00658,C1142305,0.2525,LapRLS
DB06698,C0497156,0.2524,LapRLS
DB01008,C0151878,0.2523,LapRLS
DB00828,C0013295,0.2523,LapRLS
DB06261,C0002418,0.2522,LapRLS
DB00597,C0015397,0.2522,LapRLS
DB00313,C0032285,0.2521,LapRLS
DB00828,C0008325,0.252,LapRLS
DB00727,C0014868,0.2519,LapRLS
DB00583,C1456784,0.2518,LapRLS
DB01008,C0010692,0.2517,LapRLS
DB01213,C0858867,0.2517,LapRLS
DB01189,C0085682,0.2517,LapRLS
DB04572,C0002994,0.2516,LapRLS
DB00431,C0018021,0.2516,LapRLS
DB00125,C0085605,0.2516,LapRLS
DB00859,C0392525,0.2515,LapRLS
DB00720,C0017675,0.2514,LapRLS
DB00316,C0151636,0.2514,LapRLS
DB06698,C0025323,0.2514,LapRLS
DB01213,C1142305,0.2514,LapRLS
DB01008,C0018099,0.2514,LapRLS
DB06151,C0149745,0.2507,LapRLS
DB00658,C0010043,0.2505,LapRLS
DB00727,C0036572,0.2505,LapRLS
DB00859,C0018790,0.2503,LapRLS
DB00720,C0000737,0.2502,LapRLS
